payment_id,loan_id,schedule_id,payment_date,payment_amount_zar,payment_method,payment_status,bank_reference,naedo_run_id
4789,1751,778,2026-03-09,1911.9,debit order,SUCCESS,BANKREF-00905359,
4790,1618,5686,2026-03-09,2839.48,Manual EFT,REVERSED,BANKREF-87459507,
4791,1018,5726,2025-09-06,2405.96,debit order,PENDING,,
4792,1604,7633,2026-05-24,4471.61,Debit Order,SUCCESS,BANKREF-76195803,
4793,1248,,2025-05-23,3958.58,Cash Deposit,REVERSED,BANKREF-23164971,NAEDO-478841
4794,1327,2451,2025-02-17,2338.65,Cash Deposit,FAILED,BANKREF-83389055,
4795,475,7379,2026-01-23,1733.12,Cash Deposit,PENDING,BANKREF-05143119,
4796,1239,7679,2025-11-08,2229.5,Debit Order,PENDING,,NAEDO-492127
4797,815,,2026-05-30,1084.72,Cash Deposit,failed,,
4798,1339,6625,2026-03-15,3057.41,debit order,SUCCESS,BANKREF-78874519,
4799,1723,7302,2025-09-19,3752.09,Debit Order,SUCCESS,BANKREF-15520928,
4800,721,8086,2026-08-01,3042.91,Card,REVERSED,BANKREF-70599895,
4801,1755,449,2025-03-25,1802.94,Card,failed,,
4802,278,8025,2026-04-16,3893.55,Manual EFT,FAILED,BANKREF-35819172,
4803,1207,1246,28/09/2025,1936.87,debit order,SUCCESS,BANKREF-09729277,NAEDO-612035
4804,356,2044,2026-11-23,4847.92,debit order,failed,BANKREF-47468086,NAEDO-831016
4805,986,3786,2025-10-28,1478.47,Debit Order,SUCCESS,BANKREF-50380209,
4806,445,,20251224,-820.24,Manual EFT,PENDING,BANKREF-46481003,NAEDO-666871
4807,424,4246,2026-02-04,2599.03,Card,FAILED,BANKREF-37203929,
4808,1767,1788,2025-11-14,4489.41,debit order,PENDING,BANKREF-65891774,NAEDO-808683
4809,1408,5595,2025-07-13,2970.04,Debit Order,PENDING,,
4810,532,1919,2025-12-22,3392.29,Debit Order,SUCCESS,BANKREF-24219067,
4811,757,8916,2025-08-29,683.01,Manual EFT,success,,
4812,1502,4945,2026-02-13,3753.31,Cash Deposit,failed,BANKREF-81017637,
4813,662,4041,28 May 2026,868.17,Card,SUCCESS,BANKREF-90635118,NAEDO-377233
4814,648,7050,2026-03-23,1702.87,Manual EFT,success,BANKREF-32834118,
4815,1356,7248,31 Mar 2025,1977.89,Debit Order,SUCCESS,BANKREF-83871326,NAEDO-809469
4816,1780,8549,2025-12-28,2876.9,Manual EFT,success,BANKREF-67198844,NAEDO-487114
4817,1627,1470,2026-03-06,1235.91,Cash Deposit,PENDING,BANKREF-73330323,
4818,1720,1462,2025-04-18,1609.14,Debit Order,PENDING,BANKREF-98624857,NAEDO-810871
4819,1741,527,2025-09-02,-841.28,Cash Deposit,success,BANKREF-50884100,NAEDO-939305
4820,1723,4687,02-12-2025,-4130.35,Manual EFT,success,BANKREF-48457855,NAEDO-470577
4821,1110,2549,2025-04-01,3770.39,Cash Deposit,success,BANKREF-01320005,
4822,1173,2615,2026-05-01,801.61,Debit Order,PENDING,BANKREF-81217625,
4823,970,3410,2026-02-18,2237.96,debit order,REVERSED,BANKREF-40042486,
4824,1366,4719,2026-03-04,4020.49,Cash Deposit,failed,BANKREF-42336147,NAEDO-337142
4825,467,4723,2026-02-27,911.31,Card,FAILED,BANKREF-47698035,
4826,1705,3714,2025-11-12,395.56,Debit Order,SUCCESS,BANKREF-71911617,
4827,1094,,2025-12-12,2370.38,Cash Deposit,FAILED,BANKREF-06246291,
4828,709,2195,2025-10-02,3388.3,Card,FAILED,BANKREF-06698384,NAEDO-776773
4829,1492,7006,2025-10-11,3036.82,Card,PENDING,BANKREF-09272504,NAEDO-436161
4830,293,6068,2025-09-13,2399.11,Debit Order,success,BANKREF-69731605,
4831,1585,5256,01-01-2026,1766.86,Manual EFT,REVERSED,BANKREF-30264545,NAEDO-186846
4832,349,8267,2025-04-20,4187.52,Debit Order,SUCCESS,BANKREF-25387981,
4833,1649,4231,2025-05-21,3120.9,Card,PENDING,BANKREF-26865247,
4834,1255,8764,2025-02-06,2090.06,Cash Deposit,failed,BANKREF-10447155,NAEDO-807984
4835,713,5944,20250924,2148.29,Card,PENDING,BANKREF-00880405,
4836,62,2696,2025-08-20,4470.24,Debit Order,success,BANKREF-65291048,
4837,802,3815,2026-06-03,4918.04,Debit Order,PENDING,BANKREF-90392718,
4838,128,8453,2026-01-15,1314.25,debit order,REVERSED,BANKREF-52022103,NAEDO-876398
4839,208,,2026-07-27,614.79,Card,failed,BANKREF-57857335,NAEDO-556185
4840,1330,5479,2026-05-06,1207.04,Manual EFT,SUCCESS,BANKREF-25738190,
4841,588,2036,2026-07-23,644.52,Debit Order,REVERSED,BANKREF-62619988,
4842,781,,2025-11-13,1064.83,Card,SUCCESS,BANKREF-77095146,
4843,1762,3328,2025-03-13,4421.2,Card,success,,
4844,1354,6242,06/04/2025,-1464.51,debit order,REVERSED,BANKREF-72055017,
4845,1487,1607,2025-12-09,1270.93,Manual EFT,failed,BANKREF-18235124,
4846,1316,5147,2025-11-13,3289.95,Cash Deposit,FAILED,BANKREF-06319953,
4847,1800,4635,2025-03-26,3709.23,Debit Order,PENDING,BANKREF-16487937,
4848,1788,2802,2026-06-25,2276.38,Card,REVERSED,BANKREF-89665972,NAEDO-481197
4849,523,8977,2026-02-10,4322.33,debit order,REVERSED,BANKREF-84962311,
4850,1370,2315,2025-03-23,1189.33,Manual EFT,REVERSED,BANKREF-84365042,
4851,1404,7587,2026-05-02,2341.65,debit order,SUCCESS,BANKREF-03934375,
4852,1750,3653,2026-01-17,4062.07,Card,FAILED,BANKREF-82860826,NAEDO-730648
4853,1663,,2026-01-31,2949.21,Debit Order,REVERSED,BANKREF-57465927,NAEDO-481753
4854,781,8838,2025-12-20,243.29,Manual EFT,success,BANKREF-74603637,
4855,582,1002,2026-08-25,3546.6,Manual EFT,SUCCESS,BANKREF-29975210,NAEDO-266969
4856,444,6076,2026-07-28,3832.2,debit order,success,BANKREF-93111158,NAEDO-540743
4857,175,8153,2025-04-23,3582.39,debit order,SUCCESS,BANKREF-57308058,
4858,283,1090,16/10/2025,929.73,Debit Order,SUCCESS,BANKREF-88209291,
4859,367,,2026-02-08,3672.07,Debit Order,REVERSED,BANKREF-24458021,
4860,1047,7269,2025-10-15,4424.38,debit order,REVERSED,BANKREF-41616266,
4861,432,,2025-07-04,246.57,Card,REVERSED,BANKREF-91013693,
4862,718,3246,2025-07-02,2987.34,Card,SUCCESS,BANKREF-38070658,
4863,808,6161,2025-07-09,3213.89,Card,PENDING,BANKREF-61837689,
4864,1632,2678,2025-02-19,3470.3,Manual EFT,failed,BANKREF-52950290,NAEDO-737119
4865,138,6832,2025-02-14,3817.69,Manual EFT,failed,BANKREF-26131278,
4866,324,6017,2025-07-09,3948.0,Card,FAILED,BANKREF-14991712,
4867,1674,1183,2026-01-05,1141.03,debit order,PENDING,,NAEDO-285929
4868,295,1714,2026-07-02,1283.91,Manual EFT,PENDING,BANKREF-80409464,
4869,959,4818,2026-05-22,1499.61,Card,failed,BANKREF-41961251,NAEDO-947075
4870,358,,2026-06-30,4076.88,Debit Order,FAILED,BANKREF-82005708,NAEDO-810946
4871,40,736,2025-04-11,2608.94,Cash Deposit,success,BANKREF-26405497,
4872,870,3154,2026-01-12,4177.11,debit order,failed,,
4873,24,3742,2025-08-23,1979.2,Cash Deposit,PENDING,BANKREF-74533210,NAEDO-296820
4874,64,4422,2025-09-23,-4423.36,Debit Order,FAILED,BANKREF-64532630,
4875,302,6281,2025-03-14,4166.65,Debit Order,SUCCESS,BANKREF-66773953,NAEDO-940221
4876,1165,1556,2025-05-22,4774.49,Manual EFT,SUCCESS,BANKREF-38510350,
4877,1029,3245,2025-06-26,3894.79,Debit Order,REVERSED,BANKREF-86802915,
4878,892,7652,2026-02-15,4353.05,debit order,REVERSED,BANKREF-13362334,
4879,651,8096,2025-04-02,4668.92,Manual EFT,PENDING,BANKREF-33709702,
4880,1649,2285,2025-08-11,1747.02,Debit Order,failed,BANKREF-95496307,
4881,555,8087,2026-05-28,-1513.71,Card,FAILED,BANKREF-32954972,
4882,196,3936,2025-07-21,392.26,Manual EFT,REVERSED,BANKREF-31887691,
4883,1339,7683,2025-05-26,1886.7,Manual EFT,failed,BANKREF-13868640,
4884,1121,,2025-06-21,4679.52,debit order,success,BANKREF-13753758,NAEDO-847930
4885,579,7152,2026-08-01,4813.89,Manual EFT,PENDING,BANKREF-08946908,
4886,810,2241,2026-06-20,-2713.7,debit order,success,,
4887,112,2142,2026-03-08,3834.48,Cash Deposit,success,BANKREF-74651291,
4888,561,1392,2026-07-13,4400.82,Manual EFT,SUCCESS,BANKREF-55015920,
4889,484,210,2026-02-16,759.24,Debit Order,FAILED,BANKREF-47693335,NAEDO-289569
4890,1063,7832,2026-04-20,1364.16,debit order,success,BANKREF-01862100,
4891,1016,6855,2025-04-07,2347.36,Manual EFT,PENDING,BANKREF-25566698,
4892,1569,5667,2025-02-04,2763.22,debit order,REVERSED,BANKREF-83746718,
4893,1093,2148,2025-06-24,396.98,debit order,SUCCESS,BANKREF-74551318,NAEDO-881075
4894,810,8954,2026-02-05,1648.76,Card,success,BANKREF-19491734,
4895,1592,7111,2025-10-11,1139.36,Cash Deposit,FAILED,BANKREF-62102435,NAEDO-925526
4896,990,2575,2025-08-29,4632.81,Manual EFT,REVERSED,,
4897,1351,6725,20250318,2652.26,Debit Order,SUCCESS,BANKREF-21137687,NAEDO-582898
4898,1319,6352,2026-07-29,4752.18,Manual EFT,failed,BANKREF-58364996,NAEDO-906839
4899,1009,6085,2026-05-13,2137.83,Card,REVERSED,BANKREF-39282728,NAEDO-518239
4900,541,25,2026-05-11,4190.94,Manual EFT,success,BANKREF-49214085,
4901,1234,666,2026-12-02,4809.62,debit order,SUCCESS,BANKREF-03662325,
4902,51,4540,2025-12-13,811.96,Card,failed,BANKREF-01596449,
4903,1384,4179,2026-05-03,2246.56,debit order,success,BANKREF-04893007,
4904,1128,6936,2026-07-23,3178.45,Card,FAILED,BANKREF-11817489,
4905,1327,8237,2025-03-03,2457.88,Debit Order,success,BANKREF-13964821,
4906,1768,4605,2025-06-08,4142.47,Manual EFT,FAILED,,NAEDO-704756
4907,1741,,2026-06-29,3397.05,Manual EFT,PENDING,BANKREF-96678844,
4908,9,5913,2026-09-07,2896.85,Debit Order,SUCCESS,BANKREF-89349721,
4909,1288,6530,2026-06-17,1097.16,Card,success,BANKREF-50198565,
4910,1781,3459,2025-12-29,4306.25,debit order,success,BANKREF-14127263,
4911,1521,8506,2026-07-01,1729.06,debit order,FAILED,BANKREF-78405849,
4912,1164,8450,2026-07-12,3052.25,Manual EFT,PENDING,,NAEDO-142851
4913,1416,,2026-06-18,3024.14,Cash Deposit,SUCCESS,BANKREF-05037781,
4914,264,5310,2026-04-27,4055.19,Cash Deposit,failed,BANKREF-93202764,
4915,1590,6195,2026-04-27,290.11,Manual EFT,failed,BANKREF-68658930,
4916,1607,3406,2025-02-21,4438.94,Cash Deposit,REVERSED,BANKREF-18069127,
4917,530,4768,2026-05-22,-1129.36,Manual EFT,REVERSED,BANKREF-25432797,NAEDO-857537
4918,1424,4352,2025-04-04,4705.29,Cash Deposit,PENDING,BANKREF-16397301,
4919,1614,,2025-06-28,1028.44,debit order,failed,,NAEDO-666058
4920,319,3353,2025-05-25,2011.11,Card,FAILED,BANKREF-30858859,NAEDO-677449
4921,1554,5133,2025-04-27,4504.49,Cash Deposit,FAILED,BANKREF-22754724,NAEDO-306799
4922,1394,7351,2025-12-17,2133.07,Cash Deposit,PENDING,BANKREF-71094728,
4923,106,8121,2025-09-25,4960.82,Debit Order,FAILED,BANKREF-88791848,
4924,829,1229,2026-05-13,3733.58,Debit Order,success,BANKREF-12347876,
4925,826,3690,2025-11-10,989.25,Card,failed,,
4926,177,1574,2025-06-14,2148.6,Cash Deposit,REVERSED,BANKREF-21489238,
4927,1731,7828,2025-05-09,1490.98,Card,success,BANKREF-26612589,
4928,1144,1977,07-01-2026,2578.15,Debit Order,SUCCESS,BANKREF-38523611,NAEDO-765754
4929,906,8633,2025-06-02,4064.71,Card,REVERSED,BANKREF-11715556,NAEDO-402772
4930,58,3189,2026-06-22,2221.5,Manual EFT,PENDING,BANKREF-79997616,
4931,1430,7820,2026-01-14,2084.45,Cash Deposit,REVERSED,,NAEDO-556207
4932,517,,2025-07-01,2274.38,Cash Deposit,failed,BANKREF-00690253,NAEDO-899631
4933,824,5673,2026-02-16,2857.91,Debit Order,PENDING,,
4934,960,367,2025-04-13,1142.9,Cash Deposit,PENDING,BANKREF-80029061,NAEDO-943843
4935,90,8275,2025-11-07,3986.68,Cash Deposit,REVERSED,BANKREF-34074258,
4936,727,6505,10-17-2025,2713.75,debit order,SUCCESS,BANKREF-10176959,NAEDO-314883
4937,319,1493,2025-04-10,3697.26,debit order,FAILED,BANKREF-09635420,NAEDO-624156
4938,939,8114,2025-07-03,2033.8,debit order,SUCCESS,BANKREF-81224930,
4939,268,,2025-10-08,581.77,Debit Order,REVERSED,BANKREF-92783479,
4940,767,6519,2026-06-10,3063.1,Card,failed,BANKREF-90464669,
4941,1221,,2026-04-29,1618.39,debit order,PENDING,BANKREF-89158218,
4942,291,,2025-08-17,4854.55,Card,success,BANKREF-86971734,
4943,1466,8662,2025-02-28,2729.15,Debit Order,failed,BANKREF-42053334,NAEDO-324878
4944,912,7495,2025-03-30,2945.46,debit order,failed,BANKREF-86054746,NAEDO-360957
4945,380,3338,2025-07-07,621.88,Card,success,BANKREF-21365711,NAEDO-467943
4946,1577,8443,2026-09-13,1542.4,Cash Deposit,PENDING,BANKREF-52006694,
4947,322,2622,2025-04-14,2952.18,Card,PENDING,BANKREF-45897512,
4948,486,4627,2025-09-07,2099.43,Card,REVERSED,BANKREF-05468395,
4949,331,7318,2025-06-18,4252.2,Debit Order,FAILED,BANKREF-18029458,
4950,1152,3389,2026-04-22,4415.34,Debit Order,failed,BANKREF-87428933,
4951,1606,2172,2025-05-27,941.18,Cash Deposit,SUCCESS,,NAEDO-894379
4952,308,4886,2026-04-03,3823.61,Cash Deposit,success,BANKREF-17394635,NAEDO-915846
4953,999,788,2025-05-04,2761.73,Debit Order,PENDING,BANKREF-65143940,
4954,1340,2930,2025-02-26,772.86,debit order,SUCCESS,BANKREF-13871671,NAEDO-670582
4955,1473,6595,2026-05-18,2285.84,Card,FAILED,BANKREF-43602146,NAEDO-603725
4956,1126,6604,2025-02-08,1925.24,Cash Deposit,failed,BANKREF-09113748,NAEDO-967544
4957,1203,6780,2025-08-19,438.07,Card,PENDING,BANKREF-48818854,NAEDO-609994
4958,1169,1043,2025-10-26,2960.7,Debit Order,success,BANKREF-41060826,NAEDO-298736
4959,1078,589,2026-03-30,339.06,debit order,REVERSED,BANKREF-01104089,
4960,170,3930,2026-03-20,2220.69,debit order,success,,
4961,935,,2026-03-02,3504.29,debit order,PENDING,BANKREF-56679949,
4962,1215,7397,2025-11-29,3660.26,Cash Deposit,FAILED,BANKREF-00959386,
4963,614,4442,2025-03-28,2877.16,debit order,FAILED,BANKREF-81489754,
4964,1744,778,2026-01-07,4995.64,Manual EFT,REVERSED,BANKREF-23424045,
4965,1365,2626,2025-08-13,2976.37,debit order,SUCCESS,BANKREF-19206280,
4966,912,5785,2025-09-16,251.42,debit order,SUCCESS,BANKREF-43451577,
4967,183,3951,2025-06-19,506.83,Manual EFT,success,BANKREF-54540242,NAEDO-558143
4968,1271,,2025-07-01,3422.75,Cash Deposit,failed,BANKREF-41702805,NAEDO-515925
4969,301,3092,2025-08-19,393.72,debit order,SUCCESS,BANKREF-64093575,NAEDO-554797
4970,1673,2370,2025-08-16,3555.33,debit order,FAILED,BANKREF-97788359,NAEDO-987757
4971,1782,4015,2026-12-23,1871.85,Card,success,BANKREF-06528475,
4972,1791,6695,2025-10-06,4285.77,Manual EFT,PENDING,BANKREF-30640476,
4973,630,2469,2025-09-14,3717.45,debit order,REVERSED,BANKREF-30515698,NAEDO-305816
4974,670,8456,2026-04-20,4957.8,Debit Order,failed,BANKREF-32650934,NAEDO-246200
4975,869,7856,2025-02-28,2986.51,Card,FAILED,BANKREF-54761033,
4976,538,833,2025-03-03,4811.79,debit order,REVERSED,BANKREF-36021230,
4977,339,1967,2026-07-14,-2980.29,debit order,FAILED,BANKREF-67372588,
4978,1128,,2025-10-15,2395.66,Cash Deposit,success,BANKREF-28873784,
4979,604,7613,20260125,2176.45,Debit Order,SUCCESS,BANKREF-58934164,NAEDO-523497
4980,575,3834,2025-04-22,1579.92,debit order,FAILED,BANKREF-10091554,NAEDO-715601
4981,1772,2803,22 Aug 2025,888.35,Card,failed,BANKREF-87256014,
4982,1545,6468,2026-07-17,2542.08,Card,success,BANKREF-45788327,
4983,931,8278,2025-05-16,2499.96,debit order,success,BANKREF-93834656,
4984,1520,4574,2025-05-09,1065.02,Manual EFT,failed,BANKREF-74077124,
4985,1010,369,2026-07-01,3572.15,Card,FAILED,BANKREF-47195680,
4986,1575,2355,2025-10-20,2113.51,Manual EFT,failed,BANKREF-91020209,NAEDO-689270
4987,1271,8791,2026-01-31,2767.67,Cash Deposit,FAILED,BANKREF-52477263,NAEDO-730262
4988,1770,4166,2026-11-27,3290.26,debit order,failed,BANKREF-09221239,
4989,509,5664,2026-01-30,400.12,Manual EFT,PENDING,BANKREF-29249169,
4990,1450,7595,2026-04-17,797.06,Cash Deposit,SUCCESS,BANKREF-42944948,
4991,375,5628,2025-09-09,4087.9,debit order,PENDING,BANKREF-04217929,NAEDO-485373
4992,30,1826,2025-08-14,617.01,Card,REVERSED,BANKREF-65914235,
4993,1778,5911,2025-08-15,3210.64,Debit Order,failed,BANKREF-41573029,
4994,1193,5737,2025-03-24,-4218.09,Card,PENDING,,
4995,971,,2025-06-21,3377.8,Cash Deposit,SUCCESS,BANKREF-57091778,
4996,454,4782,2025-02-01,625.17,Debit Order,FAILED,BANKREF-54918763,
4997,1050,8579,2025-04-10,799.62,Manual EFT,REVERSED,BANKREF-02660991,
4998,1668,8740,2025-06-10,1621.04,Cash Deposit,SUCCESS,BANKREF-42665870,NAEDO-582717
4999,101,1458,2026-04-16,1026.78,Cash Deposit,failed,BANKREF-53466278,
5000,1037,6336,2026-07-30,-3423.23,Cash Deposit,FAILED,BANKREF-32644387,
5001,541,761,08 Jul 2026,3092.97,debit order,SUCCESS,,NAEDO-328816
5002,1455,5643,2026-05-27,3242.52,Manual EFT,failed,,
5003,1439,3601,2025-12-09,4312.86,Manual EFT,FAILED,BANKREF-84661026,
5004,1695,8314,2025-05-22,2650.49,Debit Order,success,BANKREF-78512966,
5005,425,3730,2025-08-26,4025.15,Card,FAILED,BANKREF-50301416,
5006,180,5532,2026-07-19,3755.47,Debit Order,PENDING,BANKREF-57803145,
5007,1117,1880,2026-06-24,2841.73,Cash Deposit,failed,BANKREF-77067427,NAEDO-493057
5008,1512,1153,2026-11-23,2608.18,Cash Deposit,failed,BANKREF-83101185,
5009,168,8288,2025-04-28,1827.62,Cash Deposit,REVERSED,BANKREF-27060146,
5010,890,2810,2026-07-21,2158.47,debit order,failed,BANKREF-75075588,
5011,1113,8571,2025-09-12,690.64,Debit Order,FAILED,BANKREF-98829469,NAEDO-430270
5012,430,8017,2026-02-02,833.1,debit order,success,BANKREF-61074557,
5013,495,3418,02 May 2026,-202.65,Debit Order,success,BANKREF-40380766,
5014,566,20,2025-08-21,1242.47,Card,FAILED,BANKREF-72927740,
5015,125,,2026-01-17,2599.7,Manual EFT,success,BANKREF-71008025,NAEDO-786750
5016,1374,7835,20250616,2065.61,Debit Order,FAILED,BANKREF-97032355,
5017,1264,,2026-07-24,2231.46,Card,failed,,NAEDO-151544
5018,1083,1384,2026-07-28,3437.35,Cash Deposit,success,BANKREF-63178826,NAEDO-896100
5019,1488,4957,2025-05-31,1748.34,Debit Order,failed,,
5020,319,7078,2025-07-15,2116.6,debit order,success,,NAEDO-697103
5021,1094,704,20250212,603.69,debit order,success,BANKREF-63500910,NAEDO-749763
5022,247,4260,2025-08-16,1468.39,debit order,FAILED,BANKREF-04293356,
5023,1266,4915,2025-05-13,3224.63,Cash Deposit,PENDING,BANKREF-80184008,
5024,483,802,2025-08-20,770.62,Card,REVERSED,BANKREF-22512915,
5025,1689,436,2026-08-14,1333.53,Card,PENDING,BANKREF-95396980,
5026,139,3547,05 Apr 2026,339.0,Card,failed,BANKREF-15240844,
5027,1130,8819,13 Oct 2025,1854.52,Cash Deposit,failed,BANKREF-97107623,
5028,331,4670,2025-04-16,-798.99,Card,PENDING,BANKREF-94072039,NAEDO-816177
5029,302,6921,2026-05-23,3477.94,Card,PENDING,BANKREF-14456815,NAEDO-872453
5030,1350,,2025-05-02,1297.5,Manual EFT,PENDING,BANKREF-56526178,NAEDO-150387
5031,1573,1830,2025-08-18,634.91,Debit Order,PENDING,BANKREF-93565008,NAEDO-895644
5032,1532,2215,2026-05-17,1764.05,Manual EFT,failed,BANKREF-18392344,
5033,1623,8882,2025-10-28,2497.52,Card,SUCCESS,BANKREF-88135556,NAEDO-499260
5034,428,274,2025-03-08,4132.04,Debit Order,REVERSED,BANKREF-06159395,NAEDO-755731
5035,128,3356,2026-03-19,4335.2,Cash Deposit,REVERSED,BANKREF-29866723,NAEDO-911036
5036,1076,4314,2025-05-21,2401.99,Card,SUCCESS,BANKREF-47876418,
5037,334,3072,2025-03-20,4647.37,Debit Order,REVERSED,BANKREF-28800419,
5038,1137,8087,12 Oct 2025,2253.31,Cash Deposit,FAILED,BANKREF-49766976,
5039,489,4641,2025-09-20,1426.58,Card,REVERSED,BANKREF-64998632,NAEDO-705966
5040,1341,7522,2025-11-14,2617.18,Manual EFT,REVERSED,BANKREF-65155093,
5041,900,6444,2025-04-10,433.39,Cash Deposit,failed,BANKREF-42185070,
5042,904,5830,2025-03-29,853.54,debit order,PENDING,BANKREF-11741083,NAEDO-783207
5043,1659,5508,2025-09-27,1932.9,Manual EFT,failed,BANKREF-51956235,
5044,1225,2138,2026-07-28,248.62,Manual EFT,PENDING,BANKREF-12163353,NAEDO-347138
5045,810,4127,2025-10-22,2349.17,Manual EFT,REVERSED,,
5046,807,8984,2026-05-31,1474.69,debit order,REVERSED,BANKREF-99837625,NAEDO-223355
5047,748,8968,09 May 2026,2066.19,Cash Deposit,REVERSED,BANKREF-92238727,
5048,1100,3438,2026-09-24,914.33,Debit Order,FAILED,BANKREF-30475450,NAEDO-950865
5049,1103,7835,2026-07-03,2823.1,Manual EFT,failed,,
5050,738,2433,2026-05-14,1323.37,debit order,REVERSED,BANKREF-99808586,
5051,440,1695,2026-04-15,3858.21,Debit Order,FAILED,BANKREF-63834049,
5052,215,7010,2026-04-10,3380.88,Manual EFT,failed,,
5053,793,2810,2025-08-09,2432.96,Debit Order,success,BANKREF-40664496,NAEDO-523561
5054,126,867,2026-01-16,1500.18,debit order,failed,BANKREF-54956794,
5055,669,4877,2025-11-10,853.41,Cash Deposit,SUCCESS,BANKREF-36178113,
5056,906,6105,2025-09-25,553.05,debit order,success,BANKREF-63581391,
5057,1724,626,2025-11-28,581.52,Cash Deposit,PENDING,BANKREF-77878642,NAEDO-726406
5058,1482,4863,01-01-2026,456.56,Cash Deposit,SUCCESS,BANKREF-47566023,
5059,440,4860,2025-07-20,1711.28,Manual EFT,failed,BANKREF-22196472,
5060,1300,8554,2026-08-16,1358.78,debit order,SUCCESS,BANKREF-10294204,
5061,174,2434,05-17-2025,612.68,Card,failed,BANKREF-14351348,
5062,676,8804,2026-07-29,2985.66,Debit Order,success,BANKREF-46689188,NAEDO-586634
5063,327,1571,2025-06-06,4798.67,Card,FAILED,,
5064,62,8796,2026-03-02,2377.36,Manual EFT,success,BANKREF-92875683,
5065,1420,5777,2025-05-11,1224.47,debit order,PENDING,BANKREF-63161745,NAEDO-906433
5066,1517,,2025-03-24,3739.67,Manual EFT,FAILED,BANKREF-24745803,NAEDO-943244
5067,334,1778,2026-02-11,-4006.6,Debit Order,SUCCESS,BANKREF-36245040,
5068,631,4512,2025-04-28,4070.2,Manual EFT,PENDING,BANKREF-89569923,NAEDO-506718
5069,1763,5604,2025-12-28,4832.24,Debit Order,success,BANKREF-94570061,
5070,510,8060,2026-06-25,4261.34,Card,failed,BANKREF-99950448,NAEDO-599013
5071,754,4608,2026-01-31,2870.54,Card,SUCCESS,BANKREF-74260429,
5072,1321,5365,2025-08-27,806.77,Card,REVERSED,,NAEDO-984425
5073,366,6842,2025-06-12,4859.29,Cash Deposit,PENDING,BANKREF-60422912,
5074,937,7169,2025-04-10,1608.07,Manual EFT,FAILED,BANKREF-14313019,NAEDO-527962
5075,457,708,2025-08-07,2770.0,Cash Deposit,SUCCESS,BANKREF-24324595,
5076,1396,7333,2025-08-14,1497.31,debit order,failed,BANKREF-21177060,
5077,697,5228,2026-04-10,3901.27,Manual EFT,PENDING,,NAEDO-159427
5078,1211,996,2025-05-10,4687.04,Cash Deposit,SUCCESS,BANKREF-48564363,NAEDO-635168
5079,1787,1852,2025-05-31,4982.81,Cash Deposit,PENDING,BANKREF-68878736,NAEDO-780503
5080,520,7338,2026-07-29,4898.88,Card,success,,
5081,1481,3794,2026-03-28,4906.8,Debit Order,SUCCESS,,NAEDO-484062
5082,182,5481,2025-08-15,3237.03,Card,FAILED,BANKREF-14256549,NAEDO-748306
5083,1570,2594,2025-12-03,1743.06,Manual EFT,REVERSED,BANKREF-50001595,
5084,1280,7645,2025-08-02,1321.15,Cash Deposit,REVERSED,BANKREF-30991286,NAEDO-470828
5085,1601,5116,2026-07-17,815.35,Debit Order,success,BANKREF-32736096,NAEDO-131940
5086,896,5353,2025-02-11,908.23,debit order,FAILED,BANKREF-85812428,NAEDO-943086
5087,1450,7706,2026-04-30,4478.35,Card,PENDING,BANKREF-04467520,NAEDO-198237
5088,953,5080,2026-02-19,2642.59,Cash Deposit,PENDING,BANKREF-65045211,
5089,1337,444,2025-04-25,3228.14,Card,success,BANKREF-88288088,
5090,1074,4906,2026-09-17,4523.66,debit order,FAILED,BANKREF-23890998,NAEDO-135786
5091,322,2107,2025-09-07,3604.95,Card,REVERSED,BANKREF-98710191,
5092,759,3224,2025-11-27,3475.72,Manual EFT,success,,NAEDO-729658
5093,870,6157,2026-06-03,1445.7,Manual EFT,SUCCESS,,
5094,401,98,2025-05-17,831.49,Manual EFT,SUCCESS,BANKREF-10079699,NAEDO-706230
5095,1659,4014,2026-04-20,913.08,Card,success,BANKREF-46673369,
5096,1586,1841,2025-11-29,2065.93,Card,failed,BANKREF-02293871,
5097,15,6570,2025-12-15,3704.3,Debit Order,SUCCESS,,
5098,1487,1453,2025-09-06,3998.57,Manual EFT,FAILED,BANKREF-84052044,NAEDO-980215
5099,401,5362,2025-12-10,1119.29,Cash Deposit,failed,BANKREF-29578037,
5100,1468,5239,2025-08-30,1740.98,Debit Order,SUCCESS,BANKREF-08893463,
5101,1689,4986,23/02/2025,4259.29,Manual EFT,PENDING,BANKREF-53800441,
5102,1682,3420,2026-01-13,4892.11,Cash Deposit,PENDING,BANKREF-27097420,
5103,146,4590,2025-12-18,291.3,Card,success,BANKREF-67979123,
5104,1382,6852,2025-08-15,2716.83,Cash Deposit,PENDING,BANKREF-77542097,NAEDO-110040
5105,539,6230,2025-02-26,656.23,Cash Deposit,REVERSED,,NAEDO-136750
5106,1093,4381,2026-08-09,3090.58,Card,FAILED,BANKREF-83195286,NAEDO-508715
5107,1444,7253,2025-04-01,655.03,Manual EFT,failed,BANKREF-05798686,NAEDO-272860
5108,1022,259,2026-12-05,3401.83,Card,FAILED,BANKREF-30436729,
5109,518,,2026-01-10,223.18,Manual EFT,success,BANKREF-87622615,NAEDO-139763
5110,1710,3318,2026-07-10,962.04,Debit Order,failed,BANKREF-13618556,NAEDO-362048
