credit_check_id,application_id,bureau_name,credit_score,risk_band,enquiry_result,checked_at,adverse_listings_count,total_open_accounts,total_judgements
1037,313,Demo Credit Bureau,604,MEDIUM,FAIL,2025-10-19 09:14:50,,2,2
1038,1112,,682,Low,REFER,2025-03-14 07:14:33,1,13,
1039,1592,Demo Credit Bureau,513,HIGH,REFER,2026-04-20 15:21:22,,14,2
1040,364,Experian,502,VERY_HIGH,PASS,2026-01-15 12:56:11,1,14,1
1041,3200,,635,MEDIUM,REFER,2025-07-04 22:42:48,1,11,
1042,2368,Demo Credit Bureau,812,low,Fail,2026-04-16 19:29:48,1,7,1
1043,248,TransUnion,463,VERY_HIGH,FAIL,2025-03-05 20:10:08,0,5,0
1044,803,Experian,340,HIGH,ERROR,2025-05-06 15:40:59,3,15,1
1045,1787,,,low,REFER,2025-12-31 17:25:50,0,1,2
1046,2593,Demo Credit Bureau,533,VERY_HIGH,PASS,2026-01-01 19:36:17,3,6,3
1047,3040,TransUnion,,low,FAIL,2025-01-02 14:26:23,0,14,2
1048,1699,,661,low,FAIL,2025-07-10 14:23:03,1,11,0
1049,511,Experian,324,HIGH,FAIL,2026-06-10 22:30:19,2,14,1
1050,1280,Demo Credit Bureau,344,VERY_HIGH,FAIL,2025-04-07 14:08:45,5,1,3
1051,3180,Demo Credit Bureau,841,low,pass,2025-07-28 16:44:21,0,9,3
1052,1161,TransUnion,710,Low,ERROR,2026-05-31 12:28:21,3,10,2
1053,146,TransUnion,300,VERY_HIGH,ERROR,2026-02-16 18:37:27,1,10,2
1054,1459,,,VERY_HIGH,pass,2025-03-27 20:42:40,,2,0
1055,3111,Experian,425,HIGH,PASS,2026-05-06 15:13:50,3,8,0
1056,566,,719,LOW,Fail,2025-11-03 14:05:06,,3,3
1057,322,Demo Credit Bureau,383,VERY_HIGH,PASS,2026-05-07 13:37:52,4,2,1
1058,1605,TransUnion,592,MEDIUM,Fail,2025-02-13 07:53:24,4,15,
1059,2252,TransUnion,,LOW,Fail,2025-07-06 18:40:58,3,12,2
1060,1585,Experian,325,HIGH,FAIL,2025-11-23 07:53:02,3,3,3
1061,2351,,570,HIGH,REFER,2026-02-01 13:52:16,4,9,1
1062,2494,Compuscan,,Low,ERROR,2025-03-29 08:02:32,0,,1
1063,479,,578,HIGH,Fail,2025-05-20 16:16:48,4,9,
1064,112,Demo Credit Bureau,485,HIGH,ERROR,2025-04-15 09:32:59,0,,
1065,2496,TransUnion,650,LOW,ERROR,2025-08-23 17:04:35,2,5,1
1066,2558,Demo Credit Bureau,805,low,Fail,2026-04-09 09:57:35,3,14,0
1067,1375,TransUnion,786,Low,FAIL,2025-06-07 13:33:49,5,14,2
1068,712,Experian,749,LOW,Fail,2025-04-04 07:32:08,4,4,
1069,932,Experian,806,LOW,PASS,2025-08-10 12:24:13,4,,0
1070,1495,Experian,489,HIGH,FAIL,2025-11-20 14:04:55,,13,3
1071,685,Experian,481,VERY_HIGH,pass,2025-01-04 09:22:30,3,7,
1072,1127,Demo Credit Bureau,655,Low,pass,2025-07-22 07:07:45,5,13,1
1073,1777,TransUnion,353,HIGH,pass,2026-01-03 21:07:15,,13,3
1074,2748,Experian,427,HIGH,Fail,2026-01-13 08:50:28,,12,2
1075,69,Compuscan,578,VERY_HIGH,REFER,2025-10-19 12:52:50,1,12,2
1076,2986,,788,Low,REFER,2025-07-03 12:38:41,,14,2
1077,1215,Experian,728,low,PASS,2025-02-11 13:25:42,2,4,1
1078,2108,Demo Credit Bureau,521,HIGH,PASS,2025-03-24 14:40:01,,5,1
1079,257,Experian,623,MEDIUM,PASS,2025-12-27 08:43:56,0,11,1
1080,900,Compuscan,,HIGH,Fail,2025-06-23 14:12:56,,15,
1081,547,TransUnion,832,Low,ERROR,2025-07-27 17:47:18,1,5,0
1082,762,Experian,356,VERY_HIGH,ERROR,2025-11-30 10:14:45,2,7,1
1083,773,Demo Credit Bureau,640,MEDIUM,pass,2025-03-19 19:27:52,2,,0
1084,1517,,777,low,FAIL,2025-01-17 12:04:16,4,5,1
1085,1802,,442,VERY_HIGH,Fail,2025-10-25 09:43:05,2,1,1
1086,1079,TransUnion,582,MEDIUM,REFER,2025-04-15 22:06:24,2,8,1
1087,3170,Demo Credit Bureau,606,MEDIUM,ERROR,2026-04-16 10:53:06,2,6,0
1088,1800,Experian,571,HIGH,PASS,2025-11-17 14:44:43,3,7,3
1089,1950,TransUnion,516,VERY_HIGH,ERROR,2025-05-25 21:54:50,,12,0
1090,2664,Demo Credit Bureau,309,VERY_HIGH,ERROR,2025-11-19 15:10:36,0,4,3
1091,2415,Demo Credit Bureau,476,VERY_HIGH,FAIL,2025-01-14 15:25:16,0,,2
1092,747,,419,VERY_HIGH,REFER,2026-05-08 13:50:27,2,8,
1093,1422,Demo Credit Bureau,787,low,FAIL,2025-08-14 12:51:08,4,6,3
1094,1546,Demo Credit Bureau,568,VERY_HIGH,Fail,2026-05-04 19:12:15,1,2,2
1095,1862,TransUnion,524,HIGH,pass,2025-09-11 12:51:45,,13,1
1096,2123,Compuscan,727,Low,pass,2025-07-24 17:00:22,1,3,3
1097,2894,,610,MEDIUM,ERROR,2025-02-05 07:58:17,1,12,
1098,827,Compuscan,540,VERY_HIGH,PASS,2025-09-06 09:45:50,0,,
1099,1096,Experian,799,LOW,FAIL,2026-02-10 09:01:25,0,0,1
1100,2337,TransUnion,768,LOW,Fail,2025-01-27 12:52:12,1,2,0
1101,2448,Experian,356,VERY_HIGH,ERROR,2025-10-10 09:49:39,3,0,3
1102,2333,Experian,487,VERY_HIGH,PASS,2026-01-27 20:18:09,2,0,1
1103,1914,,400,VERY_HIGH,REFER,2025-08-13 09:15:19,2,10,2
1104,3123,Compuscan,355,VERY_HIGH,REFER,2025-07-16 12:53:53,,10,
1105,422,TransUnion,828,low,ERROR,2025-04-13 07:41:40,4,0,0
1106,1446,Compuscan,837,Low,Fail,2026-03-11 10:38:31,5,3,0
1107,3034,,345,VERY_HIGH,REFER,2026-04-10 13:57:46,2,11,1
1108,3181,Compuscan,743,low,REFER,2025-08-16 16:31:41,0,13,0
1109,2396,Compuscan,626,MEDIUM,Fail,2025-06-29 21:07:27,3,8,1
1110,1813,TransUnion,499,HIGH,pass,2026-01-23 07:47:10,1,5,2
1111,1374,TransUnion,,,FAIL,2025-10-21 16:57:14,1,5,0
1112,2714,Experian,338,VERY_HIGH,pass,2025-08-31 07:49:39,2,14,0
1113,2676,,367,VERY_HIGH,ERROR,2025-10-17 12:25:43,4,9,1
1114,137,Demo Credit Bureau,746,low,PASS,2025-08-11 20:55:45,,,2
1115,2885,Compuscan,,,FAIL,2025-05-20 21:05:41,1,1,3
1116,3161,Experian,357,VERY_HIGH,PASS,2025-03-05 14:20:27,3,4,
1117,1718,TransUnion,696,low,Fail,2026-05-26 21:43:11,4,3,3
1118,1851,Demo Credit Bureau,322,HIGH,PASS,2025-11-08 22:38:50,1,12,3
1119,2944,Compuscan,547,HIGH,ERROR,2025-01-23 08:15:30,0,7,2
1120,1913,Demo Credit Bureau,375,HIGH,ERROR,2026-01-09 12:34:37,1,9,3
1121,620,Demo Credit Bureau,,VERY_HIGH,REFER,2026-05-18 07:05:30,1,3,0
1122,3107,Compuscan,513,HIGH,FAIL,2026-02-22 21:15:44,5,8,1
1123,668,Demo Credit Bureau,709,LOW,PASS,2025-12-16 07:51:22,,9,
1124,3117,TransUnion,312,HIGH,ERROR,2025-07-20 09:03:38,5,0,1
1125,1795,Compuscan,819,LOW,Fail,2025-01-10 18:50:52,1,7,2
1126,1919,Demo Credit Bureau,638,MEDIUM,Fail,2025-03-10 16:13:10,4,,2
1127,1403,TransUnion,569,VERY_HIGH,ERROR,2025-04-23 20:51:34,4,,1
1128,324,Experian,449,HIGH,pass,2026-04-07 22:09:31,5,3,3
1129,676,TransUnion,836,Low,ERROR,2025-03-13 22:25:30,2,12,1
1130,1097,Demo Credit Bureau,360,VERY_HIGH,pass,2025-11-29 13:33:05,3,12,
1131,596,Compuscan,610,MEDIUM,ERROR,2026-05-16 13:47:47,2,,3
1132,806,,593,MEDIUM,FAIL,2025-04-13 12:05:48,0,4,3
1133,2403,,653,LOW,FAIL,2026-04-28 21:35:06,3,1,0
1134,2236,Compuscan,,,Fail,2025-12-16 14:07:56,4,2,3
1135,2615,Experian,312,VERY_HIGH,pass,2026-03-09 20:42:26,4,12,3
1136,1990,Compuscan,,MEDIUM,REFER,2025-03-10 21:02:59,,15,2
1137,1345,TransUnion,514,VERY_HIGH,pass,2025-08-27 11:10:45,5,15,3
1138,739,,784,low,REFER,2025-12-23 21:19:43,3,14,3
1139,3156,Compuscan,686,Low,Fail,2025-03-10 17:19:07,4,11,2
1140,2053,Demo Credit Bureau,499,VERY_HIGH,ERROR,2026-06-09 07:10:27,2,4,2
1141,1482,Compuscan,,,Fail,2025-01-14 20:46:32,2,4,1
1142,2983,Experian,748,Low,REFER,2025-05-10 12:16:55,4,,
1143,2096,TransUnion,,,ERROR,2025-07-07 18:30:24,3,15,0
1144,1372,Compuscan,753,low,REFER,2025-02-21 16:41:34,0,6,1
1145,1296,Compuscan,382,VERY_HIGH,FAIL,2025-07-26 16:25:34,0,8,0
1146,2586,Compuscan,673,low,REFER,2026-06-12 08:59:05,0,12,
1147,1110,TransUnion,677,low,ERROR,2025-07-19 22:32:29,4,9,1
1148,3151,Experian,536,VERY_HIGH,FAIL,2025-02-09 08:20:26,2,10,3
1149,1055,,613,MEDIUM,Fail,2025-12-25 21:18:33,4,1,3
1150,1104,Demo Credit Bureau,350,VERY_HIGH,FAIL,2025-05-01 20:51:27,,,
1151,3066,TransUnion,777,LOW,pass,2025-05-10 13:43:07,4,0,0
1152,1139,Demo Credit Bureau,557,HIGH,Fail,2025-03-03 16:19:26,2,0,0
1153,1976,Compuscan,813,LOW,Fail,2026-01-11 14:53:59,4,3,0
1154,2217,Compuscan,780,Low,REFER,2025-04-23 08:17:58,3,10,3
1155,159,Demo Credit Bureau,302,HIGH,ERROR,2025-01-22 16:12:45,3,10,
1156,2850,Experian,703,Low,REFER,2025-01-17 21:40:18,0,6,1
1157,3000,Demo Credit Bureau,715,low,PASS,2026-01-12 11:58:18,3,11,1
1158,1292,Compuscan,705,low,pass,2025-04-22 18:23:37,2,8,
1159,131,Compuscan,406,VERY_HIGH,ERROR,2026-03-15 12:35:24,5,6,3
1160,1294,Experian,,HIGH,PASS,2025-07-21 20:07:23,1,11,
1161,270,Experian,633,MEDIUM,PASS,2025-06-15 09:00:08,3,0,0
1162,1341,Compuscan,644,MEDIUM,PASS,2026-04-13 07:36:51,0,1,
1163,1132,TransUnion,526,VERY_HIGH,PASS,2025-01-10 19:57:07,2,14,2
1164,118,,654,LOW,PASS,2026-05-29 09:11:12,1,13,3
1165,2765,Experian,554,VERY_HIGH,FAIL,2025-05-29 18:15:07,1,14,1
1166,800,,324,HIGH,Fail,2026-06-12 08:39:48,,13,
1167,27,TransUnion,477,VERY_HIGH,REFER,2026-01-15 21:27:10,3,4,2
1168,355,Demo Credit Bureau,491,HIGH,FAIL,2025-03-23 11:28:14,5,1,1
1169,1484,TransUnion,598,MEDIUM,Fail,2025-01-12 11:34:59,2,13,3
1170,482,,761,Low,FAIL,2025-06-17 13:50:15,,1,0
1171,1584,Experian,543,HIGH,FAIL,2025-03-26 21:55:25,0,1,2
1172,1737,,339,HIGH,ERROR,2026-05-30 18:50:48,4,0,0
1173,634,Demo Credit Bureau,,MEDIUM,pass,2026-05-07 18:58:48,5,10,2
1174,2125,,,VERY_HIGH,PASS,2025-11-06 20:04:13,4,0,3
1175,1344,Compuscan,387,VERY_HIGH,PASS,2026-04-24 12:47:10,3,4,2
1176,2968,,781,low,REFER,2025-12-16 19:18:05,0,14,0
1177,2477,Demo Credit Bureau,479,HIGH,pass,2026-04-16 11:31:30,5,6,3
1178,1818,Experian,713,Low,ERROR,2026-05-21 18:07:23,1,14,
1179,2097,,460,VERY_HIGH,PASS,2026-03-19 20:21:00,,12,3
1180,1402,Demo Credit Bureau,,HIGH,PASS,2026-01-27 19:14:29,1,12,1
1181,1665,TransUnion,429,VERY_HIGH,FAIL,2025-09-22 21:53:57,4,6,3
1182,541,,489,VERY_HIGH,pass,2026-01-19 20:40:37,2,15,0
1183,1328,,,,PASS,2026-05-30 18:10:26,,12,
1184,1881,Demo Credit Bureau,545,HIGH,FAIL,2025-03-06 22:31:30,4,12,0
1185,2814,,509,VERY_HIGH,Fail,2025-10-04 16:15:03,1,,1
1186,1749,TransUnion,609,MEDIUM,REFER,2025-08-05 14:06:37,5,15,0
1187,2005,Demo Credit Bureau,352,HIGH,REFER,2026-06-13 09:02:58,0,2,0
1188,3036,Experian,390,VERY_HIGH,ERROR,2025-08-11 18:17:49,2,0,0
1189,2800,Demo Credit Bureau,837,Low,pass,2025-12-02 22:40:28,5,10,0
1190,128,TransUnion,,,pass,2025-07-26 22:05:47,2,13,0
1191,1475,Experian,421,VERY_HIGH,Fail,2026-03-19 20:00:28,2,9,1
1192,1846,,778,low,pass,2026-01-23 07:48:11,0,9,2
1193,1453,Compuscan,409,HIGH,REFER,2026-03-21 20:46:56,0,0,3
1194,668,TransUnion,516,HIGH,pass,2025-02-07 13:45:50,2,8,3
1195,1418,Demo Credit Bureau,704,low,PASS,2026-04-08 16:19:43,5,10,2
1196,2809,,307,VERY_HIGH,FAIL,2026-02-17 16:41:56,1,1,1
1197,1224,Demo Credit Bureau,773,Low,PASS,2025-09-04 20:39:12,3,1,0
1198,1278,Compuscan,413,VERY_HIGH,FAIL,2025-08-02 19:55:41,3,8,2
1199,282,Demo Credit Bureau,765,low,pass,2025-07-12 10:56:22,3,3,0
1200,371,Experian,328,HIGH,FAIL,2025-08-30 10:55:33,1,6,3
1201,2962,TransUnion,473,VERY_HIGH,ERROR,2026-01-30 13:27:31,,,0
1202,370,TransUnion,452,HIGH,REFER,2025-06-22 08:23:39,5,5,
1203,2217,,732,Low,Fail,2025-10-21 17:40:46,5,4,0
1204,517,Demo Credit Bureau,381,HIGH,Fail,2025-07-26 14:05:48,1,4,
1205,2005,TransUnion,629,MEDIUM,REFER,2026-02-18 18:39:09,,9,2
1206,600,Demo Credit Bureau,774,Low,ERROR,2025-04-30 17:49:52,1,8,2
1207,2616,Compuscan,692,LOW,ERROR,2026-05-29 14:50:13,3,,
1208,404,Demo Credit Bureau,546,HIGH,Fail,2026-03-27 08:21:43,2,,
1209,2253,Demo Credit Bureau,,LOW,FAIL,2026-04-16 09:22:31,3,3,2
1210,2654,Compuscan,450,VERY_HIGH,ERROR,2025-03-29 13:24:24,,,3
1211,1920,,527,HIGH,REFER,2026-01-30 14:57:27,0,1,0
1212,2529,Compuscan,821,low,PASS,2025-02-09 07:54:08,5,11,1
1213,1350,Compuscan,472,HIGH,REFER,2026-02-27 17:16:17,3,11,2
1214,2551,,331,HIGH,FAIL,2025-10-01 14:58:17,4,9,1
1215,726,,681,LOW,FAIL,2025-11-28 17:28:23,5,0,1
1216,1043,TransUnion,,,Fail,2025-02-06 22:35:55,3,7,1
1217,981,,608,MEDIUM,pass,2026-01-17 16:47:01,3,12,0
1218,2980,TransUnion,791,LOW,pass,2025-10-31 19:34:04,0,15,2
1219,3187,TransUnion,705,LOW,REFER,2025-07-21 18:31:02,5,2,0
1220,254,Experian,559,HIGH,PASS,2026-02-02 21:14:22,4,1,0
1221,2197,Experian,812,low,pass,2025-08-19 17:45:23,3,6,1
1222,2916,TransUnion,734,Low,ERROR,2026-02-19 09:15:52,5,10,0
1223,876,Compuscan,548,VERY_HIGH,ERROR,2025-03-08 19:47:41,2,15,0
1224,1185,Demo Credit Bureau,453,HIGH,FAIL,2025-02-03 21:54:39,5,10,
1225,1067,Demo Credit Bureau,415,VERY_HIGH,PASS,2026-01-07 15:57:43,4,1,1
1226,331,Demo Credit Bureau,341,HIGH,ERROR,2025-07-05 12:13:05,4,0,
1227,2217,Compuscan,486,HIGH,ERROR,2026-06-10 12:17:05,3,14,2
1228,149,TransUnion,423,HIGH,REFER,2025-06-20 13:35:07,,10,1
1229,1057,Experian,467,VERY_HIGH,REFER,2025-05-29 18:19:02,4,7,3
1230,2944,TransUnion,826,low,ERROR,2026-05-02 10:23:14,,14,2
1231,1987,Compuscan,836,LOW,Fail,2025-12-05 10:17:06,3,4,2
1232,2211,,828,Low,PASS,2025-04-09 08:35:23,1,,3
1233,1122,,509,VERY_HIGH,REFER,2026-02-08 12:17:48,4,10,1
1234,3063,Demo Credit Bureau,589,MEDIUM,ERROR,2025-09-20 14:01:43,3,5,0
1235,796,,463,VERY_HIGH,ERROR,2025-10-21 16:02:45,3,9,2
1236,1117,,820,Low,ERROR,2025-07-18 09:43:37,,5,2
1237,2021,Experian,497,VERY_HIGH,PASS,2025-06-17 10:46:28,0,15,1
1238,1537,,,,ERROR,2025-03-01 12:14:46,5,5,
1239,1538,Compuscan,618,MEDIUM,REFER,2026-04-08 15:26:41,1,1,1
1240,1771,Demo Credit Bureau,425,HIGH,REFER,2025-01-24 09:06:42,2,3,0
1241,860,Demo Credit Bureau,677,low,Fail,2026-03-25 08:55:18,2,1,1
1242,1390,TransUnion,686,Low,FAIL,2025-04-26 15:15:49,4,8,1
1243,977,Demo Credit Bureau,427,VERY_HIGH,ERROR,2025-11-15 08:31:24,3,11,0
1244,1325,Demo Credit Bureau,329,HIGH,ERROR,2025-10-13 22:54:12,0,6,0
1245,3151,Experian,338,HIGH,REFER,2025-12-08 08:49:50,0,12,2
1246,1811,Demo Credit Bureau,491,VERY_HIGH,pass,2025-04-27 22:19:50,5,4,1
1247,1716,Demo Credit Bureau,690,LOW,REFER,2025-11-04 19:27:58,5,4,2
1248,1317,Compuscan,500,HIGH,FAIL,2025-07-16 09:41:58,5,5,1
1249,2758,Compuscan,449,HIGH,REFER,2026-01-07 12:37:41,4,10,2
1250,885,,804,Low,ERROR,2025-04-11 20:32:20,1,9,0
1251,1216,,457,HIGH,REFER,2025-09-14 13:09:30,4,0,1
1252,133,,773,Low,PASS,2026-03-01 10:08:27,2,7,0
1253,2195,TransUnion,665,Low,FAIL,2026-04-23 07:53:05,5,2,1
1254,2234,Demo Credit Bureau,353,HIGH,pass,2026-01-17 19:16:22,1,2,0
1255,1380,Demo Credit Bureau,,,ERROR,2025-03-30 20:25:44,4,12,0
1256,1667,TransUnion,804,LOW,PASS,2026-03-09 22:25:28,3,9,2
1257,938,Compuscan,551,VERY_HIGH,Fail,2025-08-20 22:04:41,5,14,1
1258,574,Demo Credit Bureau,635,MEDIUM,FAIL,2026-02-21 14:40:37,2,7,3
1259,1601,Experian,,low,REFER,2025-04-02 07:13:41,3,10,2
1260,431,Experian,751,LOW,Fail,2025-10-08 07:18:52,,0,
1261,1927,Demo Credit Bureau,518,HIGH,REFER,2025-03-27 19:12:37,3,9,2
1262,2575,Compuscan,,LOW,REFER,2025-06-08 18:19:33,5,10,3
1263,395,Demo Credit Bureau,653,LOW,PASS,2026-05-26 15:09:51,4,2,2
1264,914,Compuscan,716,low,Fail,2025-04-20 16:58:07,4,8,
1265,1862,Experian,726,Low,ERROR,2025-08-26 12:42:04,,10,3
1266,1480,Demo Credit Bureau,544,HIGH,REFER,2025-08-05 13:56:36,2,8,0
1267,1333,Experian,688,LOW,Fail,2026-02-12 14:04:53,0,9,1
1268,1629,TransUnion,464,HIGH,FAIL,2025-06-20 10:01:21,5,,1
1269,2592,Demo Credit Bureau,454,HIGH,ERROR,2025-01-22 13:06:32,3,13,3
1270,2830,Compuscan,749,Low,Fail,2026-06-01 21:10:48,0,11,1
1271,651,Compuscan,830,Low,pass,2025-09-05 08:56:44,2,5,0
1272,406,,554,HIGH,ERROR,2025-08-28 08:14:23,5,6,0
1273,2850,TransUnion,734,Low,REFER,2025-05-24 22:15:23,2,5,0
1274,2298,TransUnion,,VERY_HIGH,pass,2025-12-11 07:15:06,5,,2
1275,1973,Demo Credit Bureau,616,MEDIUM,REFER,2025-07-15 13:02:08,,6,1
1276,2924,Experian,612,MEDIUM,PASS,2025-01-01 11:06:51,3,14,0
1277,2364,,845,Low,PASS,2025-08-08 20:13:16,4,7,2
1278,2185,,512,VERY_HIGH,Fail,2026-05-06 08:23:03,1,7,3
1279,791,TransUnion,445,HIGH,Fail,2025-02-16 18:27:39,3,,1
1280,606,Demo Credit Bureau,536,VERY_HIGH,PASS,2025-10-24 13:08:22,3,15,0
1281,1741,Demo Credit Bureau,484,VERY_HIGH,pass,2025-12-26 08:11:05,1,12,0
1282,220,Demo Credit Bureau,355,VERY_HIGH,PASS,2025-12-09 08:35:57,5,3,
1283,1307,Compuscan,585,MEDIUM,Fail,2025-12-17 15:01:10,5,10,0
1284,1582,Compuscan,448,VERY_HIGH,REFER,2025-07-07 16:19:49,4,3,0
1285,676,,328,HIGH,PASS,2025-05-24 21:33:54,1,4,0
1286,781,Experian,798,LOW,PASS,2025-07-01 12:51:12,5,15,2
1287,804,,344,HIGH,ERROR,2025-03-03 19:56:25,0,3,2
1288,553,Compuscan,463,HIGH,Fail,2025-09-28 17:10:48,5,11,2
1289,1840,Demo Credit Bureau,725,low,PASS,2025-03-05 15:13:19,3,8,0
1290,2197,Compuscan,341,HIGH,pass,2025-12-24 16:54:37,0,,2
1291,893,Demo Credit Bureau,496,VERY_HIGH,pass,2026-01-22 18:03:45,3,7,2
1292,2728,Demo Credit Bureau,776,Low,ERROR,2025-07-16 13:41:13,2,6,0
1293,496,Compuscan,696,Low,ERROR,2025-07-16 21:13:09,0,0,3
1294,1989,TransUnion,675,LOW,ERROR,2025-09-24 07:11:50,0,,3
1295,1964,TransUnion,,VERY_HIGH,FAIL,2025-03-21 08:14:25,2,6,1
1296,1978,,558,HIGH,ERROR,2025-07-10 22:33:40,0,8,2
1297,2146,Experian,442,VERY_HIGH,FAIL,2025-01-29 18:02:29,2,7,2
1298,2011,TransUnion,637,MEDIUM,Fail,2025-12-13 15:34:59,0,15,
1299,2365,Compuscan,541,HIGH,REFER,2025-06-22 13:46:18,4,12,3
1300,1041,,655,LOW,FAIL,2026-05-11 22:22:57,0,12,3
1301,2398,TransUnion,848,Low,Fail,2026-04-26 07:00:07,3,11,3
1302,1,,674,low,FAIL,2025-05-03 22:57:08,,10,3
1303,2291,TransUnion,493,VERY_HIGH,FAIL,2026-04-06 07:01:30,2,6,1
1304,1134,TransUnion,786,low,FAIL,2025-02-18 07:20:05,2,8,
1305,624,Demo Credit Bureau,323,HIGH,FAIL,2025-03-01 19:29:36,5,12,1
1306,958,,650,LOW,PASS,2025-01-31 08:59:04,4,12,2
1307,1654,Demo Credit Bureau,479,VERY_HIGH,ERROR,2025-01-28 22:38:25,5,11,
1308,775,Compuscan,752,LOW,ERROR,2025-06-15 12:30:00,,3,0
1309,1677,,836,Low,Fail,2025-02-15 18:46:41,5,14,0
1310,911,Experian,845,LOW,REFER,2025-04-15 22:55:51,2,8,0
1311,2835,Experian,570,HIGH,FAIL,2025-07-12 10:40:39,5,7,0
1312,1691,,444,VERY_HIGH,PASS,2026-02-23 15:36:04,5,4,3
1313,131,,475,HIGH,PASS,2025-09-20 09:38:29,3,14,0
1314,892,,832,Low,FAIL,2026-02-26 20:47:48,4,11,1
1315,2042,TransUnion,668,LOW,Fail,2025-08-18 20:43:15,3,,2
1316,2717,Experian,517,VERY_HIGH,PASS,2025-06-22 19:07:56,0,1,3
1317,3179,Demo Credit Bureau,407,VERY_HIGH,ERROR,2025-10-05 16:07:49,2,4,2
1318,3012,Demo Credit Bureau,796,low,PASS,2026-03-11 19:27:21,0,,2
1319,1922,,763,Low,ERROR,2026-05-25 12:22:02,,6,3
1320,2334,Demo Credit Bureau,655,Low,REFER,2025-02-22 22:28:39,2,10,2
1321,2268,,513,VERY_HIGH,ERROR,2026-06-10 16:32:32,1,4,1
1322,1540,Compuscan,788,low,FAIL,2026-05-22 15:27:00,3,0,3
1323,57,,,LOW,ERROR,2025-11-17 15:10:10,1,10,
1324,108,TransUnion,713,LOW,pass,2025-09-06 20:23:43,,14,2
1325,1807,Experian,414,HIGH,ERROR,2026-05-21 15:10:02,2,8,0
1326,2901,Demo Credit Bureau,,HIGH,pass,2026-01-30 10:33:33,2,1,1
1327,1158,Demo Credit Bureau,309,HIGH,FAIL,2025-05-30 11:40:23,3,6,0
1328,2795,Compuscan,637,MEDIUM,FAIL,2025-09-12 12:33:50,4,14,
1329,55,TransUnion,,,FAIL,2026-06-05 16:24:50,2,0,2
1330,1099,,651,Low,ERROR,2025-12-03 15:11:48,4,0,2
1331,2944,Compuscan,561,VERY_HIGH,FAIL,2025-12-12 11:41:15,,6,
1332,473,TransUnion,,HIGH,Fail,2026-01-23 08:10:34,0,4,3
1333,2296,,832,LOW,PASS,2026-01-27 12:47:06,4,4,0
1334,2037,Experian,530,HIGH,PASS,2025-01-15 22:30:13,2,,1
1335,1668,TransUnion,659,LOW,pass,2025-09-26 09:03:12,4,14,2
1336,762,,546,VERY_HIGH,REFER,2025-03-27 08:59:19,1,14,2
1337,2662,Experian,482,HIGH,pass,2025-10-20 15:29:51,2,12,
1338,1418,,516,VERY_HIGH,pass,2026-01-12 10:18:38,4,10,0
1339,1201,TransUnion,801,low,PASS,2026-02-22 17:12:25,1,3,
1340,2032,Experian,476,HIGH,Fail,2025-11-20 13:08:45,5,15,3
1341,3118,TransUnion,407,VERY_HIGH,FAIL,2025-01-26 16:45:28,0,14,2
1342,1880,Demo Credit Bureau,323,HIGH,Fail,2025-01-09 21:08:32,0,10,2
1343,3146,TransUnion,324,VERY_HIGH,FAIL,2026-01-28 13:58:38,1,,2
1344,2543,,766,Low,pass,2025-06-10 17:13:03,0,4,0
1345,345,Compuscan,382,VERY_HIGH,ERROR,2025-01-23 20:00:31,1,3,3
1346,3093,Compuscan,479,VERY_HIGH,ERROR,2025-03-04 13:36:34,2,,2
1347,3124,,810,Low,REFER,2025-01-21 12:48:17,5,6,0
1348,818,Experian,659,low,FAIL,2025-03-25 09:43:46,5,14,1
1349,1105,Experian,521,VERY_HIGH,pass,2026-04-03 20:55:41,3,8,0
1350,575,Experian,605,MEDIUM,REFER,2025-09-06 19:11:23,2,9,2
1351,92,Demo Credit Bureau,568,HIGH,pass,2025-12-03 08:48:53,4,6,0
1352,1282,,551,HIGH,Fail,2025-07-26 20:03:38,5,14,
1353,1365,Demo Credit Bureau,759,low,FAIL,2026-05-26 17:37:03,5,13,1
1354,2187,,721,low,pass,2026-01-24 09:28:03,0,1,2
1355,27,Compuscan,,MEDIUM,FAIL,2025-06-11 22:08:45,5,1,1
1356,866,,360,HIGH,REFER,2026-04-14 16:56:27,2,1,3
1357,3073,Experian,373,HIGH,Fail,2025-06-20 16:16:50,4,15,0
1358,1618,,,,PASS,2025-02-04 18:00:44,2,10,3
1359,2344,Experian,648,MEDIUM,FAIL,2025-05-07 10:59:43,4,13,0
1360,2879,Compuscan,597,MEDIUM,PASS,2026-01-18 15:49:42,0,7,
1361,3117,,,,Fail,2025-01-17 07:02:26,,6,1
1362,2728,Compuscan,570,VERY_HIGH,FAIL,2025-07-10 10:25:40,4,15,0
1363,1364,Compuscan,592,MEDIUM,pass,2025-05-09 17:20:31,2,15,0
1364,2602,Compuscan,,MEDIUM,ERROR,2025-08-12 12:55:14,3,3,
1365,1721,Demo Credit Bureau,551,VERY_HIGH,ERROR,2025-02-27 15:57:59,2,0,2
1366,1224,Experian,750,Low,PASS,2026-04-18 10:53:21,,6,0
1367,2902,,695,Low,ERROR,2025-09-11 08:26:10,5,10,1
1368,351,Demo Credit Bureau,644,MEDIUM,ERROR,2025-10-28 11:58:52,5,13,3
1369,522,Experian,747,LOW,PASS,2025-10-01 21:44:11,1,11,1
1370,1999,,541,VERY_HIGH,REFER,2025-11-21 15:48:52,5,8,2
