fee_charge_id,loan_id,fee_type,fee_amount_zar,fee_date,waived_flag
1640,1476,Service Fee,104.11,2026-02-20,0
1641,113,initiation fee,392.62,2026-05-14,0
1642,37,Service Fee,217.01,2025-04-26,0
1643,632,Late Payment Fee,299.1,2025-08-04,0
1644,1413,Service Fee,303.1,2025-08-19,0
1645,544,Service Fee,220.93,2025-09-18,1
1646,437,Service Fee,157.68,2026-06-03,0
1647,1732,Initiation Fee,361.2,2026-01-18,1
1648,627,Initiation Fee,185.63,2025-06-25,1
1649,1334,initiation fee,103.81,2025-11-03,0
1650,502,initiation fee,139.76,2025-04-25,1
1651,1027,Dishonour Fee,173.24,2026-01-21,1
1652,730,Collection Fee,97.05,2026-01-05,0
1653,1519,Dishonour Fee,441.97,2025-10-01,0
1654,1658,Late Payment Fee,245.77,2025-08-27,0
1655,190,Service Fee,113.11,2026-04-25,0
1656,1687,Late Payment Fee,415.05,2025-01-06,0
1657,1745,initiation fee,484.51,2026-02-02,0
1658,1251,SERVICE FEE,147.7,2026-04-28,0
1659,1564,SERVICE FEE,372.4,2025-08-28,0
1660,442,Late Payment Fee,345.14,16/09/2025,0
1661,85,Collection Fee,393.8,2025-02-08,0
1662,401,SERVICE FEE,311.95,2025-01-08,1
1663,742,Late Payment Fee,115.03,26/05/2026,0
1664,1119,initiation fee,326.52,2026-05-13,0
1665,1114,initiation fee,231.54,2025-03-22,1
1666,31,SERVICE FEE,167.96,2025-05-23,0
1667,407,Service Fee,467.81,2025-05-14,1
1668,416,Late Payment Fee,379.51,2026-02-22,1
1669,495,Late Payment Fee,137.2,09 Mar 2025,0
1670,855,SERVICE FEE,302.37,2025-04-23,0
1671,1791,Collection Fee,357.76,2025-09-10,1
1672,1181,Initiation Fee,358.77,2025-05-24,0
1673,67,Late Payment Fee,130.11,2026-01-05,0
1674,251,Late Payment Fee,241.82,2026-01-12,1
1675,1068,SERVICE FEE,122.99,2025-03-28,1
1676,578,initiation fee,464.23,2025-06-04,0
1677,646,Service Fee,55.68,20260517,1
1678,1171,initiation fee,65.88,2025-10-07,0
1679,1739,Late Payment Fee,321.82,2026-04-30,0
1680,412,initiation fee,467.0,02-09-2026,1
1681,1365,Initiation Fee,417.08,2025-04-30,0
1682,390,Late Payment Fee,152.32,2025-12-11,0
1683,1097,SERVICE FEE,326.46,20251105,0
1684,134,Collection Fee,366.74,2025-09-02,0
1685,745,Collection Fee,264.27,04-24-2026,0
1686,1516,Initiation Fee,499.59,2026-02-28,0
1687,160,Late Payment Fee,477.27,2026-02-28,0
1688,1046,Late Payment Fee,164.99,2025-05-19,0
1689,1240,SERVICE FEE,479.08,2025-09-27,1
1690,13,initiation fee,34.94,2025-04-21,0
1691,66,Dishonour Fee,396.71,2025-02-27,0
1692,654,Initiation Fee,141.3,2025-03-21,0
1693,1467,Initiation Fee,273.71,2026-02-19,0
1694,1248,Late Payment Fee,350.56,2025-02-24,0
1695,78,Late Payment Fee,51.48,2025-08-14,0
1696,1171,initiation fee,450.12,2025-11-03,0
1697,790,Collection Fee,334.48,2025-01-14,1
1698,803,Service Fee,341.74,2025-04-29,0
1699,1749,Dishonour Fee,309.85,2025-11-29,1
1700,1300,SERVICE FEE,187.88,2026-04-15,0
1701,535,Late Payment Fee,496.68,2025-09-07,1
1702,1478,Late Payment Fee,347.97,2025-01-02,1
1703,1071,SERVICE FEE,278.5,2026-04-24,0
1704,1117,SERVICE FEE,409.43,2026-06-12,0
1705,393,Service Fee,285.88,2025-02-08,0
1706,637,Initiation Fee,325.03,2025-02-07,0
1707,137,Service Fee,252.79,2025-08-15,0
1708,1668,Dishonour Fee,266.76,2025-11-27,0
1709,1479,Collection Fee,259.95,2025-12-09,0
1710,1186,Service Fee,472.51,2026-02-26,0
1711,942,Collection Fee,248.58,2026-03-10,0
1712,1292,Collection Fee,446.07,2025-02-15,1
1713,1366,Dishonour Fee,300.99,20260610,1
1714,1646,Late Payment Fee,400.1,2026-04-11,0
1715,1337,Dishonour Fee,468.83,09/03/2026,0
1716,286,initiation fee,248.57,2026-03-16,1
1717,485,Collection Fee,318.64,20250419,0
1718,387,SERVICE FEE,428.55,2026-03-23,0
1719,170,SERVICE FEE,456.12,2025-02-05,0
1720,1007,Initiation Fee,172.21,2026-04-20,0
1721,1369,Dishonour Fee,99.93,2025-12-04,1
1722,1150,Service Fee,115.34,03/12/2025,1
1723,1212,initiation fee,482.11,2026-01-09,0
1724,145,Service Fee,396.54,2026-01-07,0
1725,1191,Initiation Fee,436.65,2026-04-24,1
1726,879,Late Payment Fee,305.69,2025-02-08,0
1727,1395,SERVICE FEE,375.32,2025-12-01,0
1728,1121,SERVICE FEE,115.44,2025-10-24,1
1729,1560,Collection Fee,483.99,2026-03-28,0
1730,891,SERVICE FEE,442.38,09-28-2025,0
1731,1180,Initiation Fee,282.75,2025-03-17,0
1732,681,Service Fee,222.97,2026-05-02,0
1733,1535,Collection Fee,-74.84,2025-09-18,0
1734,98,Dishonour Fee,270.24,2025-12-12,0
1735,261,Dishonour Fee,36.88,2025-02-15,0
1736,179,Dishonour Fee,489.43,2026-03-20,0
1737,1398,Service Fee,472.64,2026-05-22,1
1738,395,Initiation Fee,464.71,2025-08-01,1
1739,527,Dishonour Fee,250.73,2025-07-11,0
1740,701,Collection Fee,342.62,2026-02-25,0
1741,1520,Late Payment Fee,163.17,2026-04-20,0
1742,1280,SERVICE FEE,340.97,25/03/2026,0
1743,1769,Dishonour Fee,213.95,07-28-2025,0
1744,1563,Late Payment Fee,27.24,2026-06-01,0
1745,83,Collection Fee,216.24,2025-02-14,1
1746,784,Late Payment Fee,332.86,2025-10-18,1
1747,1299,Collection Fee,438.92,2025-07-08,0
1748,864,Collection Fee,493.14,2026-06-05,0
1749,66,Late Payment Fee,139.86,2026-02-20,1
1750,252,SERVICE FEE,,2026-04-09,0
1751,1430,Late Payment Fee,81.82,06 May 2026,0
1752,1255,SERVICE FEE,93.4,2025-02-10,0
1753,615,Dishonour Fee,488.48,2025-08-06,1
1754,872,Initiation Fee,221.05,2025-12-24,0
1755,1034,Dishonour Fee,112.5,2025-06-01,0
1756,983,Dishonour Fee,117.03,2025-12-19,0
1757,227,Dishonour Fee,35.4,02 Oct 2025,0
1758,441,Service Fee,84.29,02-08-2025,0
1759,274,Late Payment Fee,-487.2,2026-05-30,1
1760,601,Dishonour Fee,257.62,2026-01-09,0
1761,975,Collection Fee,451.67,2025-01-15,1
1762,531,Collection Fee,48.96,11 Sep 2025,0
1763,241,Collection Fee,35.82,2025-11-23,1
1764,334,Initiation Fee,108.53,2025-06-19,0
1765,1654,Late Payment Fee,280.94,2025-04-16,0
1766,136,initiation fee,277.25,31 Oct 2025,0
1767,796,Late Payment Fee,313.88,2025-11-24,0
1768,1135,Late Payment Fee,486.17,2025-02-25,0
1769,1518,Late Payment Fee,348.87,2025-10-24,0
1770,1711,Dishonour Fee,460.03,2025-11-28,1
1771,1066,Service Fee,485.43,2026-03-13,0
1772,1600,Service Fee,450.83,2025-12-02,0
1773,1215,Collection Fee,320.42,2026-04-07,0
1774,836,Collection Fee,330.58,2025-11-18,0
1775,707,Initiation Fee,150.79,2025-08-20,0
1776,761,SERVICE FEE,132.26,2025-01-10,0
1777,382,SERVICE FEE,295.56,2025-08-09,0
1778,481,Late Payment Fee,-169.07,2026-03-17,0
1779,887,Initiation Fee,200.73,2025-07-20,0
1780,149,SERVICE FEE,387.45,2025-06-15,0
1781,582,Late Payment Fee,49.86,2025-11-06,1
1782,455,Dishonour Fee,450.66,2025-11-15,0
1783,59,SERVICE FEE,383.27,2025-07-19,0
1784,732,Dishonour Fee,-167.07,2025-01-17,1
1785,1613,SERVICE FEE,76.34,2025-08-19,0
1786,369,Dishonour Fee,476.93,2025-08-22,0
1787,456,Late Payment Fee,196.44,20250627,0
1788,395,Initiation Fee,61.58,2025-11-26,1
1789,767,initiation fee,53.42,2025-04-17,0
1790,297,SERVICE FEE,-306.6,2025-12-01,0
1791,717,Initiation Fee,226.86,2025-04-08,0
1792,324,initiation fee,310.35,21 Mar 2025,1
1793,937,Collection Fee,463.01,12-29-2025,0
1794,955,SERVICE FEE,139.55,2026-01-18,0
1795,1432,Service Fee,258.16,2026-04-28,0
1796,1770,Collection Fee,223.56,2025-08-12,0
1797,323,initiation fee,169.62,2025-03-06,0
1798,1187,Late Payment Fee,53.5,2026-04-20,1
1799,1338,Dishonour Fee,165.29,2025-03-13,0
1800,1216,initiation fee,421.21,2025-01-30,0
1801,415,Dishonour Fee,303.15,2025-02-03,0
1802,299,Collection Fee,496.81,2025-08-18,0
1803,1306,Service Fee,374.41,2025-01-17,0
1804,1525,SERVICE FEE,445.52,2025-06-23,1
1805,1485,Service Fee,84.4,2026-05-03,0
1806,189,Initiation Fee,499.18,2025-09-10,1
1807,840,Service Fee,236.83,2025-11-23,1
1808,635,Collection Fee,353.17,2025-12-23,0
1809,696,Initiation Fee,144.86,2025-07-06,1
1810,1188,initiation fee,202.88,2026-02-06,0
1811,1392,Service Fee,33.63,2025-06-22,1
1812,1499,Service Fee,254.49,16/10/2025,0
1813,1396,SERVICE FEE,479.48,2025-01-05,0
1814,798,Dishonour Fee,419.96,2026-05-24,0
1815,345,Dishonour Fee,81.8,2025-04-08,0
1816,748,Dishonour Fee,66.26,2025-06-26,0
1817,1637,Collection Fee,458.75,2025-04-24,1
1818,1271,Late Payment Fee,447.65,2025-09-02,0
1819,694,initiation fee,35.85,2025-02-25,0
1820,1300,Collection Fee,-453.06,2026-06-16,0
1821,1300,Dishonour Fee,123.63,2025-09-11,0
1822,1787,SERVICE FEE,352.2,2025-10-01,0
1823,1239,initiation fee,469.4,08 Feb 2026,0
1824,910,Service Fee,198.18,2025-07-26,0
1825,165,SERVICE FEE,,2025-04-24,0
1826,852,initiation fee,368.65,2025-01-01,0
1827,1549,Service Fee,141.01,2025-01-21,0
1828,689,Initiation Fee,296.66,2025-05-17,0
1829,1569,Late Payment Fee,441.78,2025-12-31,0
1830,1607,Initiation Fee,57.64,2025-07-30,0
1831,1476,Late Payment Fee,143.05,2025-04-21,0
1832,1541,initiation fee,90.2,2025-02-09,1
1833,1196,Service Fee,297.83,2026-01-21,0
1834,622,Late Payment Fee,33.35,2025-03-05,0
1835,1230,Dishonour Fee,497.98,2025-11-21,0
1836,1106,Collection Fee,454.31,2026-03-23,1
1837,1675,Collection Fee,221.9,2026-01-30,0
1838,121,Dishonour Fee,279.64,2026-04-05,0
1839,514,Dishonour Fee,,2025-06-01,0
1840,953,Service Fee,327.26,2025-10-14,0
1841,1283,Dishonour Fee,256.01,20260414,0
1842,557,Collection Fee,249.0,2025-10-10,0
1843,364,initiation fee,54.91,2025-08-29,0
1844,593,initiation fee,244.58,2025-12-23,1
1845,1161,Initiation Fee,342.51,2025-04-24,0
1846,1794,Dishonour Fee,366.92,22/03/2026,0
1847,683,Collection Fee,132.65,2026-01-24,1
1848,1462,Collection Fee,163.95,2025-01-02,0
1849,944,Dishonour Fee,407.9,20260303,1
1850,125,initiation fee,398.91,2025-02-05,1
1851,581,Service Fee,322.47,2025-11-24,0
1852,213,Late Payment Fee,207.89,2025-06-23,1
1853,857,initiation fee,118.47,2025-06-23,1
1854,783,Late Payment Fee,395.66,2025-07-04,0
1855,477,Initiation Fee,423.37,20250222,0
1856,162,Service Fee,378.63,2026-01-23,0
1857,641,Service Fee,229.03,2025-04-19,0
1858,1681,Collection Fee,200.17,2025-01-31,0
1859,1404,SERVICE FEE,70.65,2026-04-25,0
1860,1040,Service Fee,203.56,20250521,1
1861,714,Initiation Fee,167.12,2026-01-29,1
1862,968,Collection Fee,216.06,2026-04-16,0
1863,259,Dishonour Fee,446.09,2025-07-31,0
1864,1505,Initiation Fee,485.83,03-17-2026,0
1865,1645,Dishonour Fee,126.96,2025-03-16,0
1866,1242,SERVICE FEE,197.65,20260506,1
1867,1334,initiation fee,457.07,12/07/2025,0
1868,580,initiation fee,71.81,2026-06-12,1
1869,811,Dishonour Fee,328.48,2025-06-17,0
1870,836,SERVICE FEE,272.8,2025-04-18,0
1871,715,Service Fee,263.72,2025-12-28,0
1872,468,Collection Fee,227.41,2025-07-17,0
1873,341,Late Payment Fee,199.71,10 Mar 2025,0
1874,566,Late Payment Fee,454.3,2025-12-30,0
1875,940,SERVICE FEE,172.8,2025-11-08,1
1876,613,Service Fee,434.96,2026-04-07,0
1877,1758,Dishonour Fee,481.89,2026-02-12,0
1878,200,Dishonour Fee,334.15,2025-08-14,1
1879,1451,Late Payment Fee,222.71,11 Apr 2026,1
1880,107,Service Fee,124.75,2026-06-05,0
1881,336,Initiation Fee,245.72,2025-09-09,0
1882,680,SERVICE FEE,147.79,2025-09-14,0
1883,1189,Late Payment Fee,427.94,20250718,0
1884,1119,SERVICE FEE,352.89,2025-10-03,0
1885,990,Initiation Fee,452.91,2025-11-19,1
1886,102,SERVICE FEE,151.31,2025-11-28,0
1887,443,SERVICE FEE,224.07,2025-05-09,0
1888,140,initiation fee,219.73,2025-04-16,0
1889,1522,initiation fee,449.48,2025-08-07,1
1890,1135,Dishonour Fee,67.96,2025-05-14,1
1891,586,Dishonour Fee,452.88,2025-06-21,0
1892,219,Service Fee,,2025-11-04,0
1893,948,Dishonour Fee,115.25,2025-05-01,0
1894,1002,Collection Fee,311.58,2025-09-10,1
1895,86,Dishonour Fee,486.19,2026-03-20,1
1896,1502,SERVICE FEE,147.78,2025-10-06,0
1897,1140,SERVICE FEE,331.93,2025-01-07,0
1898,1713,SERVICE FEE,49.22,2025-06-30,1
1899,372,Service Fee,92.53,2025-04-25,1
1900,212,Service Fee,200.61,2026-01-22,0
1901,577,Dishonour Fee,183.25,2025-10-15,0
1902,690,Initiation Fee,375.86,2026-03-04,0
1903,1554,Initiation Fee,146.83,2025-01-17,0
1904,1001,Service Fee,188.78,2025-02-19,0
1905,1086,Service Fee,159.98,10 Jan 2026,0
1906,2,Service Fee,95.98,2025-08-14,1
1907,334,Late Payment Fee,52.04,2025-09-26,1
1908,1026,Collection Fee,288.04,2025-10-12,0
1909,1506,Service Fee,263.23,2026-05-14,0
1910,701,SERVICE FEE,498.77,2026-05-09,0
1911,1170,Initiation Fee,283.88,2025-01-01,1
1912,684,SERVICE FEE,346.9,2026-04-30,0
1913,1109,initiation fee,495.95,2026-04-20,0
1914,257,Late Payment Fee,482.81,17 Jan 2025,1
1915,130,Initiation Fee,191.7,2025-09-07,0
1916,687,Dishonour Fee,149.0,2025-08-25,0
1917,909,Initiation Fee,492.36,2025-10-08,1
1918,795,SERVICE FEE,402.71,2025-07-18,0
1919,1145,Initiation Fee,75.48,2025-05-27,0
1920,879,initiation fee,248.91,2026-04-01,0
1921,1194,initiation fee,268.9,2025-01-14,0
1922,1377,Late Payment Fee,352.55,2026-05-24,0
1923,504,Service Fee,264.83,2025-04-29,0
1924,28,Late Payment Fee,169.85,2026-02-09,1
1925,1541,SERVICE FEE,225.13,20260517,1
1926,444,Collection Fee,228.5,20251111,1
1927,99,Dishonour Fee,352.62,2025-10-24,1
1928,1009,Service Fee,321.8,2025-06-23,0
1929,1400,Initiation Fee,140.68,2025-04-24,0
1930,242,Initiation Fee,117.36,2025-06-26,1
1931,802,initiation fee,372.38,2025-07-07,0
1932,617,SERVICE FEE,270.13,2025-12-01,0
1933,400,SERVICE FEE,163.75,09/12/2025,0
1934,1277,Dishonour Fee,260.4,2025-01-28,1
1935,1060,Initiation Fee,320.52,2025-10-08,1
1936,537,initiation fee,191.46,2026-05-04,0
1937,1487,SERVICE FEE,405.91,2026-02-27,0
1938,1787,Dishonour Fee,486.77,2025-07-02,1
1939,198,Dishonour Fee,185.58,2026-05-09,1
1940,1638,initiation fee,359.53,2026-02-04,1
1941,195,Dishonour Fee,190.79,2025-03-27,0
1942,1056,Dishonour Fee,293.63,2025-11-18,0
1943,1306,initiation fee,121.1,2025-11-05,0
1944,272,Collection Fee,404.81,24/07/2025,0
1945,240,Late Payment Fee,119.59,2025-11-26,0
1946,1459,Dishonour Fee,155.89,2025-10-03,0
1947,1267,Dishonour Fee,33.02,2025-01-11,0
1948,1584,Initiation Fee,111.61,2025-04-19,0
1949,352,Initiation Fee,306.91,2025-04-04,1
1950,1308,SERVICE FEE,247.75,2025-09-01,0
1951,520,Service Fee,420.22,2025-05-10,1
1952,196,Service Fee,179.1,30/06/2025,0
1953,970,Initiation Fee,326.17,2025-11-08,0
1954,67,Collection Fee,191.17,2026-04-14,0
1955,443,Service Fee,30.94,2026-01-16,0
1956,627,SERVICE FEE,304.08,2025-06-25,1
1957,1108,Service Fee,210.99,20251214,0
1958,1058,Initiation Fee,403.15,03-31-2025,1
1959,755,Collection Fee,312.11,2026-04-01,0
1960,448,Dishonour Fee,216.64,2025-11-27,0
1961,249,initiation fee,491.17,2026-02-07,1
1962,906,Late Payment Fee,183.09,2025-04-14,1
1963,483,Initiation Fee,-116.5,2025-04-20,0
1964,106,Service Fee,182.05,2026-04-29,0
1965,1212,Initiation Fee,61.77,2025-08-29,0
1966,1153,initiation fee,389.9,2026-05-05,0
1967,418,SERVICE FEE,371.6,2025-08-23,0
1968,1539,Dishonour Fee,-438.72,05-28-2026,0
1969,1262,Initiation Fee,35.25,2025-12-28,0
1970,552,Late Payment Fee,81.7,2026-04-13,0
1971,1183,Initiation Fee,38.62,2026-06-16,0
1972,1346,Service Fee,151.72,2025-06-21,0
1973,1487,Collection Fee,300.71,01-21-2025,0
1974,398,Collection Fee,98.86,2025-12-24,1
1975,1745,Collection Fee,80.58,2026-01-28,1
1976,260,Collection Fee,61.95,2025-03-07,0
1977,143,Initiation Fee,286.32,2025-01-08,0
1978,1030,SERVICE FEE,428.28,2025-03-13,0
1979,1106,SERVICE FEE,-260.84,2025-11-13,0
1980,1158,Initiation Fee,170.33,2026-06-12,0
1981,1357,Collection Fee,124.14,2026-05-29,0
1982,1193,Dishonour Fee,351.82,2026-03-25,0
1983,716,initiation fee,200.12,2025-06-24,0
1984,1780,Initiation Fee,162.21,12/02/2025,1
1985,1287,Dishonour Fee,366.65,2026-04-23,0
1986,1222,Late Payment Fee,457.33,2025-08-02,1
1987,838,initiation fee,74.83,2025-11-24,0
1988,944,Late Payment Fee,199.54,2025-08-12,0
1989,1719,Late Payment Fee,247.22,2026-05-12,0
1990,367,initiation fee,234.66,2026-01-10,0
1991,835,Initiation Fee,320.4,2026-04-04,0
1992,1771,Dishonour Fee,329.35,2025-11-08,0
1993,825,Late Payment Fee,76.29,2025-01-25,1
1994,1561,initiation fee,121.62,2025-07-20,1
1995,819,Dishonour Fee,145.77,2025-06-21,1
1996,365,Late Payment Fee,341.25,2025-04-23,0
1997,561,Dishonour Fee,27.67,2026-03-01,0
1998,717,SERVICE FEE,304.08,2025-01-14,0
1999,1204,initiation fee,265.19,2025-01-20,0
2000,203,Initiation Fee,386.41,2026-01-13,0
2001,1193,Collection Fee,256.78,2025-07-10,0
2002,212,initiation fee,393.72,2025-07-25,0
2003,1008,Collection Fee,180.18,2026-05-04,0
2004,1245,Late Payment Fee,383.13,2025-09-04,0
2005,447,Late Payment Fee,88.16,2025-07-27,1
2006,129,Dishonour Fee,41.38,2026-04-07,0
2007,98,Collection Fee,247.27,2026-04-16,0
2008,341,Late Payment Fee,413.28,2025-12-17,0
2009,35,Initiation Fee,349.4,2026-04-17,1
2010,637,Service Fee,435.14,2025-01-14,1
2011,52,initiation fee,233.03,10-10-2025,1
2012,1739,Dishonour Fee,369.81,2025-09-28,1
2013,1376,SERVICE FEE,427.47,2026-05-26,0
2014,176,Late Payment Fee,371.44,2025-08-23,0
2015,228,Initiation Fee,34.16,2025-12-28,1
2016,160,Late Payment Fee,433.1,2025-02-15,1
2017,1233,Initiation Fee,76.51,2025-12-16,0
2018,1509,SERVICE FEE,467.08,2026-03-30,0
2019,683,SERVICE FEE,122.51,04-07-2025,1
2020,283,initiation fee,264.78,2026-02-27,0
2021,783,Late Payment Fee,194.1,2025-12-09,1
2022,1014,Collection Fee,370.72,2025-03-20,0
2023,1673,SERVICE FEE,399.75,2025-05-03,0
2024,1310,Initiation Fee,371.96,2026-06-11,0
2025,621,Dishonour Fee,334.18,20260604,0
2026,1618,Collection Fee,376.94,07-10-2025,1
2027,1054,Service Fee,57.42,19 May 2026,0
2028,1097,Service Fee,361.47,2026-01-21,1
2029,236,Initiation Fee,297.84,2026-01-16,0
2030,801,SERVICE FEE,135.32,15/04/2025,0
2031,1064,Collection Fee,485.04,2025-09-15,0
2032,398,Dishonour Fee,148.09,2025-07-20,1
2033,697,Collection Fee,332.44,20260310,0
2034,1534,Initiation Fee,56.32,14 Jun 2025,0
2035,180,Collection Fee,40.62,09 Feb 2025,0
2036,736,Service Fee,182.06,2025-10-15,0
2037,625,Dishonour Fee,220.45,2025-01-04,0
2038,1368,SERVICE FEE,259.42,2026-04-05,0
2039,152,Dishonour Fee,284.84,2026-01-31,0
2040,1440,Collection Fee,39.09,2025-06-26,0
2041,62,SERVICE FEE,104.19,2026-04-13,1
2042,1307,Service Fee,79.0,19/03/2026,0
2043,500,initiation fee,411.4,2025-09-07,0
2044,1145,SERVICE FEE,,05-22-2026,1
2045,278,Service Fee,200.83,2026-04-24,0
2046,261,Late Payment Fee,41.22,2025-06-18,0
2047,1770,Service Fee,227.78,2025-05-03,1
2048,1075,SERVICE FEE,275.41,2025-10-08,1
2049,1220,initiation fee,91.12,2025-09-10,0
2050,808,SERVICE FEE,252.66,2025-01-19,0
2051,1557,Late Payment Fee,457.23,2025-02-05,1
2052,1783,Dishonour Fee,115.12,2026-06-02,0
2053,1021,Late Payment Fee,62.79,2026-05-27,1
2054,892,initiation fee,262.19,2026-02-12,1
2055,1001,Late Payment Fee,239.48,2026-05-07,0
2056,512,Dishonour Fee,404.7,2026-03-08,0
2057,892,Late Payment Fee,314.03,2025-04-03,0
2058,391,Service Fee,358.72,2026-04-13,0
2059,610,Dishonour Fee,492.91,21 Mar 2026,0
2060,550,initiation fee,475.52,2025-09-23,0
2061,404,Late Payment Fee,63.93,2025-04-23,1
2062,1125,SERVICE FEE,261.96,2026-01-09,0
2063,1699,SERVICE FEE,300.77,2025-10-05,0
2064,1264,Dishonour Fee,287.5,2025-11-07,1
2065,1658,Initiation Fee,183.23,2025-10-04,0
2066,1790,Late Payment Fee,139.76,2025-10-28,0
2067,736,Late Payment Fee,469.1,2025-07-13,1
2068,14,Dishonour Fee,228.44,2025-01-02,0
2069,216,Initiation Fee,97.46,2025-02-14,0
2070,537,Collection Fee,268.76,2025-03-25,0
2071,1048,Initiation Fee,283.84,2025-11-14,0
2072,895,Late Payment Fee,240.65,2026-06-16,0
2073,1665,Service Fee,56.14,2025-05-25,1
2074,647,Collection Fee,297.06,2025-01-05,1
2075,1243,Dishonour Fee,223.73,2025-02-08,0
2076,114,Late Payment Fee,65.45,2025-01-09,0
2077,1750,initiation fee,195.18,2025-12-14,0
2078,816,Collection Fee,143.96,2026-03-25,0
2079,803,Late Payment Fee,185.54,2026-02-16,1
2080,869,SERVICE FEE,253.93,2025-02-09,0
2081,430,Initiation Fee,201.41,2025-05-27,1
2082,1636,initiation fee,75.09,2026-06-07,1
2083,1340,SERVICE FEE,52.59,2026-04-08,0
2084,1236,Initiation Fee,202.39,2026-06-10,0
2085,1528,Initiation Fee,209.34,2026-03-12,0
2086,816,Initiation Fee,40.32,2026-04-05,0
2087,88,initiation fee,60.01,2025-12-29,0
2088,1271,Late Payment Fee,496.03,2025-02-14,0
2089,948,Initiation Fee,96.37,2025-12-23,1
2090,1567,Initiation Fee,253.43,2025-02-15,0
2091,1073,Initiation Fee,65.76,2025-10-26,0
2092,273,Service Fee,448.89,2026-06-03,0
2093,1289,SERVICE FEE,298.35,2025-01-19,0
2094,511,Dishonour Fee,-336.75,2025-01-30,0
2095,973,SERVICE FEE,335.83,2026-02-12,0
2096,848,initiation fee,360.78,2025-02-25,0
2097,1536,Collection Fee,79.04,2026-03-09,0
2098,1128,Dishonour Fee,165.56,2025-05-08,0
2099,841,Initiation Fee,409.84,2026-01-11,1
2100,967,Collection Fee,260.12,2026-05-23,0
2101,1270,initiation fee,410.98,2025-10-10,0
2102,820,Late Payment Fee,394.88,2026-01-10,1
2103,786,SERVICE FEE,314.13,2025-08-23,0
2104,665,Collection Fee,405.69,2025-10-28,0
2105,175,initiation fee,346.57,2025-10-30,0
2106,844,Collection Fee,54.4,2025-04-16,0
2107,916,Late Payment Fee,303.62,2025-02-05,0
2108,339,Service Fee,137.55,2026-02-04,0
2109,1733,SERVICE FEE,310.38,2025-03-04,0
2110,503,Service Fee,87.51,2025-01-07,0
2111,536,SERVICE FEE,137.79,2025-01-31,1
2112,1399,Service Fee,451.42,2026-06-11,1
2113,355,Collection Fee,32.99,04-27-2026,1
2114,455,initiation fee,120.99,2025-09-20,0
2115,1236,initiation fee,276.37,2026-03-05,0
2116,1013,initiation fee,352.65,2025-08-21,1
2117,173,Initiation Fee,197.57,10/11/2025,0
2118,1176,Initiation Fee,268.09,2026-06-06,0
2119,978,SERVICE FEE,173.52,2025-02-12,1
2120,759,initiation fee,58.56,08 Mar 2025,0
2121,1390,initiation fee,297.82,2026-04-23,0
2122,165,initiation fee,45.68,2025-06-24,0
2123,1350,Late Payment Fee,48.71,2026-01-14,0
2124,1253,Initiation Fee,434.4,2026-01-08,0
2125,647,initiation fee,,2025-02-01,0
2126,857,Dishonour Fee,159.99,2026-05-29,0
2127,1034,initiation fee,401.07,2025-03-18,0
2128,1666,initiation fee,223.34,2026-05-18,1
2129,1374,initiation fee,37.06,2025-04-13,1
2130,914,Collection Fee,50.66,2025-07-26,0
2131,1604,Late Payment Fee,108.61,2025-12-22,1
2132,1492,SERVICE FEE,152.07,2025-05-09,0
2133,1772,Late Payment Fee,115.51,2025-06-12,0
2134,1625,initiation fee,214.4,2025-02-19,0
2135,640,Late Payment Fee,115.52,2025-04-14,0
2136,1575,Service Fee,440.96,2025-04-06,0
2137,380,Dishonour Fee,176.95,2025-12-19,0
2138,707,Service Fee,112.95,2025-01-29,1
2139,1364,SERVICE FEE,258.99,2025-11-01,0
2140,726,Initiation Fee,480.79,2025-03-03,1
2141,1070,Initiation Fee,44.18,2026-03-21,1
2142,1016,SERVICE FEE,109.7,2025-07-14,0
2143,771,Initiation Fee,132.99,2025-08-18,1
2144,595,Dishonour Fee,341.43,2026-06-05,0
2145,148,Collection Fee,439.49,2025-01-31,0
2146,886,SERVICE FEE,,2025-06-03,0
2147,8,Dishonour Fee,173.18,2025-10-28,1
2148,1220,SERVICE FEE,26.59,2025-09-09,0
2149,568,SERVICE FEE,245.94,2026-01-14,0
2150,1082,Late Payment Fee,211.87,2025-10-09,1
2151,61,Service Fee,412.44,2025-12-22,0
2152,477,Collection Fee,441.71,2025-07-28,0
2153,775,SERVICE FEE,439.08,2026-05-10,1
2154,632,Service Fee,165.04,2025-04-03,0
2155,1283,Late Payment Fee,197.5,2026-02-10,0
2156,1077,Service Fee,467.87,2025-07-13,0
2157,1714,Dishonour Fee,89.1,2025-06-30,0
2158,759,Dishonour Fee,312.66,2025-05-18,0
2159,953,Service Fee,396.76,2026-03-27,0
2160,1612,Initiation Fee,319.62,03-28-2026,0
2161,1493,Service Fee,138.64,2025-11-30,0
2162,1378,initiation fee,361.74,2026-06-04,0
2163,487,initiation fee,348.87,2026-03-13,0
2164,150,Dishonour Fee,419.34,2026-05-14,0
2165,736,initiation fee,450.19,2025-07-01,1
2166,942,Dishonour Fee,338.65,2025-02-25,0
2167,504,SERVICE FEE,261.43,2025-05-08,1
2168,1535,Service Fee,406.55,03-29-2026,0
2169,1121,initiation fee,-373.16,2025-08-27,1
2170,855,Initiation Fee,386.57,2026-05-24,0
2171,1453,Dishonour Fee,243.09,2025-11-04,0
2172,236,Initiation Fee,109.93,2025-03-23,0
