loan_id,application_id,customer_id,contract_number,principal_amount_zar,term_months,disbursed_amount_zar,total_repayable_zar,disbursement_date,loan_status,nca_compliant_flag,interest_rate_pct
777,1134,143,FAST-20260520-00777,1989.73,2,,2442.47,2026-05-20,ARREARS,1,3.3429
778,1291,290,FAST-20250118-00778,962.0,2,928.62,1221.17,2025-01-18,settled,1,4.5108
779,1691,206,FAST-20260426-00779,11793.39,6,11537.66,14185.81,2026-04-26,active,1,4.6847
780,1343,1954,FAST-20260501-00780,4888.25,6,4803.55,6001.42,2026-05-01,WRITTEN_OFF,1,3.7646
781,1661,277,FAST-20251218-00781,1430.46,2,1416.19,1712.36,2025-12-18,WRITTEN_OFF,1,4.3976
782,2934,409,FAST-20260316-00782,494.24,5,484.55,584.51,2026-03-16,Active,0,4.2162
783,1557,1341,FAST-20250129-00783,981.83,1,952.13,1166.53,20250129,ACTIVE,0,4.9513
784,64,134,FAST-20260402-00784,3269.71,3,3121.43,3907.3,2026-04-02,CANCELLED,0,4.0743
785,2854,1597,FAST-20251009-00785,494.94,1,483.39,586.1,2025-10-09,WRITTEN_OFF,1,4.9566
786,1046,348,FAST-20250326-00786,475.81,2,472.96,571.81,2025-03-26,Active,0,4.7553
787,1275,1616,FAST-20260314-00787,982.79,5,973.22,1191.56,2026-03-14,ARREARS,1,4.6009
788,519,1546,FAST-20260503-00788,11485.44,1,11313.26,14697.7,2026-05-03,SETTLED,1,4.0929
789,2585,403,FAST-20250527-00789,3224.96,5,3147.02,3970.39,2025-05-27,ARREARS,1,4.0492
790,308,1235,FAST-20260102-00790,4900.64,1,,6265.28,2026-01-02,Active,1,3.7666
791,7,731,FAST-20250301-00791,9650.56,5,9579.04,12286.1,2025-03-01,SETTLED,1,4.3395
792,2298,1908,FAST-20260228-00792,9720.95,1,9391.02,11895.43,2026-02-28,ACTIVE,1,4.4712
793,386,551,FAST-20250831-00793,1462.58,2,1408.79,1825.01,2025-08-31,ACTIVE,1,4.2114
794,2635,77,FAST-20260429-00794,9814.43,1,9374.3,11922.49,2026-04-29,CANCELLED,1,3.6363
795,1376,1928,FAST-20250207-00795,1997.55,3,1959.44,2385.05,2025-02-07,CANCELLED,1,4.3082
796,1671,718,FAST-20260414-00796,3258.12,2,,3939.82,2026-04-14,SETTLED,0,3.2385
797,2324,1962,FAST-20250218-00797,9759.34,6,9503.63,12368.63,2025-02-18,ACTIVE,0,4.7268
798,2806,1228,FAST-20250323-00798,955.58,6,908.48,1166.46,2025-03-23,SETTLED,1,3.8203
799,341,30,FAST-20260204-00799,3218.29,4,3058.68,4038.07,2026-02-04,CANCELLED,1,4.1413
800,433,1830,FAST-20250204-00800,11583.43,5,11441.36,13796.11,2025-02-04,settled,1,4.1878
801,1074,653,FAST-20260404-00801,1484.92,5,1464.19,1858.32,2026-04-04,WRITTEN_OFF,1,3.8426
802,2116,260,FAST-20250225-00802,482.13,2,469.72,592.0,2025-02-25,CANCELLED,1,3.0344
803,311,1260,FAST-20250509-00803,7695.14,3,7489.44,9786.99,2025-05-09,ARREARS,1,
804,2169,826,FAST-20250212-00804,1988.65,6,1921.99,2360.96,2025-02-12,SETTLED,1,4.3386
805,2025,1264,FAST-20251009-00805,11466.81,1,11072.15,13821.53,2025-10-09,SETTLED,1,4.7057
806,1865,1431,FAST-20250626-00806,1494.68,6,1449.89,1803.59,2025-06-26,WRITTEN_OFF,1,3.8219
807,1491,1173,FAST-20260517-00807,14704.93,6,14700.03,18405.92,2026-05-17,Active,1,4.092
808,1806,1570,FAST-20251119-00808,9609.31,2,9136.62,11755.38,2025-11-19,WRITTEN_OFF,1,4.9392
809,204,891,FAST-20250323-00809,11460.36,2,11086.11,13651.6,2025-03-23,Active,1,3.6191
810,1295,1094,FAST-20250413-00810,7746.87,4,7738.4,9734.58,2025-04-13,ARREARS,1,4.8199
811,1597,830,FAST-20250804-00811,967.03,3,926.96,1196.1,2025-08-04,settled,1,
812,666,1330,FAST-20250408-00812,7991.55,1,7750.95,9809.98,2025-04-08,ARREARS,1,3.1166
813,2819,1351,FAST-20251122-00813,986.23,6,960.31,1255.02,2025-11-22,ARREARS,0,4.9616
814,80,1098,FAST-20260502-00814,959.36,4,938.09,1173.74,2026-05-02,Active,1,
815,2711,1101,FAST-20251208-00815,3170.47,6,3132.41,4037.72,2025-12-08,ACTIVE,0,3.4295
816,60,1961,FAST-20260315-00816,3144.39,1,3082.43,3925.83,2026-03-15,active,1,4.3266
817,363,160,FAST-20250131-00817,14852.47,4,14694.88,18116.78,2025-01-31,active,1,4.5993
818,953,90,FAST-20260131-00818,9883.24,6,9616.21,11987.75,2026-01-31,ACTIVE,0,4.7424
819,421,262,FAST-20250211-00819,1953.23,4,1892.04,2320.37,2025-02-11,SETTLED,0,3.5784
820,1083,1809,FAST-20250730-00820,11430.31,2,11051.97,14385.84,2025-07-30,settled,1,3.5026
821,2392,376,FAST-20250515-00821,977.54,6,963.37,1217.85,2025-05-15,Active,1,4.5318
822,3137,1429,FAST-20250517-00822,,5,473.46,576.0,2025-05-17,CANCELLED,1,3.668
823,620,1391,FAST-20260504-00823,1444.69,2,1375.99,1780.7,2026-05-04,SETTLED,1,3.0172
824,1741,349,FAST-20260310-00824,491.87,2,490.78,625.48,2026-03-10,ACTIVE,1,4.7882
825,2463,692,FAST-20250623-00825,11740.69,1,11491.8,14010.69,06-23-2025,active,0,3.6265
826,344,1743,FAST-20260415-00826,11514.42,1,11259.35,13923.5,2026-04-15,CANCELLED,1,4.5828
827,839,423,FAST-20250721-00827,1924.7,5,1861.13,2432.37,07-21-2025,Active,1,4.185
828,149,1903,FAST-20250907-00828,491.77,6,,610.76,2025-09-07,settled,1,3.1781
829,2566,697,FAST-20251204-00829,7897.54,2,7776.23,9578.11,2025-12-04,ARREARS,1,4.4417
830,2150,78,FAST-20250322-00830,1439.84,5,1417.61,1820.98,2025-03-22,ARREARS,0,4.4218
831,905,1204,FAST-20251120-00831,3147.61,5,3088.97,4005.92,2025-11-20,CANCELLED,1,4.9338
832,2102,40,FAST-20260419-00832,3287.5,4,3208.9,4022.86,2026-04-19,Active,0,3.6812
833,2591,434,FAST-20250911-00833,1495.36,2,1434.78,1853.22,2025-09-11,SETTLED,0,3.125
834,2451,1043,FAST-20260210-00834,1946.9,1,1870.23,2375.95,02-10-2026,active,1,
835,1052,1227,FAST-20260227-00835,9713.55,5,9646.89,11594.35,2026-02-27,CANCELLED,0,3.8877
836,980,184,FAST-20250303-00836,9806.46,2,9321.62,11793.12,2025-03-03,SETTLED,1,4.6811
837,2602,426,FAST-20251017-00837,4864.4,1,4622.96,6069.36,2025-10-17,ACTIVE,1,4.7411
838,823,1366,FAST-20260204-00838,3220.86,1,3127.31,3849.67,2026-02-04,CANCELLED,1,3.6646
839,3091,943,FAST-20251006-00839,1480.73,6,1441.31,1783.34,2025-10-06,settled,0,4.2251
840,2982,1914,FAST-20250416-00840,479.18,1,461.39,597.97,2025-04-16,active,1,4.2613
841,1239,795,FAST-20250406-00841,14912.59,1,14379.36,18579.15,04-06-2025,ACTIVE,1,4.279
842,1889,1414,FAST-20260415-00842,7758.94,4,7498.06,9425.28,2026-04-15,ARREARS,1,
843,2062,1893,FAST-20260605-00843,4763.6,4,4533.72,6030.65,2026-06-05,SETTLED,1,3.7009
844,696,712,FAST-20250526-00844,14894.73,5,14338.8,17623.47,2025-05-26,Active,0,3.216
845,3075,1456,FAST-20260414-00845,1491.14,6,1440.63,1862.16,2026-04-14,SETTLED,1,4.5575
846,1973,824,FAST-20250801-00846,480.08,4,473.51,598.77,2025-08-01,CANCELLED,1,3.4116
847,2608,406,FAST-20250316-00847,11587.03,6,11504.44,13816.83,2025-03-16,ARREARS,1,4.9349
848,269,1669,FAST-20250325-00848,495.36,6,481.65,589.39,25/03/2025,SETTLED,1,4.8557
849,765,138,FAST-20250325-00849,499.67,5,498.44,624.3,2025-03-25,ACTIVE,0,3.7085
850,3089,435,FAST-20260504-00850,,2,11319.68,13936.35,2026-05-04,Active,0,3.946
851,1195,1358,FAST-20260501-00851,9509.16,5,9365.47,11258.24,2026-05-01,ACTIVE,0,4.1431
852,1827,652,FAST-20251027-00852,4979.96,5,4781.95,5995.76,2025-10-27,Active,1,4.0872
853,1082,1557,FAST-20251012-00853,11894.09,1,11315.12,14281.32,2025-10-12,settled,1,4.9103
854,857,1464,FAST-20250202-00854,496.98,3,492.12,617.15,2025-02-02,ACTIVE,1,3.3671
855,658,411,FAST-20260201-00855,3246.55,4,3088.52,4030.97,01 Feb 2026,SETTLED,1,4.7705
856,1059,538,FAST-20250701-00856,11777.89,1,11372.64,14961.32,2025-07-01,active,0,4.9397
857,2845,103,FAST-20250713-00857,494.06,3,471.26,604.36,2025-07-13,ARREARS,1,3.6485
858,1688,307,FAST-20260126-00858,962.37,5,958.15,1177.78,2026-01-26,active,1,3.2141
859,1453,243,FAST-20250223-00859,9749.91,6,9365.52,12282.43,2025-02-23,SETTLED,0,4.1357
860,1709,106,FAST-20260502-00860,1931.17,1,1885.93,2386.99,02 May 2026,CANCELLED,1,
861,2115,630,FAST-20260224-00861,1477.37,3,1408.81,1829.04,2026-02-24,settled,0,4.8006
862,424,1210,FAST-20260525-00862,1920.51,4,1909.56,2283.83,25/05/2026,WRITTEN_OFF,1,4.0601
863,207,476,FAST-20250421-00863,11755.95,2,11568.86,14254.91,2025-04-21,CANCELLED,1,3.8686
864,944,1060,FAST-20251002-00864,9509.1,6,9189.6,11859.51,2025-10-02,Active,1,3.1408
865,2238,607,FAST-20251020-00865,9579.87,6,9361.14,12077.29,2025-10-20,ARREARS,1,4.0526
866,2482,1059,FAST-20260209-00866,1456.99,5,1435.91,1846.14,2026-02-09,settled,1,3.5717
867,1787,109,FAST-20251119-00867,1914.52,5,1908.56,2438.67,2025-11-19,ARREARS,1,3.5364
868,2913,1494,FAST-20250206-00868,484.47,3,479.04,591.31,2025-02-06,ACTIVE,1,3.6553
869,2868,889,FAST-20250625-00869,495.31,4,477.44,614.04,2025-06-25,ARREARS,0,3.0125
870,2443,174,FAST-20250916-00870,14397.22,2,13994.24,18141.0,2025-09-16,active,1,3.8929
871,2115,1488,FAST-20260121-00871,490.99,5,480.23,615.22,21 Jan 2026,SETTLED,0,3.2998
872,1944,1398,FAST-20250511-00872,1441.3,4,1415.23,1719.38,2025-05-11,WRITTEN_OFF,0,
873,1880,1131,FAST-20260116-00873,7994.32,5,7801.98,9548.96,2026-01-16,CANCELLED,0,4.1682
874,2339,406,FAST-20260318-00874,999.79,4,964.84,1255.81,2026-03-18,ARREARS,1,4.1371
875,2727,1455,FAST-20260311-00875,481.24,4,457.31,572.28,2026-03-11,WRITTEN_OFF,1,3.8118
876,1595,1579,FAST-20251121-00876,9591.64,3,9257.51,11911.86,21/11/2025,settled,1,3.3336
877,3020,1342,FAST-20250524-00877,14360.4,6,13717.83,17826.12,2025-05-24,SETTLED,0,4.888
878,364,86,FAST-20260510-00878,990.65,1,969.27,1174.57,2026-05-10,CANCELLED,1,4.3201
879,565,1229,FAST-20250929-00879,1449.54,5,1408.33,1847.69,2025-09-29,Active,1,4.8595
880,1407,1292,FAST-20260514-00880,1448.06,3,1423.1,1770.64,2026-05-14,CANCELLED,1,3.4713
881,1543,1699,FAST-20250921-00881,4790.95,1,4702.13,5666.66,2025-09-21,WRITTEN_OFF,1,3.3566
882,386,542,FAST-20251204-00882,7736.72,1,7376.81,9783.65,2025-12-04,ACTIVE,1,3.2333
883,735,1593,FAST-20250127-00883,7889.41,6,7687.21,9855.64,2025-01-27,settled,1,3.4922
884,1,146,FAST-20260107-00884,-14819.6,5,14240.83,18885.41,2026-01-07,ARREARS,1,3.6529
885,2942,960,FAST-20250715-00885,-991.49,2,952.71,1238.34,2025-07-15,ACTIVE,1,4.3521
886,1543,879,FAST-20260609-00886,11423.46,2,11400.52,14545.91,2026-06-09,WRITTEN_OFF,1,
887,2809,503,FAST-20250521-00887,3233.96,2,3159.6,4094.6,2025-05-21,Active,1,3.2877
888,1296,432,FAST-20260117-00888,487.57,5,480.45,584.08,2026-01-17,ACTIVE,0,4.0587
889,927,386,FAST-20250817-00889,9605.65,5,9494.26,11999.98,08-17-2025,ACTIVE,1,4.2379
890,1400,275,FAST-20250417-00890,3291.66,4,3204.18,3896.91,2025-04-17,WRITTEN_OFF,0,4.9714
891,729,292,FAST-20251117-00891,481.9,6,469.43,592.52,17 Nov 2025,settled,1,4.405
892,1259,1321,FAST-20250415-00892,494.99,1,471.94,613.35,2025-04-15,SETTLED,0,4.5425
893,1596,662,FAST-20250426-00893,4787.57,3,4559.91,5813.95,2025-04-26,WRITTEN_OFF,1,3.2306
894,964,815,FAST-20251110-00894,3231.8,6,3162.35,4008.64,2025-11-10,ARREARS,1,3.9084
895,464,854,FAST-20250121-00895,-3247.58,4,3234.78,4087.91,2025-01-21,settled,0,3.5809
896,215,953,FAST-20260305-00896,494.57,4,486.05,622.57,05 Mar 2026,ACTIVE,1,4.6978
897,2116,1812,FAST-20250518-00897,1463.3,5,1455.67,1869.64,18 May 2025,Active,1,3.3993
898,541,1285,FAST-20260313-00898,4775.2,2,,5862.68,2026-03-13,SETTLED,1,3.6692
899,3011,177,FAST-20260605-00899,3271.57,6,3261.57,4155.12,2026-06-05,ACTIVE,1,3.2655
900,3187,1374,FAST-20250402-00900,14896.27,3,14502.75,18244.36,2025-04-02,Active,1,3.4616
901,1796,985,FAST-20250712-00901,9945.57,3,9867.35,12291.58,2025-07-12,ARREARS,1,4.9573
902,2121,454,FAST-20250511-00902,,6,1435.32,1793.11,2025-05-11,ACTIVE,0,4.3061
903,1133,1431,FAST-20251027-00903,9742.33,5,9728.83,12380.96,2025-10-27,CANCELLED,1,3.3049
904,650,1262,FAST-20250715-00904,11775.55,5,11457.74,13933.29,2025-07-15,WRITTEN_OFF,1,4.4809
905,2970,1122,FAST-20250123-00905,14279.49,5,13658.06,17975.25,23/01/2025,SETTLED,1,4.563
906,1063,1262,FAST-20250714-00906,1442.26,1,1391.58,1756.61,14/07/2025,WRITTEN_OFF,1,3.6719
907,1696,1034,FAST-20250321-00907,4775.28,6,4660.01,5747.26,2025-03-21,Active,1,4.048
908,1021,728,FAST-20251103-00908,11865.88,4,11466.87,14927.45,2025-11-03,ACTIVE,0,3.4161
909,2230,434,FAST-20250514-00909,4809.19,3,4638.02,6060.63,2025-05-14,ACTIVE,0,3.5032
910,409,548,FAST-20260319-00910,1971.21,5,1889.19,2447.14,2026-03-19,CANCELLED,1,4.657
911,1908,449,FAST-20260504-00911,9615.51,1,9317.56,11404.69,2026-05-04,Active,1,4.1586
912,233,430,FAST-20250106-00912,7973.78,6,7970.57,9729.54,2025-01-06,Active,0,3.7234
913,623,140,FAST-20250107-00913,7811.25,2,7556.5,9628.66,01-07-2025,CANCELLED,1,
914,1275,441,FAST-20260217-00914,11930.53,3,11520.93,15051.21,2026-02-17,CANCELLED,1,3.7335
915,1331,668,FAST-20250111-00915,476.49,2,468.92,597.11,2025-01-11,SETTLED,1,4.0815
916,1068,529,FAST-20250809-00916,14863.18,4,14474.5,17549.94,2025-08-09,CANCELLED,0,3.1495
917,1178,1034,FAST-20251127-00917,-4926.82,2,4812.23,5899.2,2025-11-27,settled,1,4.7866
918,2246,1540,FAST-20250429-00918,1491.3,2,1452.57,1770.21,2025-04-29,ARREARS,0,4.4906
919,1557,168,FAST-20251023-00919,-4753.75,2,4543.24,5968.2,2025-10-23,WRITTEN_OFF,1,3.369
920,617,247,FAST-20251023-00920,-4774.58,6,4729.49,5907.57,2025-10-23,active,0,3.1331
921,1553,807,FAST-20260526-00921,7693.58,6,7548.46,9392.77,20260526,ARREARS,1,4.0096
922,2231,1332,FAST-20260523-00922,4851.36,3,4706.32,6158.02,2026-05-23,SETTLED,1,3.8165
923,2274,1396,FAST-20260104-00923,7747.49,3,7704.85,9835.09,2026-01-04,ACTIVE,1,3.019
924,1301,1679,FAST-20250216-00924,1461.9,6,1421.02,1855.4,2025-02-16,ACTIVE,1,3.6147
925,559,93,FAST-20260526-00925,9706.19,5,9234.43,12269.75,2026-05-26,Active,1,3.4457
926,1825,696,FAST-20251129-00926,1445.21,3,1381.36,1824.12,2025-11-29,ACTIVE,1,3.4241
927,2185,246,FAST-20251218-00927,974.28,3,948.59,1211.03,2025-12-18,active,0,4.407
928,561,1065,FAST-20260107-00928,4956.82,4,4940.22,6215.97,2026-01-07,SETTLED,1,4.1095
929,1711,1559,FAST-20250319-00929,9747.54,3,9678.62,12204.22,2025-03-19,ACTIVE,0,3.5447
930,148,1245,FAST-20251219-00930,14352.47,4,13946.85,,2025-12-19,SETTLED,1,
931,2123,1252,FAST-20260508-00931,9945.23,1,9820.24,12727.04,2026-05-08,settled,1,4.1973
932,377,1111,FAST-20250902-00932,487.84,1,,621.98,2025-09-02,ARREARS,1,3.4326
933,3057,1510,FAST-20250823-00933,11571.61,5,11253.97,13920.01,2025-08-23,SETTLED,1,4.1698
934,1330,403,FAST-20260315-00934,989.01,2,952.97,1242.12,2026-03-15,SETTLED,1,4.799
935,673,1168,FAST-20260531-00935,956.53,3,940.78,1184.74,2026-05-31,ACTIVE,1,3.9637
936,1160,1490,FAST-20250510-00936,1903.9,1,1888.68,2426.84,2025-05-10,ARREARS,0,4.7231
937,2965,1631,FAST-20250909-00937,1451.87,2,1413.34,1718.58,2025-09-09,ARREARS,1,
938,2021,818,FAST-20260123-00938,14315.26,2,14116.41,17499.38,2026-01-23,Active,1,4.007
939,2366,1079,FAST-20250801-00939,-1982.65,2,1936.74,2366.66,2025-08-01,Active,1,4.9803
940,1391,630,FAST-20250306-00940,4939.01,2,4921.51,5847.19,2025-03-06,settled,1,4.9913
941,1529,869,FAST-20260415-00941,490.64,5,475.1,605.96,2026-04-15,SETTLED,1,3.5625
942,2620,189,FAST-20250310-00942,9802.12,4,9712.04,12052.59,2025-03-10,active,1,3.877
943,2659,865,FAST-20250711-00943,4851.16,4,4816.85,5854.33,2025-07-11,ACTIVE,1,4.4841
944,3070,579,FAST-20251111-00944,11756.13,4,11564.6,14482.68,2025-11-11,ARREARS,1,4.351
945,1987,801,FAST-20250310-00945,487.37,3,483.47,620.48,2025-03-10,settled,1,4.0226
946,71,652,FAST-20250225-00946,1909.86,2,1877.73,2329.4,2025-02-25,CANCELLED,0,3.0785
947,545,1496,FAST-20251006-00947,4825.79,6,,5917.21,2025-10-06,CANCELLED,1,3.8956
948,2226,747,FAST-20250627-00948,9625.34,3,9265.4,11868.75,2025-06-27,active,1,3.4932
949,2964,177,FAST-20260527-00949,995.09,5,993.46,1243.42,2026-05-27,WRITTEN_OFF,1,3.2024
950,505,1380,FAST-20251225-00950,1989.45,1,1909.78,2485.67,2025-12-25,WRITTEN_OFF,1,
951,1446,32,FAST-20251113-00951,7835.52,5,7543.24,9528.64,2025-11-13,WRITTEN_OFF,1,4.3598
952,1347,1034,FAST-20250130-00952,959.47,4,935.95,1134.43,2025-01-30,ACTIVE,1,4.8919
953,928,1441,FAST-20250913-00953,7850.13,2,7651.93,9327.75,2025-09-13,CANCELLED,0,3.8638
954,1400,482,FAST-20250630-00954,3181.45,1,3171.94,3939.26,2025-06-30,WRITTEN_OFF,1,4.8933
955,1070,1756,FAST-20260404-00955,1911.01,1,1847.78,2315.86,2026-04-04,settled,1,4.2482
956,682,57,FAST-20250402-00956,7646.92,5,7444.47,9582.42,2025-04-02,ACTIVE,1,3.4714
957,2195,1080,FAST-20260414-00957,1476.33,6,1442.33,1797.22,2026-04-14,CANCELLED,1,4.7673
958,1726,1713,FAST-20250605-00958,4923.43,2,4712.07,6126.79,2025-06-05,CANCELLED,0,3.4097
959,2292,520,FAST-20250418-00959,14538.43,6,14351.2,18400.81,2025-04-18,ARREARS,0,4.3127
960,2134,854,FAST-20251101-00960,1904.6,4,1811.83,2303.51,2025-11-01,active,0,4.1081
961,3128,909,FAST-20250129-00961,9727.99,5,9301.79,11904.89,2025-01-29,ACTIVE,1,4.8108
962,2627,231,FAST-20250806-00962,9586.54,1,9388.44,11763.82,2025-08-06,settled,0,4.2704
963,2357,1910,FAST-20250127-00963,988.62,1,945.26,1223.78,2025-01-27,CANCELLED,1,3.2243
964,3141,1615,FAST-20250706-00964,4956.68,5,4733.82,6236.57,06 Jul 2025,Active,1,4.2286
965,2508,413,FAST-20260401-00965,9593.48,4,9231.34,12257.61,2026-04-01,WRITTEN_OFF,1,3.2169
966,2225,1054,FAST-20250617-00966,7984.19,1,7614.87,9869.71,2025-06-17,ACTIVE,1,3.8184
967,3154,618,FAST-20250825-00967,4796.87,1,4669.91,6112.14,2025-08-25,ACTIVE,0,4.3512
968,1636,1578,FAST-20260102-00968,14705.74,6,14323.57,18244.05,2026-01-02,CANCELLED,1,4.4899
969,631,1806,FAST-20250613-00969,1448.5,3,1406.97,1823.16,06-13-2025,Active,0,4.2199
970,2620,1009,FAST-20250313-00970,4944.61,2,4711.97,6130.23,2025-03-13,settled,1,4.5601
971,3144,1855,FAST-20260131-00971,1470.58,4,1424.93,1746.89,2026-01-31,settled,1,4.333
972,485,1230,FAST-20260517-00972,1481.49,2,1446.68,1873.09,2026-05-17,active,1,4.1669
973,2041,798,FAST-20260122-00973,980.65,5,967.1,1181.71,2026-01-22,WRITTEN_OFF,1,3.3554
974,3155,1879,FAST-20250827-00974,1925.35,6,1832.72,2388.76,2025-08-27,ARREARS,1,4.3414
975,343,659,FAST-20260420-00975,1430.81,1,1414.82,1691.42,2026-04-20,ARREARS,0,4.5949
976,2483,657,FAST-20250914-00976,9777.51,3,9385.29,12362.59,2025-09-14,active,0,4.3233
977,336,1186,FAST-20260302-00977,3205.85,1,3087.45,3876.11,2026-03-02,ACTIVE,1,4.1239
978,2859,1340,FAST-20260525-00978,495.63,5,471.63,587.92,2026-05-25,settled,1,3.3839
979,1620,1491,FAST-20260114-00979,7720.92,4,7542.52,9562.61,2026-01-14,ACTIVE,1,4.7265
980,1215,1507,FAST-20250805-00980,11772.08,2,11636.04,14000.09,2025-08-05,ACTIVE,0,
981,1621,430,FAST-20250526-00981,11402.65,2,11081.14,14446.68,2025-05-26,settled,1,4.8235
982,1741,1051,FAST-20250514-00982,11843.87,6,11757.46,14988.32,2025-05-14,ACTIVE,1,3.5573
983,1388,1116,FAST-20250413-00983,9623.27,1,9528.88,11665.43,2025-04-13,Active,1,4.7646
984,1891,142,FAST-20260609-00984,3150.58,4,3033.2,3930.91,2026-06-09,WRITTEN_OFF,0,3.8281
985,2565,599,FAST-20250718-00985,485.13,4,479.27,586.89,2025-07-18,settled,0,4.0843
986,227,1514,FAST-20260204-00986,7856.68,2,7506.74,9712.84,2026-02-04,Active,1,4.919
987,2676,112,FAST-20260531-00987,1991.08,4,1908.05,2498.87,2026-05-31,settled,1,4.0023
988,2246,321,FAST-20250612-00988,11419.14,5,11388.35,13609.21,2025-06-12,ACTIVE,1,3.8513
989,988,1297,FAST-20250509-00989,11680.04,1,11282.49,14064.43,2025-05-09,WRITTEN_OFF,0,4.5701
990,1529,27,FAST-20250820-00990,14645.12,6,14260.39,18297.04,2025-08-20,SETTLED,1,3.5029
991,1505,1903,FAST-20250621-00991,1978.23,4,,2359.09,2025-06-21,ACTIVE,1,3.2483
992,923,1222,FAST-20250605-00992,1451.62,1,1399.69,1730.31,2025-06-05,WRITTEN_OFF,0,4.6322
993,527,613,FAST-20260608-00993,9612.95,6,9453.33,12139.6,2026-06-08,WRITTEN_OFF,1,3.0674
994,717,1143,FAST-20260607-00994,499.37,1,492.85,622.01,2026-06-07,ARREARS,1,3.8602
995,422,1498,FAST-20250613-00995,7801.8,1,7473.31,9813.59,2025-06-13,CANCELLED,1,4.5893
996,499,56,FAST-20250219-00996,7702.89,2,,9223.26,2025-02-19,CANCELLED,0,3.9109
997,1914,192,FAST-20250516-00997,496.75,1,490.37,604.69,16/05/2025,CANCELLED,1,3.4515
998,1573,1402,FAST-20250201-00998,14661.22,1,14159.22,18471.78,2025-02-01,Active,0,4.3224
999,38,974,FAST-20260323-00999,1434.2,1,1376.4,1736.27,2026-03-23,WRITTEN_OFF,1,4.0438
1000,653,373,FAST-20260119-01000,14347.33,2,14336.7,17682.73,2026-01-19,ARREARS,0,4.9705
1001,835,305,FAST-20250925-01001,7891.3,5,7752.52,9537.44,2025-09-25,ARREARS,1,3.1375
1002,2013,858,FAST-20251105-01002,3257.32,1,3186.05,4167.01,2025-11-05,ARREARS,1,3.3903
1003,3199,41,FAST-20250607-01003,964.61,1,922.55,1184.41,2025-06-07,settled,1,3.2634
1004,1417,519,FAST-20260212-01004,7618.63,5,7377.62,9430.77,2026-02-12,ARREARS,1,4.0055
1005,1486,1006,FAST-20250208-01005,492.48,6,473.61,597.83,2025-02-08,Active,0,
1006,1091,1675,FAST-20250111-01006,4934.91,2,4733.33,6058.0,2025-01-11,ARREARS,1,4.6711
1007,1252,1215,FAST-20260217-01007,11591.76,4,11510.48,14299.07,2026-02-17,CANCELLED,1,3.7866
1008,1370,1041,FAST-20250309-01008,1436.12,4,1417.71,1748.68,2025-03-09,settled,1,4.5735
1009,478,1922,FAST-20250627-01009,982.87,4,959.91,1252.99,2025-06-27,active,0,4.9505
1010,480,1327,FAST-20250208-01010,11506.96,5,11212.58,14709.4,2025-02-08,ARREARS,1,4.1615
1011,2377,1415,FAST-20251210-01011,3268.77,4,3218.89,3882.94,2025-12-10,settled,1,4.1063
1012,397,317,FAST-20250630-01012,953.5,5,938.1,1208.75,2025-06-30,Active,0,4.7036
1013,421,848,FAST-20260119-01013,9698.89,1,9611.12,11691.42,19 Jan 2026,active,1,4.2016
1014,3079,770,FAST-20250207-01014,4866.17,5,4822.83,5872.13,2025-02-07,settled,1,4.1236
1015,2953,904,FAST-20260428-01015,4845.07,6,,6118.12,2026-04-28,SETTLED,1,3.0951
1016,1845,1829,FAST-20250115-01016,4847.09,2,4662.28,6078.31,2025-01-15,ARREARS,0,4.9904
1017,2224,1780,FAST-20251110-01017,1984.66,5,1932.47,2526.37,2025-11-10,Active,1,3.9386
1018,2657,482,FAST-20260111-01018,14892.15,1,14524.51,17577.5,2026-01-11,settled,1,4.2678
1019,2762,99,FAST-20260227-01019,9634.04,2,9474.06,11686.3,2026-02-27,WRITTEN_OFF,1,3.2562
1020,2819,1781,FAST-20260420-01020,1498.24,6,1476.0,1862.15,2026-04-20,SETTLED,1,4.2225
1021,2461,1561,FAST-20250211-01021,7738.0,1,7627.94,9658.78,02-11-2025,Active,0,3.297
1022,1099,953,FAST-20260511-01022,7697.19,6,7350.57,9164.16,2026-05-11,ARREARS,1,4.3829
1023,3166,1411,FAST-20250223-01023,9980.56,2,9503.91,12564.2,2025-02-23,ARREARS,1,4.7537
1024,2597,1323,FAST-20260412-01024,4843.93,5,4623.31,5717.83,2026-04-12,active,1,4.583
1025,730,145,FAST-20260103-01025,14860.18,2,14568.73,18214.52,2026-01-03,Active,1,4.1366
1026,2269,873,FAST-20251130-01026,1442.86,6,1442.53,1839.5,2025-11-30,SETTLED,1,4.4625
1027,1424,1321,FAST-20251216-01027,11696.51,3,11388.6,14174.06,2025-12-16,WRITTEN_OFF,1,4.0396
1028,2787,926,FAST-20251105-01028,4980.38,5,4793.04,6308.33,2025-11-05,SETTLED,0,3.3455
1029,1815,1073,FAST-20250618-01029,3158.4,2,3026.68,3751.45,2025-06-18,settled,1,3.413
1030,2537,1168,FAST-20260326-01030,7751.71,6,7619.76,9340.17,2026-03-26,WRITTEN_OFF,1,4.261
1031,1286,344,FAST-20251014-01031,14394.67,3,14254.78,17535.29,2025-10-14,Active,1,4.6321
1032,2346,1015,FAST-20260429-01032,1905.72,2,1836.96,2433.75,2026-04-29,active,1,
1033,2326,57,FAST-20251027-01033,4976.26,3,4745.12,6201.56,2025-10-27,ARREARS,1,3.1356
