application_id,quote_id,customer_id,application_submitted_at,application_status,sa_id_captured_flag,mobile_captured_flag,online_banking_captured_flag,decline_reason,channel_name,agent_code,processing_minutes
2486,1760,1286,2026-03-06 18:39:10,DISBURSED,0,1,1,,WhatsApp,AGT784,1
2487,3604,1806,2025-01-13 10:04:16,WITHDRAWN,1,1,1,,WhatsApp,,120
2488,316,940,2026-04-19 21:17:41,DISBURSED,1,1,0,,WhatsApp,,31
2489,709,485,2025-02-19 20:34:14,WITHDRAWN,1,0,1,,WhatsApp,AGT675,145
2490,277,917,2025-04-27 14:41:45,submitted,1,1,1,,Google Sponsored Search,,165
2491,1502,813,2025-03-08 21:28:07,submitted,1,1,1,,Google Sponsored Search,AGT543,4
2492,2486,577,2025-09-16 16:05:56,DISBURSED,1,1,1,,Organic Search,,59
2493,328,1316,2025-03-21 11:32:04,WITHDRAWN,1,1,1,,Direct,,28
2494,2555,1866,2025-07-10 20:14:45,DISBURSED,1,1,0,,unknown,,41
2495,3979,1811,2025-01-18 13:00:59,APPROVED,1,1,0,,Direct,,10
2496,1034,1442,2026-01-01 19:50:59,WITHDRAWN,1,1,1,,Organic Search,,
2497,2143,678,2025-03-23 07:34:15,DISBURSED,1,0,1,,Organic Search,,161
2498,3893,1650,2025-05-14 21:32:03,submitted,1,1,1,,,AGT110,84
2499,3679,1731,2025-07-01 13:02:28,Approved,1,1,1,,,AGT582,72
2500,1313,854,2025-05-24 18:01:36,DECLINED,1,1,0,Credit score below threshold,unknown,,
2501,1414,783,2025-11-27 20:09:18,DECLINED,0,1,1,Affordability failed,Email,AGT640,
2502,1783,1143,2026-04-09 16:01:49,SUBMITTED,1,1,1,,WhatsApp,,123
2503,690,636,2025-01-16 18:53:23,SUBMITTED,1,1,1,,,,179
2504,3160,992,2025-09-18 19:34:49,SUBMITTED,0,0,0,,,,146
2505,2475,1377,2025-08-23 16:47:06,DISBURSED,1,0,1,,,,134
2506,1286,655,2026-02-25 07:47:06,DECLINED,1,1,1,Duplicate application,Organic Search,,76
2507,3516,240,2025-04-12 09:34:38,DISBURSED,1,1,0,,Email,,175
2508,3473,1759,2025-11-11 10:46:37,DECLINED,0,0,1,Duplicate application,unknown,,83
2509,1518,1565,2025-07-31 16:08:03,Approved,1,1,0,,Email,AGT153,130
2510,3683,418,2025-05-06 08:52:13,SUBMITTED,1,1,0,,Google Sponsored Search,,150
2511,2092,1232,2026-04-15 22:35:47,STARTED,0,0,1,,WhatsApp,AGT936,11
2512,40,981,2025-08-05 09:17:59,STARTED,1,1,1,,Email,,174
2513,1924,988,2025-03-29 10:26:08,DISBURSED,1,1,1,,Organic Search,,60
2514,1904,352,2025-09-29 10:03:03,WITHDRAWN,1,1,1,,Google Sponsored Search,,10
2515,2287,1249,2025-11-22 11:37:07,WITHDRAWN,0,1,1,,,AGT324,125
2516,2439,1146,2026-04-09 12:57:01,submitted,1,0,0,,WhatsApp,,91
2517,2767,1174,2025-09-18 12:50:13,DISBURSED,0,1,1,,Facebook,AGT832,117
2518,2354,788,2025-06-12 20:04:16,STARTED,1,0,1,,,AGT732,61
2519,1095,527,2025-05-30 15:08:52,Approved,1,1,1,,unknown,,115
2520,2529,712,2025-03-21 09:41:39,STARTED,1,0,0,,Email,,165
2521,3160,771,2025-04-17 15:16:36,STARTED,1,1,1,,Email,,136
2522,1871,705,2025-04-21 12:42:38,APPROVED,0,1,1,,unknown,,83
2523,3047,519,2025-09-15 08:41:49,APPROVED,1,1,1,,,AGT284,46
2524,3906,117,2026-05-18 09:19:42,SUBMITTED,0,1,1,,,AGT430,146
2525,1235,1213,2026-06-01 18:20:57,DISBURSED,1,1,1,,,,24
2526,1721,1530,2026-02-13 16:18:41,STARTED,1,0,0,,,,50
2527,2170,723,2025-08-23 12:08:57,SUBMITTED,1,1,1,,Email,,61
2528,2004,488,2026-05-29 20:19:04,submitted,1,1,1,,WhatsApp,,26
2529,1863,1235,2026-03-20 09:15:16,APPROVED,1,1,1,,WhatsApp,,
2530,964,1214,2025-05-28 15:03:41,submitted,1,1,0,,Facebook,,178
2531,2328,185,2025-03-29 19:20:05,SUBMITTED,0,1,0,,,AGT942,64
2532,1144,139,2025-05-01 15:51:30,APPROVED,1,1,1,,WhatsApp,,74
2533,3958,1027,2025-01-30 20:30:44,Approved,1,1,1,,WhatsApp,,
2534,376,1416,2026-01-01 18:46:39,Approved,1,1,1,,Facebook,AGT733,116
2535,211,793,2026-04-06 21:05:11,STARTED,1,1,0,,Email,,
2536,3730,1634,2026-03-19 08:19:20,APPROVED,1,0,0,,Organic Search,,94
2537,2263,869,2026-06-11 19:29:24,DISBURSED,0,1,0,,Google Sponsored Search,,131
2538,2215,393,2025-11-29 22:54:10,Approved,1,0,1,,Email,,164
2539,2117,1826,2025-11-28 12:40:21,WITHDRAWN,1,0,1,,Organic Search,,100
2540,3044,1607,2025-09-28 10:10:22,APPROVED,1,1,1,,,,13
2541,2121,38,2025-05-07 12:16:28,Approved,1,0,1,,WhatsApp,AGT955,158
2542,2140,249,2025-03-16 08:03:37,SUBMITTED,0,1,0,,Direct,,149
2543,98,1262,2025-10-07 18:46:27,Approved,1,1,1,,Google Sponsored Search,,151
2544,2818,1204,2026-03-19 10:49:57,DECLINED,0,1,1,Income verification failed,,,81
2545,1184,1346,2026-04-22 15:57:39,submitted,0,1,1,,Google Sponsored Search,AGT670,32
2546,3164,1898,2025-09-13 10:56:40,DECLINED,1,1,1,Credit score below threshold,,,71
2547,2527,1091,2025-05-25 07:29:01,STARTED,1,1,1,,unknown,,47
2548,571,1040,2026-04-03 22:35:21,SUBMITTED,0,1,1,,WhatsApp,,157
2549,1914,1224,2026-01-03 19:52:36,submitted,0,0,0,,Google Sponsored Search,,147
2550,1183,876,2026-01-03 22:20:37,DECLINED,1,0,1,Credit score below threshold,Facebook,AGT365,94
2551,1834,945,2025-12-23 15:16:24,SUBMITTED,1,1,1,,,AGT181,175
2552,3344,253,2025-01-13 10:04:10,SUBMITTED,0,0,0,,Facebook,,82
2553,278,764,2025-11-28 15:18:43,WITHDRAWN,0,1,1,,unknown,,
2554,1937,1847,2026-01-24 08:22:05,Approved,0,1,1,,Google Sponsored Search,,118
2555,3189,1429,2025-07-01 17:22:16,DECLINED,0,1,0,NCA compliance block,Direct,,88
2556,3461,1510,2025-11-10 16:25:31,SUBMITTED,1,1,1,,,,104
2557,1854,60,2025-05-18 14:41:59,DECLINED,0,0,1,Credit score below threshold,,AGT628,176
2558,3604,771,2025-12-20 08:08:08,APPROVED,0,1,1,,Google Sponsored Search,,109
2559,2486,143,2025-03-27 09:20:03,APPROVED,1,1,1,,Organic Search,AGT580,41
2560,3509,658,2025-03-22 18:14:05,DISBURSED,0,1,0,,Direct,AGT318,53
2561,2964,1715,2025-03-03 10:36:35,Approved,1,1,0,,WhatsApp,,19
2562,2779,1282,2026-04-06 22:15:51,SUBMITTED,1,1,0,,,,75
2563,3753,443,2025-03-12 12:29:10,DISBURSED,1,0,1,,Organic Search,AGT452,151
2564,1299,787,2026-05-26 12:33:48,APPROVED,0,1,1,,,,169
2565,2678,354,2025-04-30 22:16:15,WITHDRAWN,1,0,1,,,AGT780,115
2566,2080,1037,2025-09-23 11:27:48,DISBURSED,1,1,0,,Facebook,,
2567,894,1909,2025-10-07 22:14:12,WITHDRAWN,0,1,1,,WhatsApp,,
2568,1589,1346,2025-07-20 15:42:44,SUBMITTED,0,1,1,,Google Sponsored Search,,95
2569,42,831,2025-12-01 08:37:07,APPROVED,1,1,1,,Facebook,AGT559,26
2570,705,1645,2026-05-05 15:03:08,Approved,1,1,1,,Direct,,69
2571,204,61,2025-06-19 17:06:49,submitted,1,1,0,,,,44
2572,3367,1078,2025-02-14 20:49:36,DISBURSED,1,0,1,,Direct,AGT513,171
2573,3680,1980,2026-01-25 11:21:13,Approved,1,1,1,,,AGT433,125
2574,2618,899,2026-02-21 20:15:56,DISBURSED,0,1,1,,Organic Search,AGT841,8
2575,372,441,2025-04-28 10:57:14,WITHDRAWN,1,1,0,,Organic Search,AGT978,133
2576,3663,1923,2025-12-13 21:31:07,WITHDRAWN,1,1,1,,WhatsApp,AGT887,94
2577,2934,1839,2025-06-13 07:03:55,STARTED,1,0,0,,,,89
2578,3219,1769,2025-08-18 19:09:21,SUBMITTED,0,1,1,,,,1
2579,744,985,2025-04-04 19:14:49,submitted,0,0,1,,unknown,,108
2580,1875,226,2025-01-29 22:26:46,Approved,1,1,1,,Facebook,AGT125,23
2581,3279,1244,2025-06-07 09:06:48,APPROVED,1,1,1,,Google Sponsored Search,AGT469,9
2582,2601,386,2026-01-24 09:40:30,APPROVED,1,1,1,,WhatsApp,,126
2583,666,1674,2025-10-07 19:26:08,DISBURSED,1,1,1,,WhatsApp,,
2584,831,1246,2025-03-16 14:03:26,DECLINED,0,0,1,Credit score below threshold,Google Sponsored Search,AGT348,71
2585,2192,1640,2025-11-07 13:10:55,APPROVED,1,1,0,,,,127
2586,1651,1525,2025-10-28 16:53:03,STARTED,1,1,1,,Email,,
2587,3991,1798,2025-08-01 10:50:35,DISBURSED,0,1,0,,Google Sponsored Search,,155
2588,2096,741,2026-06-11 20:34:40,APPROVED,1,0,1,,Direct,,104
2589,1031,434,2025-08-23 22:34:30,APPROVED,1,0,0,,unknown,,171
2590,2557,1205,2025-02-28 17:49:40,DISBURSED,1,1,1,,Direct,,89
2591,2948,941,2026-03-24 13:04:35,SUBMITTED,1,1,0,,Email,,20
2592,1929,1492,2025-12-23 16:14:25,submitted,0,1,1,,,,116
2593,2687,1521,2025-04-24 09:59:41,DECLINED,1,0,1,Duplicate application,unknown,,63
2594,1235,251,2025-05-01 16:05:29,DECLINED,1,1,0,Income verification failed,Facebook,,162
2595,838,1660,2025-03-15 19:07:22,DECLINED,1,0,1,Duplicate application,,AGT511,179
2596,1282,1914,2025-02-10 12:33:47,SUBMITTED,1,1,1,,Organic Search,AGT425,98
2597,959,325,2025-07-22 11:50:59,STARTED,0,1,1,,Facebook,,
2598,532,1987,2025-02-05 17:26:26,SUBMITTED,0,1,0,,Google Sponsored Search,,73
2599,3271,1995,2025-02-26 07:57:01,DECLINED,1,1,1,,Facebook,AGT481,133
2600,3413,1724,2025-02-06 12:06:54,APPROVED,1,1,0,,,AGT873,87
2601,1192,857,2026-02-08 16:51:06,APPROVED,1,1,1,,,,113
2602,1123,1235,2025-10-20 08:25:19,Approved,1,1,0,,Direct,,42
2603,46,1650,2025-10-14 17:21:23,SUBMITTED,1,1,1,,Direct,,100
2604,1655,1059,2025-08-17 16:49:40,submitted,1,1,0,,WhatsApp,AGT998,52
2605,2146,384,2025-12-16 22:21:29,WITHDRAWN,0,0,1,,Organic Search,AGT634,70
2606,2467,1872,2025-09-16 20:27:36,WITHDRAWN,1,1,0,,Organic Search,,87
2607,957,971,2026-03-01 09:07:11,DISBURSED,1,1,0,,Organic Search,,
2608,3032,1290,2025-10-12 21:00:22,SUBMITTED,0,1,1,,,,161
2609,2933,89,2025-09-23 14:31:16,SUBMITTED,1,1,1,,,AGT680,56
2610,2863,1582,2026-01-17 19:26:18,DISBURSED,0,1,1,,Direct,,1
2611,1010,621,2025-12-16 22:23:48,WITHDRAWN,0,1,1,,Email,,125
2612,411,1152,2025-09-08 09:26:19,SUBMITTED,1,1,1,,Google Sponsored Search,AGT420,81
2613,2212,1283,2025-01-09 10:06:07,WITHDRAWN,1,0,0,,unknown,,136
2614,2152,953,2025-05-04 22:37:16,submitted,1,1,0,,,,27
2615,2847,938,2026-05-29 19:30:51,DECLINED,1,1,1,Income verification failed,Email,,98
2616,1385,643,2026-05-14 12:56:07,WITHDRAWN,1,0,1,,Direct,,
2617,3499,1267,2025-10-08 10:29:50,DECLINED,1,0,1,Credit score below threshold,Google Sponsored Search,,161
2618,3554,1400,2026-05-29 16:49:23,DECLINED,1,1,1,,WhatsApp,AGT487,100
2619,699,382,2025-03-06 21:31:43,WITHDRAWN,1,1,1,,Facebook,,
2620,689,986,2026-01-30 08:38:19,submitted,0,1,1,,Direct,,27
2621,2667,1938,2025-10-26 22:52:03,SUBMITTED,1,0,1,,Facebook,AGT602,
2622,3124,765,2025-10-07 16:28:23,submitted,1,1,1,,Direct,AGT850,16
2623,3508,1951,2026-01-11 16:44:37,DISBURSED,0,0,1,,WhatsApp,,93
2624,1806,101,2025-12-05 21:00:49,STARTED,1,1,0,,,,124
2625,1597,324,2025-05-06 22:50:41,DECLINED,0,1,0,Adverse credit listing,unknown,,74
2626,955,1545,2026-02-19 16:12:50,WITHDRAWN,1,0,1,,Direct,,66
2627,3556,1589,2025-03-26 14:20:30,STARTED,1,1,1,,Facebook,AGT430,123
2628,2200,1567,2025-07-04 21:41:41,SUBMITTED,1,1,1,,WhatsApp,AGT658,89
2629,3156,1508,2025-03-04 09:30:46,SUBMITTED,1,1,1,,Organic Search,AGT385,49
2630,3898,942,2025-11-02 18:10:14,SUBMITTED,0,1,1,,Facebook,,
2631,759,317,2025-05-20 14:01:35,submitted,1,1,0,,Organic Search,,65
2632,1271,711,2026-02-02 12:17:49,WITHDRAWN,0,1,0,,Email,,128
2633,3218,1373,2026-01-20 20:08:34,DECLINED,1,1,1,,,,32
2634,1182,365,2026-03-17 17:15:29,STARTED,1,1,1,,Email,AGT101,64
2635,1518,497,2025-08-31 20:31:04,DECLINED,1,1,1,Affordability failed,WhatsApp,,141
2636,1193,1273,2025-12-19 09:11:50,DISBURSED,1,1,0,,,AGT251,36
2637,1530,1644,2025-06-24 21:36:36,DISBURSED,1,1,0,,Direct,AGT687,
2638,746,594,2026-05-26 17:00:04,STARTED,1,1,0,,Facebook,,
2639,3495,1992,2025-12-14 09:31:51,SUBMITTED,0,1,1,,unknown,,90
2640,1051,545,2026-01-09 14:20:22,Approved,0,1,1,,Google Sponsored Search,,142
2641,906,594,2025-11-19 13:35:55,WITHDRAWN,1,1,0,,Facebook,AGT173,26
2642,1542,101,2025-09-11 15:37:13,DECLINED,1,1,1,Affordability failed,Google Sponsored Search,AGT480,24
2643,2214,336,2026-03-06 18:57:00,Approved,1,1,1,,unknown,AGT509,138
2644,491,436,2025-07-29 22:01:46,SUBMITTED,1,1,0,,,AGT433,
2645,468,1116,2025-10-18 11:55:44,DECLINED,1,0,1,Income verification failed,unknown,,20
2646,3699,1814,2026-04-05 21:06:27,WITHDRAWN,1,1,0,,unknown,,52
2647,2138,1359,2025-06-17 14:42:30,APPROVED,1,1,0,,Organic Search,,157
2648,2331,1296,2026-05-18 21:00:02,WITHDRAWN,1,1,0,,Google Sponsored Search,,76
2649,1609,478,2026-03-03 07:15:50,submitted,1,1,1,,WhatsApp,,37
2650,1747,1602,2025-12-13 20:21:35,Approved,1,1,1,,unknown,AGT356,145
2651,2412,1730,2025-11-03 09:31:58,SUBMITTED,1,1,1,,unknown,,10
2652,324,1431,2025-09-16 09:52:31,DECLINED,1,0,1,,Organic Search,,102
2653,498,157,2025-05-05 13:09:54,Approved,1,1,1,,,,48
2654,875,1676,2025-11-02 22:12:54,SUBMITTED,1,1,1,,Email,AGT528,
2655,393,1359,2026-02-23 12:15:53,STARTED,0,0,1,,Direct,,31
2656,1014,1816,2026-01-03 09:34:42,DISBURSED,1,1,1,,Facebook,,86
2657,187,49,2025-02-14 20:25:01,SUBMITTED,0,1,1,,unknown,,103
2658,314,1035,2026-01-14 13:37:54,DECLINED,1,1,0,Adverse credit listing,Email,,122
2659,1477,1757,2026-03-12 08:07:49,DECLINED,1,0,0,Adverse credit listing,Google Sponsored Search,,19
2660,343,141,2025-05-20 14:11:58,DECLINED,1,1,1,Credit score below threshold,,AGT185,63
2661,1667,998,2025-09-27 08:10:35,WITHDRAWN,1,0,0,,Direct,,110
2662,3956,347,2025-10-31 15:13:08,WITHDRAWN,0,0,1,,Direct,AGT292,135
2663,834,1813,2025-02-11 07:40:31,DECLINED,1,0,1,,,AGT713,171
2664,1000,725,2025-09-28 22:18:16,submitted,1,1,1,,Email,AGT780,46
2665,3650,1540,2026-03-24 22:27:38,Approved,1,1,1,,,AGT915,24
2666,1746,104,2026-05-12 09:09:46,Approved,0,1,0,,WhatsApp,,147
2667,3106,1781,2025-09-08 14:38:20,WITHDRAWN,0,1,1,,Google Sponsored Search,,94
2668,1383,1909,2025-06-26 16:54:11,SUBMITTED,1,0,0,,Email,,136
2669,1475,1392,2026-03-19 11:09:27,DISBURSED,1,1,1,,Facebook,AGT145,155
2670,1254,478,2025-09-07 12:14:50,STARTED,1,0,1,,Direct,AGT281,138
2671,2178,1843,2025-07-31 17:10:58,DISBURSED,1,1,1,,Direct,,160
2672,1049,762,2026-05-30 11:45:12,STARTED,1,1,1,,Organic Search,,102
2673,1855,1040,2026-04-17 08:18:44,submitted,1,1,1,,Google Sponsored Search,AGT334,84
2674,1011,555,2026-02-10 13:55:51,WITHDRAWN,1,1,1,,Direct,,143
2675,1924,435,2025-12-22 16:25:51,Approved,1,0,0,,unknown,,147
2676,1139,516,2025-01-14 16:11:31,Approved,1,1,1,,unknown,,5
2677,222,1750,2025-10-04 15:39:39,STARTED,1,0,0,,unknown,AGT815,62
2678,605,1384,2025-09-28 10:51:08,STARTED,1,1,1,,Organic Search,,141
2679,824,1392,2025-06-17 17:33:16,Approved,0,0,0,,WhatsApp,AGT482,30
2680,3872,94,2025-05-24 14:22:46,Approved,0,1,1,,Email,,53
2681,2078,1393,2026-01-01 14:55:24,submitted,0,1,1,,,,160
2682,417,1595,2025-08-22 12:12:39,STARTED,1,1,1,,,AGT605,175
2683,3327,1986,2025-10-23 22:37:55,DECLINED,1,1,1,Adverse credit listing,WhatsApp,AGT932,79
2684,605,173,2025-01-22 13:29:44,DISBURSED,1,1,1,,Facebook,,43
2685,2321,641,2025-08-15 21:30:35,WITHDRAWN,1,1,0,,Email,AGT630,160
2686,872,1867,2025-06-02 22:43:03,STARTED,0,1,1,,,,156
2687,2089,1579,2025-04-09 12:53:45,submitted,1,1,1,,Google Sponsored Search,,36
2688,3598,1348,2026-05-20 16:35:23,DECLINED,0,1,1,Credit score below threshold,Direct,AGT505,158
2689,2320,1104,2026-03-18 10:48:56,SUBMITTED,1,1,1,,,AGT232,53
2690,2769,1230,2026-06-04 07:14:35,DECLINED,1,0,0,NCA compliance block,Email,,95
2691,2707,335,2026-05-08 07:52:41,Approved,1,1,0,,,,6
2692,2756,395,2025-11-17 12:29:48,DECLINED,0,1,1,Affordability failed,unknown,AGT108,137
2693,1624,1610,2025-12-31 11:45:59,Approved,0,1,0,,Email,AGT946,167
2694,721,1421,2025-04-16 09:49:52,DECLINED,1,1,1,Affordability failed,Facebook,AGT799,70
2695,2498,563,2025-10-04 19:28:33,WITHDRAWN,1,1,1,,unknown,AGT871,124
2696,495,610,2025-08-20 20:29:16,SUBMITTED,1,1,1,,,AGT258,92
2697,156,193,2025-03-06 11:50:36,STARTED,1,0,1,,Google Sponsored Search,,110
2698,826,649,2026-02-15 16:54:26,submitted,1,0,1,,WhatsApp,AGT521,180
2699,1355,17,2025-08-24 21:09:29,DECLINED,1,1,1,Duplicate application,Organic Search,AGT954,50
2700,2226,493,2025-05-15 08:33:46,Approved,1,0,1,,,,101
2701,3616,1877,2026-01-22 14:21:58,WITHDRAWN,0,1,1,,,,164
2702,545,1862,2025-10-16 11:57:35,Approved,0,0,0,,,,
2703,3523,834,2025-07-24 18:33:14,APPROVED,1,1,1,,unknown,,124
2704,1371,45,2025-09-11 16:58:25,SUBMITTED,0,0,0,,WhatsApp,,43
2705,449,171,2025-08-13 13:19:50,submitted,1,1,0,,Facebook,,121
2706,3831,1900,2026-01-10 17:55:08,submitted,1,1,1,,,,75
2707,1262,942,2025-09-13 13:57:38,APPROVED,1,1,1,,Organic Search,,
2708,1911,394,2026-05-03 18:47:37,DISBURSED,1,0,0,,Organic Search,,143
2709,802,1093,2025-09-28 09:43:11,Approved,1,1,0,,Direct,AGT302,58
2710,3965,1189,2026-06-10 21:24:50,DECLINED,1,1,1,Adverse credit listing,,,174
2711,3374,408,2026-05-13 19:34:55,STARTED,1,1,1,,Google Sponsored Search,,159
2712,3050,863,2026-01-08 22:24:06,SUBMITTED,0,1,1,,Email,,71
2713,2554,159,2025-04-14 19:56:25,DECLINED,1,1,0,Affordability failed,Facebook,,25
2714,1250,1428,2026-02-02 15:08:35,Approved,1,1,1,,,,54
2715,1047,835,2026-01-15 09:54:21,STARTED,1,1,1,,Organic Search,,124
2716,1565,1722,2025-02-01 14:19:45,SUBMITTED,1,1,0,,Facebook,,177
2717,492,1770,2026-01-22 21:11:47,Approved,0,1,1,,,AGT114,
2718,1254,592,2025-08-09 22:29:26,Approved,1,1,1,,Facebook,,106
2719,948,373,2025-09-03 18:58:47,DECLINED,1,1,1,,,AGT965,37
2720,998,771,2026-06-06 18:39:57,DISBURSED,1,1,1,,WhatsApp,,132
2721,3682,447,2025-06-16 20:19:52,submitted,0,1,1,,Direct,,
2722,2365,261,2025-08-27 12:32:19,submitted,1,0,1,,Organic Search,AGT848,110
2723,2128,1900,2025-06-04 18:04:48,Approved,1,0,0,,Google Sponsored Search,,158
2724,3980,1207,2026-05-29 08:12:22,APPROVED,0,1,1,,Facebook,,138
2725,146,1231,2026-06-06 19:08:00,submitted,1,0,1,,Google Sponsored Search,,69
2726,1750,163,2026-05-15 12:37:29,DECLINED,1,0,1,,unknown,AGT354,71
2727,2559,121,2026-05-01 21:22:27,SUBMITTED,1,0,0,,Direct,,19
2728,2059,529,2025-05-19 15:06:04,Approved,1,1,1,,Email,AGT514,129
2729,3456,1457,2025-03-13 19:42:40,WITHDRAWN,1,1,1,,Direct,AGT563,22
2730,1400,859,2025-04-27 11:45:46,DECLINED,1,1,0,,Facebook,,123
2731,1451,46,2025-11-27 07:31:47,Approved,0,1,1,,Organic Search,,1
2732,1530,1963,2026-03-17 13:49:54,DISBURSED,1,1,1,,Email,,87
2733,2546,435,2025-08-08 07:47:51,STARTED,1,1,1,,Email,AGT548,180
2734,1988,282,2026-01-25 22:18:19,submitted,1,1,1,,WhatsApp,,68
2735,2739,1292,2026-04-06 22:54:32,STARTED,1,0,0,,Direct,AGT651,104
2736,3016,1463,2025-11-24 12:40:37,DISBURSED,1,1,1,,Direct,AGT799,
2737,1441,6,2026-01-09 08:38:57,DISBURSED,1,0,1,,Organic Search,,93
2738,108,671,2025-05-25 13:09:01,SUBMITTED,1,1,0,,Organic Search,,25
2739,2818,654,2025-03-14 14:21:49,DISBURSED,1,1,0,,Facebook,,
2740,1914,1978,2026-04-05 14:13:35,DECLINED,1,1,0,Income verification failed,WhatsApp,,106
2741,604,1493,2025-10-13 16:01:19,submitted,1,1,1,,,,179
2742,2871,1610,2025-06-08 10:25:20,SUBMITTED,1,1,1,,unknown,AGT472,3
2743,3153,1037,2026-02-12 10:09:19,Approved,1,0,0,,Organic Search,,16
2744,1673,393,2025-10-25 21:57:46,DISBURSED,1,1,1,,Organic Search,,167
2745,2937,514,2026-03-19 18:24:30,DISBURSED,1,1,0,,WhatsApp,,41
2746,3554,1981,2025-04-03 12:17:24,APPROVED,1,1,0,,Google Sponsored Search,,87
2747,2587,1396,2025-09-04 09:57:44,SUBMITTED,1,1,0,,unknown,,68
2748,1293,1296,2026-04-05 20:33:45,DISBURSED,1,1,0,,Email,,
2749,1968,428,2025-02-03 17:46:41,DISBURSED,1,1,1,,WhatsApp,,14
2750,2724,146,2026-04-29 15:04:48,STARTED,0,1,0,,Organic Search,,108
2751,123,504,2025-09-06 13:07:04,WITHDRAWN,1,1,1,,Email,,86
2752,214,8,2025-12-26 14:42:13,APPROVED,1,1,1,,Email,,136
2753,562,127,2026-05-09 12:55:33,submitted,1,1,1,,,AGT387,157
2754,3095,1419,2026-01-11 07:10:17,submitted,1,1,1,,unknown,,96
2755,389,1843,2025-09-22 15:02:33,Approved,1,1,0,,Organic Search,AGT783,13
2756,3777,1702,2026-01-30 12:25:34,submitted,1,1,1,,Organic Search,AGT281,63
2757,2403,806,2025-01-30 07:52:51,STARTED,1,0,1,,Google Sponsored Search,,116
2758,1995,252,2025-04-28 21:17:11,submitted,0,1,0,,Google Sponsored Search,,57
2759,1245,451,2025-04-10 13:03:39,DISBURSED,0,1,1,,unknown,,94
2760,3002,461,2025-04-07 21:10:42,WITHDRAWN,0,0,1,,,,
2761,1233,12,2025-04-25 13:43:50,Approved,1,1,1,,WhatsApp,,153
2762,3626,499,2025-08-04 18:34:03,STARTED,1,1,1,,Google Sponsored Search,,44
2763,2181,700,2025-06-22 11:42:49,APPROVED,0,1,0,,Facebook,,134
2764,502,1386,2026-02-13 18:41:46,SUBMITTED,1,1,1,,unknown,AGT127,12
2765,981,321,2025-04-27 10:59:52,DECLINED,0,1,1,Duplicate application,Email,,1
2766,2827,118,2025-05-01 08:11:34,submitted,1,1,1,,unknown,AGT333,126
2767,2737,788,2025-12-11 14:55:34,APPROVED,1,0,1,,unknown,,26
2768,3173,693,2025-10-02 08:01:40,SUBMITTED,1,0,0,,,,159
2769,3229,1764,2025-01-02 13:47:36,submitted,1,1,0,,Email,AGT248,
2770,1003,1173,2025-04-15 20:16:58,APPROVED,1,0,0,,Direct,,158
2771,2143,458,2025-02-09 07:15:03,submitted,1,1,1,,Google Sponsored Search,,18
2772,3487,1313,2025-10-24 11:55:44,WITHDRAWN,1,1,0,,,,
2773,3689,1250,2025-02-12 10:16:13,APPROVED,0,1,1,,,,99
2774,3304,1365,2025-05-31 17:36:27,STARTED,1,1,1,,Google Sponsored Search,,58
2775,1751,1092,2026-06-05 10:35:09,DECLINED,1,1,1,Duplicate application,Organic Search,,48
2776,2344,193,2025-08-14 11:47:08,WITHDRAWN,1,0,1,,Google Sponsored Search,AGT792,123
2777,1047,1090,2025-02-08 12:43:07,Approved,1,1,1,,unknown,AGT759,117
2778,2154,405,2025-06-22 15:32:03,DECLINED,1,0,1,Affordability failed,Organic Search,,141
2779,1682,145,2025-07-31 07:39:47,STARTED,0,1,1,,Facebook,AGT111,127
2780,1789,403,2025-04-22 11:46:52,STARTED,0,1,0,,,AGT899,26
2781,1216,785,2025-05-01 07:18:02,DISBURSED,1,1,1,,Direct,,
2782,1651,423,2025-10-20 18:42:38,APPROVED,1,1,1,,Google Sponsored Search,,115
2783,3740,1530,2025-02-18 19:42:49,DISBURSED,1,0,1,,Email,AGT541,179
2784,1781,1534,2025-06-16 07:03:36,DISBURSED,1,1,1,,,,56
2785,3468,491,2026-05-25 11:18:38,DECLINED,0,1,1,Adverse credit listing,Facebook,,
2786,358,1899,2026-01-07 13:19:45,STARTED,1,0,1,,WhatsApp,,
2787,2714,1363,2025-10-08 10:52:17,DECLINED,1,1,1,,,AGT174,75
2788,2983,1513,2026-04-15 17:06:05,SUBMITTED,1,1,0,,Email,,14
2789,671,1746,2025-09-17 17:06:07,STARTED,0,0,0,,,AGT519,26
2790,3514,1091,2025-03-07 08:54:17,APPROVED,0,1,1,,unknown,,49
2791,1215,1161,2025-01-20 08:00:14,SUBMITTED,0,0,1,,Organic Search,,75
2792,3325,178,2026-03-21 07:30:57,Approved,0,0,1,,,,172
2793,3222,859,2025-04-01 07:08:49,STARTED,1,0,0,,Facebook,AGT659,63
2794,3302,913,2026-05-17 15:04:02,STARTED,1,1,1,,Google Sponsored Search,AGT919,169
2795,3179,1378,2025-02-02 15:05:23,SUBMITTED,1,1,1,,,,64
2796,2924,976,2025-10-07 19:19:01,DISBURSED,1,0,1,,Direct,,19
2797,3986,792,2025-10-25 15:53:07,SUBMITTED,1,0,1,,Direct,,59
2798,1983,815,2025-04-03 18:45:47,DECLINED,1,1,1,Credit score below threshold,Direct,AGT386,120
2799,1528,1313,2025-01-18 16:24:28,DECLINED,1,0,0,Adverse credit listing,,,5
2800,3347,295,2026-03-17 08:26:37,submitted,1,1,1,,Google Sponsored Search,AGT991,34
