ticket_id,customer_id,brand_name,channel_name,opened_at,closed_at,topic,priority,ticket_status,first_response_minutes,csat_score,nps_score
1499,,JustMoney,Facebook,2026-01-21 13:19:00,2026-01-22 05:13:00,Decline Explanation,High,PENDING_CUSTOMER,41,2.8,
1500,376,JustMoney,Facebook,2026-06-10 18:29:03,2026-06-13 09:20:03,Application Help,High,RESOLVED,149,4.3,6
1501,1839,DebtBusters,Email,2025-09-09 18:58:44,,Decline Explanation,Medium,PENDING_CUSTOMER,25,,4
1502,1031,FASTA,WhatsApp,2026-02-21 21:09:59,2026-02-24 01:11:59,Complaint,Low,PENDING_CUSTOMER,73,,4
1503,541,FASTA,Facebook,2026-04-17 08:23:16,2026-04-19 23:28:16,Fraud Report,Critical,RESOLVED,,,
1504,1554,DebtBusters,Chat,2026-03-18 18:10:00,2026-03-19 16:30:00,Fee Dispute,Low,PENDING_CUSTOMER,144,1.8,0
1505,1552,FASTA,Chat,2026-02-24 19:21:27,2026-02-27 18:12:27,Application Help,High,OPEN,224,1.5,5
1506,499,JustMoney,Facebook,2025-04-26 16:09:00,2025-04-28 16:12:00,Fraud Report,low,open,100,1.0,
1507,278,JustMoney,Chat,2025-12-31 07:19:46,,Payment Query,High,OPEN,64,4.7,
1508,1543,DebtBusters,Facebook,2025-11-30 08:36:04,,Statement Request,High,PENDING_CUSTOMER,155,1.8,
1509,905,FASTA,Facebook,2025-05-08 20:33:21,2025-05-11 09:50:21,Payment Query,Low,RESOLVED,23,4.3,1
1510,1387,JustMoney,WhatsApp,2025-02-10 12:34:26,,Fee Dispute,low,RESOLVED,98,1.7,7
1511,1804,JustMoney,Facebook,2025-05-13 07:27:34,2025-05-14 14:59:34,Financial Health Query,Low,RESOLVED,,4.0,
1512,,JustMoney,Email,2025-05-21 19:20:40,2025-05-24 04:18:40,Decline Explanation,Low,open,,4.1,8
1513,343,FASTA,Facebook,2025-10-18 15:57:06,,Payment Query,low,RESOLVED,206,1.1,2
1514,1661,DebtBusters,Phone,2025-02-12 15:22:31,2025-02-14 07:16:31,Financial Health Query,low,OPEN,101,1.5,9
1515,1229,FASTA,Phone,2026-03-26 15:38:34,2026-03-29 15:24:34,Technical Issue,Critical,CLOSED,197,1.4,8
1516,638,JustMoney,Phone,2025-10-29 14:18:18,,Decline Explanation,HIGH,OPEN,83,3.5,0
1517,1,FASTA,Chat,2025-11-27 17:40:32,2025-11-28 05:46:32,Fee Dispute,High,CLOSED,227,3.0,5
1518,571,FASTA,Email,2025-12-10 10:37:20,,Decline Explanation,low,RESOLVED,184,2.1,
1519,1949,JustMoney,Email,2025-09-05 14:35:41,2025-09-06 00:53:41,Statement Request,low,RESOLVED,220,4.4,0
1520,719,JustMoney,Phone,2025-03-19 16:55:20,2025-03-20 11:15:20,Statement Request,Low,open,179,,1
1521,759,JustMoney,Facebook,2026-02-08 12:08:33,2026-02-08 15:43:33,Application Help,Medium,CLOSED,31,,
1522,197,JustMoney,Phone,2025-07-28 15:01:10,2025-07-30 18:34:10,Payment Query,Medium,RESOLVED,95,,6
1523,1099,JustMoney,Chat,2025-07-04 16:57:04,2025-07-04 19:56:04,Fraud Report,Critical,CLOSED,36,,5
1524,1999,FASTA,Facebook,2025-12-02 19:05:24,,Application Help,Low,CLOSED,17,3.0,2
1525,1245,JustMoney,Phone,2025-09-07 15:09:44,2025-09-10 12:57:44,Complaint,Low,open,83,3.6,
1526,757,FASTA,WhatsApp,2025-07-30 13:57:58,2025-08-02 02:56:58,Technical Issue,High,open,145,1.3,0
1527,1076,DebtBusters,Chat,2025-07-31 13:22:41,2025-08-01 21:11:41,Payment Query,Low,CLOSED,230,4.0,
1528,1866,DebtBusters,Chat,2025-04-02 10:54:57,2025-04-05 06:22:57,Complaint,Low,open,32,,7
1529,84,JustMoney,Chat,2026-02-16 19:31:05,,Decline Explanation,Low,PENDING_CUSTOMER,43,2.5,6
1530,242,DebtBusters,Chat,2025-05-02 17:05:07,2025-05-05 09:28:07,Financial Health Query,HIGH,CLOSED,33,,10
1531,1994,FASTA,Email,2025-11-13 08:08:58,,Complaint,Critical,CLOSED,169,1.3,
1532,1093,DebtBusters,Phone,2025-11-20 17:46:20,2025-11-23 02:50:20,Statement Request,Critical,PENDING_CUSTOMER,,3.2,1
1533,649,FASTA,Chat,2025-06-27 07:45:51,,Statement Request,Critical,RESOLVED,143,4.3,7
1534,1571,JustMoney,Phone,2026-02-12 19:45:27,2026-02-15 00:29:27,Statement Request,Low,RESOLVED,85,3.4,1
1535,323,JustMoney,WhatsApp,2026-02-14 11:12:42,,Application Help,Medium,PENDING_CUSTOMER,136,3.6,
1536,1069,DebtBusters,Facebook,2025-12-21 18:40:18,2025-12-24 01:09:18,Financial Health Query,Low,Closed,,,0
1537,200,JustMoney,Phone,2025-07-05 17:04:13,2025-07-08 10:20:13,Fee Dispute,High,RESOLVED,145,3.0,8
1538,342,JustMoney,Facebook,2025-11-24 10:40:32,2025-11-25 06:04:32,Fraud Report,HIGH,open,222,,10
1539,1865,JustMoney,WhatsApp,2026-01-08 07:45:06,2026-01-10 12:12:06,Application Help,low,RESOLVED,127,,6
1540,1856,FASTA,Facebook,2026-05-17 21:55:44,2026-05-18 06:50:44,Financial Health Query,HIGH,OPEN,18,3.8,
1541,,FASTA,Phone,2026-03-16 22:29:01,,Financial Health Query,Medium,CLOSED,141,1.4,
1542,247,JustMoney,Phone,2026-05-30 17:38:31,2026-05-31 12:00:31,Complaint,low,Closed,49,,10
1543,514,JustMoney,Phone,2026-06-07 14:03:01,,Technical Issue,Low,Closed,214,1.1,
1544,1838,JustMoney,Email,2026-03-06 11:50:32,,Fraud Report,HIGH,OPEN,115,,8
1545,944,JustMoney,Phone,2025-04-28 16:09:22,2025-04-29 21:44:22,Technical Issue,low,OPEN,118,1.7,
1546,1516,DebtBusters,Facebook,2026-03-20 21:41:04,2026-03-22 01:36:04,Complaint,Critical,OPEN,185,,
1547,1270,JustMoney,Facebook,2025-10-04 14:27:54,2025-10-04 18:43:54,Fraud Report,Critical,OPEN,209,2.5,10
1548,814,DebtBusters,Facebook,2025-02-02 22:15:47,2025-02-04 23:12:47,Application Help,Low,PENDING_CUSTOMER,49,,
1549,861,DebtBusters,WhatsApp,2026-05-15 13:07:27,2026-05-17 15:02:27,Decline Explanation,low,CLOSED,,,
1550,1470,DebtBusters,WhatsApp,2025-08-05 17:36:30,2025-08-07 18:27:30,Application Help,HIGH,CLOSED,,1.8,4
1551,1462,JustMoney,Phone,2026-03-11 19:20:38,,Statement Request,Low,RESOLVED,202,4.1,
1552,686,DebtBusters,Phone,2025-10-18 10:38:37,2025-10-19 14:04:37,Fee Dispute,Critical,PENDING_CUSTOMER,197,,10
1553,761,FASTA,Chat,2025-12-23 18:19:46,2025-12-25 18:18:46,Decline Explanation,HIGH,CLOSED,57,,
1554,1906,JustMoney,Chat,2026-06-06 22:17:29,2026-06-07 16:51:29,Fee Dispute,Critical,RESOLVED,191,2.6,6
1555,1390,FASTA,Email,2025-10-13 18:52:37,2025-10-14 08:16:37,Fee Dispute,Medium,RESOLVED,73,4.0,5
1556,1703,FASTA,WhatsApp,2026-02-22 15:05:56,2026-02-24 06:30:56,Fraud Report,low,Closed,147,3.5,9
1557,1099,FASTA,Email,2025-08-05 18:06:39,2025-08-07 10:41:39,Complaint,Medium,open,194,2.7,5
1558,997,JustMoney,Email,2025-03-02 22:22:26,2025-03-03 02:10:26,Fraud Report,Medium,PENDING_CUSTOMER,14,,2
1559,672,FASTA,Facebook,2025-03-16 22:04:11,2025-03-18 07:51:11,Financial Health Query,low,OPEN,234,2.6,8
1560,155,FASTA,Phone,2025-08-29 19:53:49,,Payment Query,Medium,RESOLVED,58,2.0,6
1561,145,FASTA,Phone,2025-05-17 19:16:18,2025-05-18 14:24:18,Application Help,Low,PENDING_CUSTOMER,220,,
1562,1478,FASTA,Facebook,2026-03-28 10:59:23,,Fee Dispute,Critical,open,139,,
1563,765,FASTA,Phone,2026-01-14 21:57:15,2026-01-17 09:39:15,Application Help,Low,OPEN,182,,
1564,660,DebtBusters,WhatsApp,2026-05-23 18:09:08,,Fee Dispute,High,OPEN,228,2.2,
1565,1893,DebtBusters,WhatsApp,2026-02-28 09:55:26,2026-03-02 08:58:26,Statement Request,HIGH,PENDING_CUSTOMER,107,1.8,10
1566,165,DebtBusters,WhatsApp,2025-07-04 21:30:05,2025-07-06 23:37:05,Fee Dispute,Critical,RESOLVED,181,,8
1567,696,JustMoney,Email,2025-07-13 17:46:41,2025-07-15 03:01:41,Fee Dispute,HIGH,Closed,95,,
1568,1297,FASTA,Chat,2025-11-30 22:18:59,2025-12-02 16:43:59,Payment Query,Medium,OPEN,204,3.5,
1569,473,JustMoney,Facebook,2025-08-27 07:54:06,2025-08-29 07:58:06,Financial Health Query,Low,OPEN,169,3.1,10
1570,1901,JustMoney,Facebook,2025-10-29 12:08:25,2025-10-29 23:45:25,Decline Explanation,HIGH,OPEN,175,2.5,
1571,1024,FASTA,Facebook,2025-01-21 10:25:53,2025-01-21 23:21:53,Fee Dispute,HIGH,RESOLVED,43,,3
1572,1735,DebtBusters,Phone,2025-04-07 11:51:33,2025-04-08 02:25:33,Statement Request,HIGH,open,113,1.2,
1573,145,DebtBusters,Facebook,2026-03-20 15:48:21,,Complaint,Medium,RESOLVED,,,
1574,137,JustMoney,WhatsApp,2025-10-05 21:31:21,2025-10-06 01:18:21,Financial Health Query,Medium,Closed,34,,
1575,1499,JustMoney,Chat,2025-06-16 17:35:39,2025-06-18 17:40:39,Technical Issue,Medium,open,220,,9
1576,718,DebtBusters,Email,2025-01-25 10:30:09,,Technical Issue,Critical,RESOLVED,74,4.2,
1577,563,JustMoney,Facebook,2025-12-23 11:39:32,2025-12-24 07:42:32,Application Help,low,open,4,3.3,7
1578,1612,FASTA,Facebook,2025-07-09 12:50:43,2025-07-12 01:12:43,Fee Dispute,HIGH,CLOSED,154,2.4,
1579,525,JustMoney,Chat,2025-11-01 13:22:00,2025-11-01 17:44:00,Payment Query,Critical,OPEN,7,,3
1580,409,JustMoney,Chat,2025-12-16 07:53:38,2025-12-18 02:10:38,Fraud Report,Critical,CLOSED,176,1.6,2
1581,953,DebtBusters,Email,2026-02-26 10:31:25,,Payment Query,Medium,OPEN,100,,
1582,50,DebtBusters,Chat,2025-06-28 20:11:31,2025-06-29 00:11:31,Application Help,High,Closed,159,,
1583,1810,FASTA,Phone,2025-11-03 19:06:07,2025-11-06 10:49:07,Fraud Report,Low,Closed,182,,3
1584,1342,JustMoney,WhatsApp,2025-05-05 13:24:43,2025-05-08 12:30:43,Statement Request,High,open,109,2.3,
1585,630,JustMoney,Chat,2026-01-31 17:38:26,2026-02-02 23:10:26,Payment Query,HIGH,Closed,140,2.0,2
1586,1923,JustMoney,WhatsApp,2026-05-30 18:43:41,2026-05-31 11:40:41,Technical Issue,Medium,PENDING_CUSTOMER,206,3.9,
1587,930,JustMoney,Phone,2025-10-13 22:24:34,2025-10-16 20:03:34,Financial Health Query,Low,PENDING_CUSTOMER,160,,
1588,317,FASTA,Facebook,2026-05-19 11:31:30,2026-05-20 10:11:30,Payment Query,low,CLOSED,135,,9
1589,990,DebtBusters,Phone,2025-01-31 09:52:36,,Application Help,HIGH,CLOSED,91,,
1590,1689,FASTA,Chat,2025-09-28 22:26:59,2025-10-01 16:05:59,Fraud Report,Low,Closed,231,,7
1591,1511,DebtBusters,WhatsApp,2026-05-31 08:08:56,2026-06-01 04:07:56,Complaint,Critical,OPEN,29,1.9,
1592,1151,FASTA,WhatsApp,2026-03-28 22:44:44,2026-03-30 08:26:44,Complaint,low,OPEN,161,3.0,7
1593,729,DebtBusters,Email,2026-01-07 09:31:05,2026-01-09 17:14:05,Technical Issue,Low,PENDING_CUSTOMER,,2.8,
1594,1583,FASTA,Chat,2025-09-15 19:14:44,2025-09-16 00:39:44,Fee Dispute,Medium,OPEN,98,1.3,0
1595,1875,DebtBusters,Phone,2025-02-26 11:25:44,2025-02-28 14:15:44,Complaint,Low,RESOLVED,188,2.6,
1596,30,FASTA,Chat,2025-12-03 16:14:40,2025-12-05 18:21:40,Payment Query,Low,RESOLVED,46,1.8,
1597,1978,JustMoney,WhatsApp,2026-04-17 21:00:30,2026-04-20 10:06:30,Fee Dispute,High,Closed,22,4.1,0
1598,1059,DebtBusters,WhatsApp,2026-05-04 12:36:59,2026-05-06 08:16:59,Technical Issue,Medium,open,197,,
1599,674,FASTA,WhatsApp,2026-06-15 17:02:37,,Decline Explanation,HIGH,CLOSED,15,4.8,8
1600,1310,FASTA,Chat,2026-05-31 20:22:06,,Decline Explanation,low,open,192,3.4,0
1601,1586,FASTA,Email,2025-05-21 19:48:37,,Fraud Report,HIGH,RESOLVED,134,4.6,7
1602,372,JustMoney,Chat,2025-01-05 18:39:00,2025-01-06 10:44:00,Financial Health Query,High,Closed,185,1.1,
1603,1916,JustMoney,Email,2025-12-09 19:16:42,2025-12-10 07:09:42,Application Help,low,OPEN,99,,
1604,112,FASTA,Email,2025-09-17 10:29:03,2025-09-17 22:33:03,Fee Dispute,Critical,PENDING_CUSTOMER,95,4.8,
1605,50,JustMoney,Email,2025-12-09 22:04:38,,Complaint,Low,PENDING_CUSTOMER,173,,0
1606,1850,JustMoney,Phone,2025-10-28 07:51:05,2025-10-31 07:37:05,Fraud Report,Critical,OPEN,180,3.3,
1607,702,JustMoney,Phone,2026-01-31 18:21:27,,Technical Issue,High,RESOLVED,101,4.3,
1608,1663,DebtBusters,Email,2026-03-28 16:50:48,,Technical Issue,Critical,PENDING_CUSTOMER,189,,1
1609,1195,JustMoney,WhatsApp,2025-03-11 20:50:14,,Statement Request,Critical,RESOLVED,16,,
1610,1129,FASTA,WhatsApp,2025-11-24 19:22:08,,Financial Health Query,Medium,PENDING_CUSTOMER,167,1.2,
1611,53,DebtBusters,Email,2026-04-14 17:15:20,2026-04-15 18:31:20,Financial Health Query,Low,CLOSED,87,,1
1612,1726,DebtBusters,Email,2025-06-02 17:07:01,,Decline Explanation,low,Closed,166,4.1,
1613,1264,DebtBusters,Phone,2025-06-20 20:51:47,,Fraud Report,low,RESOLVED,175,3.6,
1614,1226,DebtBusters,Email,2025-07-31 18:44:34,2025-08-03 06:12:34,Technical Issue,HIGH,PENDING_CUSTOMER,166,4.0,
1615,862,FASTA,Phone,2026-04-20 21:24:43,2026-04-23 10:19:43,Complaint,Medium,RESOLVED,172,1.3,
1616,674,DebtBusters,WhatsApp,2025-09-24 17:02:44,2025-09-24 19:45:44,Fee Dispute,Medium,RESOLVED,93,3.4,
1617,1140,DebtBusters,Chat,2026-06-14 11:59:49,2026-06-14 14:32:49,Fraud Report,HIGH,open,232,,7
1618,1665,DebtBusters,Phone,2025-03-26 07:31:53,,Decline Explanation,High,open,63,2.6,
1619,269,DebtBusters,Facebook,2025-12-07 20:13:17,2025-12-09 14:52:17,Financial Health Query,Critical,RESOLVED,206,2.6,3
1620,1368,FASTA,WhatsApp,2025-09-23 18:12:20,,Fee Dispute,Low,open,,,2
1621,172,DebtBusters,Phone,2025-12-21 08:48:17,2025-12-21 13:56:17,Fraud Report,Medium,open,36,4.8,
1622,1650,JustMoney,Phone,2026-01-20 07:55:46,2026-01-21 11:58:46,Application Help,High,PENDING_CUSTOMER,,3.3,1
1623,571,JustMoney,Facebook,2025-05-30 12:43:53,2025-05-31 02:13:53,Payment Query,HIGH,CLOSED,,4.3,4
1624,922,DebtBusters,Facebook,2025-02-11 09:11:29,2025-02-13 08:49:29,Financial Health Query,low,PENDING_CUSTOMER,174,,
1625,10,FASTA,WhatsApp,2026-05-03 20:59:08,2026-05-06 03:49:08,Application Help,low,Closed,,,3
1626,1812,DebtBusters,Email,2025-01-11 07:08:36,2025-01-13 21:28:36,Application Help,Critical,CLOSED,179,,6
1627,212,FASTA,Facebook,2025-02-07 21:44:21,2025-02-08 07:06:21,Financial Health Query,Low,CLOSED,170,,8
1628,1571,FASTA,Chat,2026-03-31 18:52:52,2026-04-02 18:44:52,Statement Request,Low,CLOSED,97,,
1629,515,DebtBusters,Chat,2025-01-09 12:44:38,2025-01-12 04:03:38,Fee Dispute,Medium,RESOLVED,36,,2
1630,655,FASTA,Chat,2025-12-09 15:25:07,2025-12-12 10:55:07,Fee Dispute,High,CLOSED,,3.3,4
1631,168,JustMoney,Email,2025-05-11 16:18:30,2025-05-13 12:08:30,Technical Issue,Critical,RESOLVED,119,1.6,6
1632,1661,JustMoney,Phone,2025-12-12 18:05:14,2025-12-13 03:51:14,Statement Request,Critical,RESOLVED,162,1.6,6
1633,573,JustMoney,Chat,2025-05-04 11:41:44,,Statement Request,low,RESOLVED,105,1.5,7
1634,3,FASTA,Phone,2025-08-24 11:50:05,2025-08-24 22:18:05,Decline Explanation,Critical,Closed,38,1.8,9
1635,403,JustMoney,Email,2025-02-24 10:24:46,2025-02-25 13:04:46,Statement Request,Medium,RESOLVED,185,4.3,6
1636,909,JustMoney,WhatsApp,2026-05-09 11:27:50,,Decline Explanation,High,open,10,,
1637,22,DebtBusters,Email,2026-03-26 11:06:07,2026-03-26 16:21:07,Fee Dispute,Critical,open,165,2.2,
1638,368,JustMoney,Phone,2025-05-31 21:01:31,2025-06-03 07:16:31,Complaint,Medium,OPEN,12,,2
1639,122,DebtBusters,WhatsApp,2025-05-21 21:26:25,,Fee Dispute,low,open,103,2.2,
1640,1539,JustMoney,Chat,2025-09-07 18:03:53,2025-09-09 20:50:53,Application Help,Medium,RESOLVED,76,,
1641,127,JustMoney,Facebook,2025-07-31 12:39:14,2025-08-03 01:13:14,Technical Issue,Low,PENDING_CUSTOMER,5,2.9,
1642,1625,JustMoney,Facebook,2026-06-12 13:28:47,2026-06-14 13:07:47,Fee Dispute,low,PENDING_CUSTOMER,,,0
1643,865,JustMoney,Chat,2025-09-30 09:56:34,,Fraud Report,Medium,OPEN,,,
1644,1638,JustMoney,Facebook,2025-12-01 17:03:22,2025-12-03 05:20:22,Application Help,High,CLOSED,107,3.8,6
1645,816,FASTA,Chat,2025-03-17 11:16:35,2025-03-18 15:31:35,Complaint,High,open,139,,
1646,1434,FASTA,Chat,2025-02-01 14:12:05,2025-02-03 08:09:05,Technical Issue,High,CLOSED,220,2.5,9
1647,861,DebtBusters,Chat,2026-01-17 15:37:38,,Financial Health Query,Critical,OPEN,32,3.8,8
1648,1089,DebtBusters,Facebook,2025-01-18 08:06:06,2025-01-20 18:39:06,Application Help,low,CLOSED,161,,
1649,671,JustMoney,Chat,2026-05-17 13:20:27,2026-05-18 02:54:27,Statement Request,low,OPEN,166,,
1650,825,JustMoney,Chat,2025-04-17 10:36:00,2025-04-18 15:10:00,Fraud Report,Low,open,2,,2
1651,12,DebtBusters,Facebook,2026-03-26 14:04:01,2026-03-28 03:51:01,Application Help,Critical,open,117,,
1652,343,FASTA,Chat,2025-02-14 19:40:20,2025-02-17 09:08:20,Financial Health Query,Medium,OPEN,54,1.3,9
1653,1194,FASTA,WhatsApp,2026-06-12 12:57:36,2026-06-13 00:16:36,Technical Issue,High,CLOSED,120,1.2,7
1654,811,JustMoney,Facebook,2025-03-28 14:34:46,2025-03-31 04:36:46,Complaint,low,OPEN,33,4.3,8
1655,1061,FASTA,Phone,2025-09-04 21:43:08,2025-09-06 17:39:08,Statement Request,HIGH,RESOLVED,74,,0
1656,1497,FASTA,Phone,2025-11-22 20:26:01,2025-11-24 13:18:01,Payment Query,High,open,114,4.5,
1657,333,FASTA,WhatsApp,2025-09-21 15:14:34,2025-09-22 15:29:34,Financial Health Query,Medium,open,123,4.4,
1658,1391,FASTA,Phone,2025-01-06 10:06:35,,Complaint,Medium,open,199,,10
1659,678,JustMoney,Chat,2025-09-04 09:21:42,2025-09-05 17:04:42,Technical Issue,High,CLOSED,122,4.3,6
1660,1637,DebtBusters,Email,2025-04-29 11:12:32,2025-04-29 19:55:32,Technical Issue,low,RESOLVED,,3.5,
1661,1699,FASTA,Facebook,2025-04-25 15:04:37,2025-04-27 15:08:37,Decline Explanation,Medium,open,152,4.0,2
1662,1905,JustMoney,Facebook,2025-05-25 19:29:20,,Complaint,Critical,Closed,,,6
1663,770,DebtBusters,Email,2025-04-28 17:00:53,2025-04-30 04:12:53,Fraud Report,Critical,open,208,3.8,5
1664,622,JustMoney,Facebook,2026-02-16 22:36:52,,Statement Request,Critical,open,27,1.4,2
1665,,DebtBusters,WhatsApp,2025-05-19 16:34:44,2025-05-20 10:16:44,Application Help,Critical,open,202,4.9,9
1666,682,FASTA,Phone,2026-04-23 21:55:19,2026-04-24 02:07:19,Technical Issue,Critical,RESOLVED,191,1.7,
1667,851,FASTA,Facebook,2026-01-17 16:52:57,2026-01-18 16:15:57,Complaint,Critical,RESOLVED,38,,3
1668,884,FASTA,Email,2025-02-02 10:42:35,2025-02-03 11:42:35,Application Help,Critical,OPEN,,3.5,1
1669,954,JustMoney,WhatsApp,2025-09-26 20:05:04,,Statement Request,Critical,Closed,221,2.8,3
1670,387,DebtBusters,WhatsApp,2025-09-05 14:05:21,2025-09-07 23:55:21,Technical Issue,Medium,OPEN,76,,
1671,234,JustMoney,WhatsApp,2026-01-10 07:56:30,2026-01-10 13:04:30,Complaint,Critical,RESOLVED,132,4.7,
1672,1851,FASTA,Phone,2026-02-27 22:13:20,,Technical Issue,Low,Closed,3,2.3,4
1673,1415,JustMoney,Facebook,2026-06-10 08:48:36,2026-06-11 10:26:36,Statement Request,low,CLOSED,61,1.2,0
1674,315,DebtBusters,Phone,2025-07-06 21:04:55,,Technical Issue,low,OPEN,215,3.2,3
1675,874,JustMoney,Email,2026-03-25 14:50:34,,Complaint,Critical,OPEN,49,3.0,
1676,1042,FASTA,Email,2026-03-19 12:11:56,2026-03-21 09:36:56,Complaint,Medium,OPEN,187,,0
1677,1941,FASTA,Phone,2026-01-02 19:34:22,2026-01-05 03:39:22,Fee Dispute,Medium,RESOLVED,14,2.2,0
1678,353,JustMoney,Email,2025-01-22 13:41:14,2025-01-25 13:33:14,Decline Explanation,Critical,Closed,159,1.1,
1679,345,FASTA,Phone,2026-05-05 09:02:48,,Technical Issue,High,open,234,,
1680,1274,JustMoney,Email,2025-05-03 09:00:18,,Payment Query,High,open,135,3.8,5
1681,1019,DebtBusters,Email,2026-01-02 07:29:32,2026-01-03 19:55:32,Fee Dispute,low,open,,,8
1682,567,FASTA,Facebook,2025-05-25 12:24:16,2025-05-25 12:45:16,Application Help,low,PENDING_CUSTOMER,112,,
1683,1328,DebtBusters,Phone,2025-10-23 19:33:00,2025-10-26 14:14:00,Statement Request,low,Closed,,4.9,2
1684,1438,DebtBusters,Phone,2026-04-14 17:21:02,,Application Help,Critical,PENDING_CUSTOMER,196,2.4,
1685,571,DebtBusters,Chat,2026-02-10 14:44:17,,Decline Explanation,HIGH,Closed,109,3.3,10
1686,1330,DebtBusters,Chat,2026-03-08 18:56:36,2026-03-10 01:50:36,Financial Health Query,Critical,RESOLVED,45,2.7,
1687,179,DebtBusters,WhatsApp,2026-05-21 15:31:49,2026-05-22 21:18:49,Complaint,High,PENDING_CUSTOMER,140,,
1688,1286,JustMoney,Phone,2026-04-14 08:39:11,2026-04-16 23:06:11,Fee Dispute,High,OPEN,118,2.7,6
1689,396,FASTA,Chat,2025-02-08 11:10:46,2025-02-09 15:18:46,Financial Health Query,High,CLOSED,63,,0
1690,1674,DebtBusters,Facebook,2026-02-06 12:03:57,2026-02-06 17:07:57,Financial Health Query,Low,OPEN,95,,7
1691,1841,FASTA,Email,2025-08-14 16:49:13,,Application Help,Medium,RESOLVED,35,5.0,10
1692,87,FASTA,Facebook,2025-11-06 16:11:57,,Fraud Report,Medium,CLOSED,77,2.9,9
1693,359,DebtBusters,WhatsApp,2025-06-01 19:49:28,2025-06-03 19:33:28,Payment Query,Low,Closed,,1.6,6
1694,1455,FASTA,Email,2025-03-14 14:08:52,,Decline Explanation,low,Closed,163,2.6,8
1695,848,JustMoney,Email,2025-05-23 09:28:03,,Application Help,Low,open,169,1.5,4
1696,1867,JustMoney,Phone,2025-06-03 08:49:11,,Fraud Report,Critical,PENDING_CUSTOMER,108,,
1697,1038,DebtBusters,Chat,2025-05-28 12:04:10,2025-05-30 05:31:10,Financial Health Query,Low,Closed,203,,
1698,,DebtBusters,Facebook,2026-01-03 13:44:06,2026-01-05 03:59:06,Decline Explanation,Low,CLOSED,20,3.3,
1699,1960,FASTA,Chat,2025-12-27 13:34:45,,Fee Dispute,High,CLOSED,181,,7
1700,1154,FASTA,Chat,2025-10-28 22:32:33,2025-10-30 01:20:33,Fraud Report,Critical,RESOLVED,20,,
1701,225,JustMoney,WhatsApp,2025-09-13 21:33:39,2025-09-14 09:52:39,Statement Request,High,PENDING_CUSTOMER,162,,
1702,314,DebtBusters,Phone,2025-01-14 14:38:29,2025-01-15 22:27:29,Decline Explanation,Critical,OPEN,37,3.1,5
1703,845,JustMoney,Email,2025-05-15 09:01:49,2025-05-17 08:04:49,Decline Explanation,HIGH,CLOSED,147,,3
1704,1120,JustMoney,WhatsApp,2025-09-12 11:54:07,,Financial Health Query,Critical,PENDING_CUSTOMER,186,1.6,5
1705,23,JustMoney,Facebook,2025-05-07 22:20:20,,Statement Request,Low,RESOLVED,,3.7,2
1706,233,DebtBusters,Facebook,2025-09-13 07:32:53,2025-09-13 17:23:53,Decline Explanation,Medium,open,187,3.6,1
1707,896,DebtBusters,Facebook,2025-01-01 07:16:46,2025-01-03 09:29:46,Payment Query,Medium,RESOLVED,165,3.3,1
1708,421,DebtBusters,Phone,2025-03-06 16:03:14,2025-03-07 13:50:14,Statement Request,High,open,,,6
1709,1719,DebtBusters,Phone,2025-10-03 16:27:35,2025-10-04 05:09:35,Statement Request,Critical,RESOLVED,,,1
1710,788,FASTA,Email,2026-06-04 10:18:18,2026-06-05 16:11:18,Fraud Report,low,Closed,74,3.0,10
1711,950,JustMoney,Facebook,2025-03-26 16:31:41,,Application Help,HIGH,OPEN,63,4.3,3
1712,1792,JustMoney,Facebook,2026-04-03 10:24:26,2026-04-05 22:57:26,Statement Request,Critical,PENDING_CUSTOMER,92,4.0,1
1713,76,JustMoney,Email,2025-04-13 13:03:04,2025-04-15 12:16:04,Statement Request,Critical,OPEN,171,4.9,1
1714,1637,FASTA,Email,2025-07-27 19:59:35,2025-07-28 08:48:35,Fraud Report,HIGH,CLOSED,215,2.2,
1715,1531,JustMoney,Facebook,2025-06-24 17:09:27,,Decline Explanation,Low,Closed,,1.9,
1716,951,DebtBusters,Email,2025-03-23 22:02:26,2025-03-24 07:39:26,Complaint,High,open,71,1.7,
1717,249,JustMoney,Email,2026-04-13 11:35:01,,Technical Issue,HIGH,OPEN,,4.7,8
1718,766,JustMoney,Phone,2026-04-30 09:04:46,,Technical Issue,Critical,open,68,,
1719,1972,FASTA,WhatsApp,2026-01-22 16:25:44,2026-01-22 18:26:44,Statement Request,Low,OPEN,196,4.9,9
1720,1983,JustMoney,WhatsApp,2026-03-07 14:28:44,2026-03-09 22:06:44,Statement Request,low,open,194,,
1721,1326,DebtBusters,Chat,2025-11-04 15:46:33,2025-11-04 18:43:33,Complaint,Medium,Closed,134,,8
1722,434,DebtBusters,Phone,2025-09-01 13:46:16,2025-09-03 10:55:16,Decline Explanation,High,PENDING_CUSTOMER,55,4.8,2
1723,1201,JustMoney,WhatsApp,2025-06-17 19:11:23,2025-06-20 07:34:23,Technical Issue,HIGH,CLOSED,230,3.2,
1724,642,FASTA,Email,2025-11-29 15:35:05,2025-12-01 01:00:05,Statement Request,High,Closed,73,,7
1725,904,JustMoney,Email,2025-04-26 19:10:56,2025-04-28 07:24:56,Statement Request,Medium,PENDING_CUSTOMER,123,5.0,
1726,664,JustMoney,Email,2025-08-20 07:09:59,2025-08-23 06:45:59,Application Help,Medium,Closed,,1.2,9
