schedule_id,loan_id,instalment_number,due_date,instalment_amount_zar,principal_component_zar,fee_interest_component_zar,schedule_status
5108,1464,5,2025-07-27,,2616.05,1121.16,OVERDUE
5109,1465,1,04-18-2025,926.23,648.36,277.87,PENDING
5110,1465,2,18 May 2025,926.23,648.36,277.87,paid
5111,1465,3,2025-06-17,926.23,648.36,277.87,PART_PAID
5112,1465,4,2025-07-17,926.23,648.36,277.87,PAID
5113,1466,1,2025-08-25,2706.29,1894.4,811.89,Overdue
5114,1466,2,2025-09-24,2706.29,1894.4,811.89,paid
5115,1466,3,2025-10-24,2706.29,1894.4,811.89,PENDING
5116,1467,1,2026-01-14,2661.73,,798.52,OVERDUE
5117,1467,2,13/02/2026,2661.73,1863.21,798.52,PAID
5118,1467,3,2026-03-15,2661.73,1863.21,798.52,PENDING
5119,1467,4,14 Apr 2026,2661.73,,798.52,OVERDUE
5120,1467,5,2026-05-14,2661.73,1863.21,798.52,PAID
5121,1467,6,2026-06-13,2661.73,1863.21,798.52,PART_PAID
5122,1468,1,2025-09-27,3805.9,2664.13,1141.77,Overdue
5123,1468,2,2025-10-27,3805.9,2664.13,1141.77,paid
5124,1468,3,2025-11-26,3805.9,2664.13,1141.77,PENDING
5125,1469,1,2026-07-04,1847.85,1293.49,554.35,OVERDUE
5126,1469,2,20260803,1847.85,1293.49,554.35,PAID
5127,1470,1,2026-02-15,1477.51,1034.26,443.25,PART_PAID
5128,1470,2,2026-03-17,1477.51,1034.26,443.25,PART_PAID
5129,1471,1,2026-02-28,3548.65,2484.05,1064.6,paid
5130,1471,2,2026-03-30,3548.65,2484.05,1064.6,PART_PAID
5131,1471,3,2026-04-29,3548.65,2484.05,1064.6,PART_PAID
5132,1471,4,2026-05-29,3548.65,2484.05,1064.6,PAID
5133,1471,5,2026-06-28,3548.65,2484.05,1064.6,PAID
5134,1471,6,2026-07-28,3548.65,2484.05,1064.6,OVERDUE
5135,1472,1,2025-12-24,1012.06,708.44,303.62,Overdue
5136,1472,2,23 Jan 2026,1012.06,708.44,303.62,paid
5137,1473,1,2026-05-22,1127.83,789.48,338.35,PAID
5138,1473,2,06-21-2026,1127.83,789.48,338.35,PENDING
5139,1473,3,2026-07-21,1127.83,789.48,338.35,PART_PAID
5140,1474,1,2026-02-21,2042.48,1429.74,612.74,paid
5141,1475,1,2025-05-06,1117.74,782.42,335.32,paid
5142,1475,2,2025-06-05,1117.74,782.42,335.32,PAID
5143,1475,3,2025-07-05,1117.74,782.42,335.32,paid
5144,1475,4,2025-08-04,1117.74,782.42,335.32,
5145,1476,1,2025-10-12,2103.15,1472.2,630.95,PAID
5146,1476,2,2025-11-11,2103.15,1472.2,630.95,OVERDUE
5147,1476,3,2025-12-11,2103.15,1472.2,630.95,paid
5148,1477,1,2025-03-25,3563.77,2494.64,1069.13,
5149,1478,1,2025-06-28,2242.64,1569.85,672.79,PENDING
5150,1478,2,2025-07-28,2242.64,1569.85,672.79,PAID
5151,1478,3,2025-08-27,2242.64,1569.85,672.79,Overdue
5152,1478,4,2025-09-26,2242.64,1569.85,672.79,PENDING
5153,1478,5,2025-10-26,2242.64,1569.85,672.79,Overdue
5154,1478,6,2025-11-25,2242.64,1569.85,672.79,PAID
5155,1479,1,2026-01-22,3449.8,2414.86,1034.94,PART_PAID
5156,1479,2,2026-02-21,3449.8,2414.86,1034.94,paid
5157,1479,3,2026-03-23,3449.8,2414.86,1034.94,
5158,1479,4,2026-04-22,3449.8,2414.86,1034.94,PAID
5159,1479,5,2026-05-22,3449.8,2414.86,1034.94,OVERDUE
5160,1480,1,2026-01-07,1659.15,1161.4,,PART_PAID
5161,1480,2,2026-02-06,1659.15,1161.4,497.75,PART_PAID
5162,1480,3,08 Mar 2026,1659.15,1161.4,497.75,Overdue
5163,1481,1,20250717,3662.39,2563.67,1098.72,PAID
5164,1481,2,2025-08-16,3662.39,2563.67,1098.72,PAID
5165,1481,3,2025-09-15,,2563.67,1098.72,OVERDUE
5166,1481,4,20251015,3662.39,2563.67,1098.72,PAID
5167,1481,5,2025-11-14,3662.39,2563.67,1098.72,paid
5168,1481,6,2025-12-14,3662.39,2563.67,1098.72,PAID
5169,1482,1,2026-05-25,3195.73,2237.01,958.72,OVERDUE
5170,1482,2,2026-06-24,3195.73,2237.01,958.72,Overdue
5171,1482,3,2026-07-24,3195.73,2237.01,958.72,Overdue
5172,1482,4,2026-08-23,3195.73,2237.01,958.72,PAID
5173,1483,1,2025-12-14,3095.88,2167.12,928.76,paid
5174,1483,2,2026-01-13,3095.88,2167.12,,PENDING
5175,1483,3,2026-02-12,3095.88,,928.76,PART_PAID
5176,1484,1,2026-05-14,3540.77,2478.54,1062.23,PART_PAID
5177,1484,2,2026-06-13,3540.77,2478.54,1062.23,PART_PAID
5178,1484,3,2026-07-13,3540.77,2478.54,1062.23,OVERDUE
5179,1484,4,2026-08-12,3540.77,2478.54,1062.23,PART_PAID
5180,1484,5,2026-09-11,3540.77,2478.54,1062.23,Overdue
5181,1485,1,2025-07-25,830.41,581.29,249.12,PENDING
5182,1485,2,2025-08-24,830.41,581.29,249.12,Overdue
5183,1485,3,2025-09-23,830.41,581.29,249.12,PART_PAID
5184,1485,4,2025-10-23,830.41,581.29,,PART_PAID
5185,1485,5,2025-11-22,830.41,581.29,249.12,PENDING
5186,1486,1,2025-12-10,3773.16,2641.21,1131.95,Overdue
5187,1486,2,2026-01-09,3773.16,2641.21,1131.95,OVERDUE
5188,1486,3,2026-02-08,-3773.16,2641.21,1131.95,PENDING
5189,1486,4,2026-03-10,3773.16,2641.21,1131.95,paid
5190,1487,1,15 Oct 2025,1566.14,1096.3,469.84,PART_PAID
5191,1487,2,2025-11-14,1566.14,1096.3,469.84,OVERDUE
5192,1487,3,2025-12-14,1566.14,1096.3,469.84,PENDING
5193,1487,4,2026-01-13,1566.14,1096.3,469.84,PART_PAID
5194,1488,1,2025-11-08,3363.54,2354.48,1009.06,OVERDUE
5195,1488,2,2025-12-08,3363.54,2354.48,1009.06,OVERDUE
5196,1488,3,2026-01-07,3363.54,2354.48,1009.06,Overdue
5197,1488,4,2026-02-06,3363.54,2354.48,1009.06,paid
5198,1488,5,08/03/2026,3363.54,2354.48,1009.06,OVERDUE
5199,1488,6,2026-04-07,3363.54,2354.48,1009.06,PAID
5200,1489,1,2026-07-04,3326.97,2328.88,998.09,OVERDUE
5201,1489,2,2026-08-03,3326.97,2328.88,998.09,PENDING
5202,1489,3,2026-09-02,3326.97,2328.88,998.09,paid
5203,1489,4,2026-10-02,3326.97,2328.88,998.09,PENDING
5204,1490,1,2026-03-29,2494.16,1745.91,748.25,OVERDUE
5205,1490,2,2026-04-28,2494.16,1745.91,748.25,PENDING
5206,1490,3,2026-05-28,2494.16,1745.91,748.25,OVERDUE
5207,1490,4,2026-06-27,2494.16,1745.91,748.25,OVERDUE
5208,1490,5,2026-07-27,2494.16,1745.91,748.25,Overdue
5209,1491,1,2025-06-14,3363.75,2354.62,1009.12,Overdue
5210,1492,1,2026-06-21,1498.74,1049.12,449.62,paid
5211,1492,2,2026-07-21,1498.74,1049.12,449.62,paid
5212,1492,3,2026-08-20,1498.74,1049.12,449.62,PART_PAID
5213,1493,1,20260312,3129.1,2190.37,938.73,PENDING
5214,1494,1,2026-02-03,3664.75,2565.32,1099.42,paid
5215,1495,1,2025-12-30,2721.86,,816.56,PART_PAID
5216,1496,1,2025-03-21,1285.43,899.8,385.63,PENDING
5217,1497,1,2025-07-15,1311.53,918.07,393.46,OVERDUE
5218,1497,2,14 Aug 2025,1311.53,918.07,393.46,PENDING
5219,1497,3,2025-09-13,1311.53,918.07,393.46,OVERDUE
5220,1497,4,2025-10-13,1311.53,918.07,393.46,OVERDUE
5221,1497,5,2025-11-12,1311.53,918.07,393.46,OVERDUE
5222,1497,6,2025-12-12,,918.07,393.46,PAID
5223,1498,1,2025-08-26,2801.9,1961.33,840.57,PART_PAID
5224,1498,2,2025-09-25,2801.9,1961.33,840.57,PENDING
5225,1498,3,10-25-2025,2801.9,1961.33,840.57,PAID
5226,1498,4,2025-11-24,2801.9,1961.33,840.57,PENDING
5227,1498,5,2025-12-24,2801.9,1961.33,840.57,paid
5228,1499,1,2025-03-15,1274.3,892.01,382.29,PENDING
5229,1499,2,2025-04-14,1274.3,892.01,382.29,paid
5230,1500,1,01 May 2026,911.47,638.03,273.44,PART_PAID
5231,1500,2,2026-05-31,911.47,638.03,273.44,PART_PAID
5232,1500,3,2026-06-30,911.47,638.03,273.44,OVERDUE
5233,1500,4,2026-07-30,911.47,638.03,,PENDING
5234,1500,5,2026-08-29,911.47,638.03,273.44,PENDING
5235,1501,1,2026-01-03,,,,PENDING
5236,1501,2,2026-02-02,3526.49,2468.54,1057.95,Overdue
5237,1501,3,2026-03-04,3526.49,2468.54,,PART_PAID
5238,1501,4,2026-04-03,3526.49,2468.54,1057.95,PENDING
5239,1502,1,2025-04-02,1110.81,777.57,333.24,OVERDUE
5240,1503,1,2026-07-21,1957.59,1370.31,587.28,paid
5241,1503,2,2026-08-20,1957.59,1370.31,587.28,PART_PAID
5242,1503,3,2026-09-19,1957.59,1370.31,587.28,PART_PAID
5243,1504,1,2025-11-06,1005.43,703.8,301.63,Overdue
5244,1505,1,16 Mar 2025,1332.63,932.84,399.79,PENDING
5245,1506,1,2025-08-22,2735.26,1914.68,820.58,PENDING
5246,1506,2,2025-09-21,2735.26,1914.68,820.58,PENDING
5247,1507,1,2026-07-24,2418.55,1692.99,725.57,PART_PAID
5248,1507,2,2026-08-23,2418.55,1692.99,725.57,Overdue
5249,1507,3,09-22-2026,2418.55,1692.99,725.57,PART_PAID
5250,1507,4,2026-10-22,2418.55,1692.99,725.57,PAID
5251,1507,5,2026-11-21,2418.55,1692.99,725.57,PAID
5252,1507,6,2026-12-21,2418.55,1692.99,725.57,OVERDUE
5253,1508,1,2026-01-20,1356.7,949.69,407.01,PENDING
5254,1508,2,2026-02-19,1356.7,949.69,407.01,OVERDUE
5255,1508,3,03-21-2026,1356.7,949.69,407.01,OVERDUE
5256,1508,4,2026-04-20,1356.7,949.69,407.01,paid
5257,1508,5,2026-05-20,1356.7,949.69,407.01,PENDING
5258,1508,6,2026-06-19,1356.7,,407.01,Overdue
5259,1509,1,2025-08-02,2662.49,1863.74,,OVERDUE
5260,1510,1,2025-09-01,2105.95,1474.16,631.78,OVERDUE
5261,1510,2,20251001,2105.95,1474.16,631.78,PAID
5262,1510,3,2025-10-31,2105.95,1474.16,631.78,Overdue
5263,1510,4,2025-11-30,2105.95,1474.16,631.78,paid
5264,1511,1,2025-04-13,3119.86,2183.9,935.96,PENDING
5265,1511,2,2025-05-13,3119.86,2183.9,935.96,PENDING
5266,1512,1,2026-05-03,1979.57,1385.7,593.87,PART_PAID
5267,1512,2,2026-06-02,1979.57,1385.7,593.87,paid
5268,1512,3,2026-07-02,1979.57,1385.7,593.87,OVERDUE
5269,1512,4,01 Aug 2026,1979.57,1385.7,593.87,Overdue
5270,1512,5,2026-08-31,1979.57,1385.7,593.87,PART_PAID
5271,1513,1,2026-05-02,2008.13,1405.69,602.44,PENDING
5272,1513,2,2026-06-01,2008.13,1405.69,602.44,PART_PAID
5273,1513,3,2026-07-01,2008.13,1405.69,602.44,Overdue
5274,1513,4,2026-07-31,2008.13,1405.69,602.44,PENDING
5275,1514,1,2026-06-06,2313.4,1619.38,694.02,
5276,1514,2,2026-07-06,2313.4,1619.38,694.02,PAID
5277,1514,3,2026-08-05,2313.4,1619.38,694.02,OVERDUE
5278,1514,4,2026-09-04,2313.4,1619.38,694.02,paid
5279,1514,5,2026-10-04,2313.4,1619.38,694.02,Overdue
5280,1514,6,2026-11-03,-2313.4,1619.38,694.02,paid
5281,1515,1,2026-03-08,3109.07,2176.35,932.72,Overdue
5282,1515,2,2026-04-07,3109.07,2176.35,932.72,PENDING
5283,1516,1,2025-08-23,2746.08,1922.26,823.82,PENDING
5284,1516,2,2025-09-22,2746.08,1922.26,823.82,Overdue
5285,1516,3,2025-10-22,2746.08,1922.26,823.82,PENDING
5286,1517,1,04-16-2026,3097.81,2168.47,929.34,paid
5287,1517,2,2026-05-16,3097.81,2168.47,929.34,PART_PAID
5288,1517,3,2026-06-15,3097.81,2168.47,929.34,PART_PAID
5289,1517,4,2026-07-15,3097.81,2168.47,929.34,PAID
5290,1518,1,2025-11-08,-3852.96,2697.07,1155.89,paid
5291,1519,1,2025-12-26,1144.04,800.83,343.21,Overdue
5292,1519,2,2026-01-25,1144.04,800.83,343.21,PAID
5293,1519,3,2026-02-24,1144.04,800.83,343.21,PENDING
5294,1519,4,2026-03-26,1144.04,800.83,343.21,Overdue
5295,1519,5,2026-04-25,1144.04,800.83,343.21,PAID
5296,1520,1,2026-01-27,1792.03,1254.42,537.61,PAID
5297,1520,2,20260226,1792.03,1254.42,537.61,
5298,1521,1,2025-06-08,1569.9,1098.93,470.97,paid
5299,1521,2,2025-07-08,1569.9,1098.93,470.97,PENDING
5300,1522,1,2026-04-18,3809.39,2666.57,1142.82,PENDING
5301,1522,2,2026-05-18,3809.39,2666.57,1142.82,Overdue
5302,1522,3,2026-06-17,3809.39,2666.57,1142.82,PENDING
5303,1522,4,17 Jul 2026,3809.39,2666.57,1142.82,PAID
5304,1522,5,2026-08-16,3809.39,2666.57,1142.82,PENDING
5305,1523,1,08-23-2025,2612.05,,783.62,paid
5306,1523,2,2025-09-22,2612.05,1828.43,783.62,PAID
5307,1523,3,2025-10-22,2612.05,1828.43,783.62,Overdue
5308,1523,4,2025-11-21,2612.05,1828.43,783.62,Overdue
5309,1524,1,2025-04-14,3764.56,2635.19,1129.37,OVERDUE
5310,1524,2,2025-05-14,3764.56,2635.19,1129.37,paid
5311,1524,3,2025-06-13,3764.56,2635.19,1129.37,PAID
5312,1525,1,2025-12-14,3636.76,2545.73,1091.03,PAID
5313,1526,1,2025-06-10,3008.79,2106.15,902.64,paid
5314,1526,2,2025-07-10,3008.79,2106.15,902.64,PAID
5315,1526,3,2025-08-09,3008.79,2106.15,902.64,Overdue
5316,1526,4,2025-09-08,3008.79,2106.15,902.64,PAID
5317,1526,5,2025-10-08,3008.79,,902.64,PAID
5318,1526,6,2025-11-07,3008.79,2106.15,902.64,
5319,1527,1,2026-02-27,1136.96,795.87,341.09,paid
5320,1527,2,2026-03-29,1136.96,795.87,341.09,
5321,1527,3,2026-04-28,1136.96,795.87,341.09,PAID
5322,1527,4,05-28-2026,1136.96,,341.09,Overdue
5323,1528,1,2025-03-14,1174.19,821.93,352.26,PART_PAID
5324,1528,2,2025-04-13,1174.19,,352.26,Overdue
5325,1528,3,20250513,,821.93,352.26,PART_PAID
5326,1528,4,2025-06-12,1174.19,821.93,352.26,paid
5327,1529,1,2025-05-02,2985.01,2089.51,895.5,OVERDUE
5328,1529,2,2025-06-01,2985.01,2089.51,895.5,OVERDUE
5329,1530,1,30 Jul 2025,1477.23,1034.06,443.17,Overdue
5330,1530,2,2025-08-29,1477.23,1034.06,443.17,paid
5331,1530,3,2025-09-28,1477.23,1034.06,443.17,PAID
5332,1530,4,2025-10-28,1477.23,1034.06,443.17,PAID
5333,1531,1,2025-12-24,2459.67,1721.77,737.9,PAID
5334,1531,2,2026-01-23,2459.67,1721.77,737.9,PART_PAID
5335,1531,3,2026-02-22,2459.67,1721.77,737.9,PAID
5336,1532,1,2025-08-16,1375.04,962.53,412.51,PENDING
5337,1532,2,2025-09-15,1375.04,962.53,412.51,paid
5338,1532,3,2025-10-15,-1375.04,962.53,,OVERDUE
5339,1532,4,2025-11-14,1375.04,962.53,412.51,PENDING
5340,1532,5,2025-12-14,1375.04,962.53,412.51,PAID
5341,1532,6,2026-01-13,1375.04,962.53,412.51,paid
5342,1533,1,2025-04-14,1401.81,981.27,420.54,PART_PAID
5343,1533,2,2025-05-14,1401.81,981.27,420.54,paid
5344,1533,3,2025-06-13,1401.81,981.27,420.54,PART_PAID
5345,1533,4,13/07/2025,1401.81,981.27,420.54,PART_PAID
5346,1534,1,2025-12-01,-1718.46,1202.92,515.54,Overdue
5347,1535,1,2025-09-22,3511.03,2457.72,1053.31,paid
5348,1535,2,2025-10-22,3511.03,2457.72,,paid
5349,1536,1,2026-07-17,3239.35,2267.54,971.8,paid
5350,1536,2,2026-08-16,3239.35,2267.54,971.8,OVERDUE
5351,1537,1,2025-03-29,2907.86,2035.5,872.36,PENDING
5352,1537,2,2025-04-28,2907.86,2035.5,872.36,PAID
5353,1538,1,2025-08-20,1528.1,,458.43,PART_PAID
5354,1539,1,2025-03-12,1492.97,1045.08,447.89,PART_PAID
5355,1539,2,2025-04-11,1492.97,1045.08,447.89,PAID
5356,1540,1,2025-08-12,3109.37,2176.56,932.81,paid
5357,1540,2,11/09/2025,3109.37,2176.56,932.81,Overdue
5358,1540,3,2025-10-11,3109.37,2176.56,,PAID
5359,1540,4,2025-11-10,3109.37,,932.81,Overdue
5360,1540,5,2025-12-10,3109.37,2176.56,932.81,PAID
5361,1541,1,2025-04-30,2439.18,1707.43,731.75,PAID
5362,1541,2,2025-05-30,2439.18,1707.43,,paid
5363,1541,3,2025-06-29,2439.18,1707.43,731.75,paid
5364,1541,4,2025-07-29,2439.18,1707.43,731.75,PART_PAID
5365,1541,5,2025-08-28,2439.18,1707.43,731.75,PART_PAID
5366,1542,1,2025-08-09,3387.42,2371.19,1016.23,PART_PAID
5367,1542,2,2025-09-08,-3387.42,2371.19,1016.23,Overdue
5368,1542,3,2025-10-08,3387.42,2371.19,1016.23,PART_PAID
5369,1542,4,2025-11-07,3387.42,,,PENDING
5370,1543,1,19/10/2025,3460.5,2422.35,1038.15,Overdue
5371,1543,2,2025-11-18,3460.5,2422.35,1038.15,PENDING
5372,1543,3,2025-12-18,3460.5,2422.35,1038.15,Overdue
5373,1544,1,2025-03-13,3508.15,2455.7,,PENDING
5374,1544,2,2025-04-12,3508.15,2455.7,1052.44,OVERDUE
5375,1544,3,2025-05-12,3508.15,,1052.44,PENDING
5376,1545,1,2025-11-02,,1558.23,667.81,PENDING
5377,1545,2,2025-12-02,2226.04,1558.23,667.81,PAID
5378,1545,3,2026-01-01,2226.04,1558.23,667.81,OVERDUE
5379,1545,4,20260131,2226.04,1558.23,667.81,PENDING
5380,1545,5,02 Mar 2026,2226.04,1558.23,667.81,OVERDUE
5381,1546,1,2025-08-21,3507.51,2455.26,,PENDING
5382,1547,1,2025-12-01,1174.3,822.01,352.29,PAID
5383,1548,1,2025-09-26,1864.39,1305.07,559.32,PART_PAID
5384,1548,2,2025-10-26,1864.39,1305.07,559.32,Overdue
5385,1548,3,2025-11-25,1864.39,1305.07,559.32,PART_PAID
5386,1548,4,2025-12-25,1864.39,1305.07,559.32,PART_PAID
5387,1548,5,20260124,1864.39,1305.07,559.32,Overdue
5388,1548,6,2026-02-23,1864.39,1305.07,559.32,PART_PAID
5389,1549,1,2026-07-18,1785.83,1250.08,535.75,Overdue
5390,1549,2,2026-08-17,1785.83,1250.08,535.75,OVERDUE
5391,1549,3,2026-09-16,1785.83,1250.08,535.75,Overdue
5392,1550,1,11-09-2025,2292.24,1604.57,687.67,paid
5393,1550,2,2025-12-09,2292.24,1604.57,,PART_PAID
5394,1550,3,2026-01-08,2292.24,1604.57,687.67,PAID
5395,1550,4,2026-02-07,2292.24,1604.57,687.67,PAID
5396,1550,5,2026-03-09,2292.24,1604.57,687.67,OVERDUE
5397,1551,1,2025-07-29,3587.93,2511.55,1076.38,Overdue
5398,1551,2,2025-08-28,3587.93,2511.55,1076.38,PAID
5399,1552,1,2026-05-19,2810.71,1967.5,843.21,paid
5400,1552,2,2026-06-18,2810.71,1967.5,843.21,PENDING
5401,1552,3,2026-07-18,2810.71,1967.5,843.21,paid
5402,1553,1,2025-09-28,1978.15,1384.7,593.45,PENDING
5403,1554,1,2025-10-20,1184.29,,355.29,PAID
5404,1554,2,2025-11-19,1184.29,829.0,355.29,OVERDUE
5405,1554,3,2025-12-19,1184.29,829.0,355.29,PENDING
5406,1554,4,2026-01-18,1184.29,829.0,355.29,OVERDUE
5407,1554,5,2026-02-17,1184.29,829.0,355.29,OVERDUE
5408,1555,1,2026-07-13,994.61,696.23,298.38,paid
5409,1555,2,2026-08-12,994.61,696.23,298.38,PAID
5410,1555,3,2026-09-11,994.61,696.23,298.38,Overdue
5411,1555,4,2026-10-11,994.61,,298.38,PART_PAID
5412,1555,5,2026-11-10,994.61,696.23,298.38,OVERDUE
5413,1556,1,09/04/2026,3962.16,2773.51,1188.65,PART_PAID
5414,1557,1,2026-07-07,2624.89,1837.42,787.47,PAID
5415,1557,2,2026-08-06,2624.89,1837.42,787.47,PAID
5416,1557,3,2026-09-05,2624.89,1837.42,787.47,OVERDUE
5417,1557,4,2026-10-05,2624.89,1837.42,787.47,paid
5418,1558,1,2026-02-14,1726.37,1208.46,517.91,PENDING
5419,1558,2,2026-03-16,1726.37,1208.46,517.91,OVERDUE
5420,1558,3,2026-04-15,,1208.46,517.91,Overdue
5421,1558,4,2026-05-15,1726.37,1208.46,517.91,Overdue
5422,1558,5,2026-06-14,1726.37,1208.46,517.91,PAID
5423,1559,1,2025-11-20,3550.85,2485.59,1065.25,PENDING
5424,1560,1,2026-06-01,3912.23,2738.56,1173.67,Overdue
5425,1561,1,2025-06-16,3900.25,2730.17,1170.08,paid
5426,1561,2,2025-07-16,3900.25,2730.17,1170.08,Overdue
5427,1561,3,2025-08-15,3900.25,2730.17,1170.08,OVERDUE
5428,1561,4,2025-09-14,3900.25,2730.17,1170.08,paid
5429,1561,5,2025-10-14,3900.25,2730.17,1170.08,PART_PAID
5430,1561,6,2025-11-13,3900.25,2730.17,1170.08,paid
5431,1562,1,2025-06-23,1462.3,1023.61,438.69,PAID
5432,1562,2,2025-07-23,1462.3,1023.61,438.69,PAID
5433,1563,1,2025-10-28,2637.85,,791.35,PENDING
5434,1563,2,2025-11-27,2637.85,1846.49,791.35,PAID
5435,1564,1,2026-01-08,3615.4,2530.78,1084.62,PAID
5436,1564,2,2026-02-07,3615.4,2530.78,1084.62,Overdue
5437,1564,3,2026-03-09,3615.4,2530.78,1084.62,Overdue
5438,1564,4,2026-04-08,3615.4,2530.78,1084.62,OVERDUE
5439,1564,5,20260508,3615.4,2530.78,1084.62,OVERDUE
5440,1564,6,2026-06-07,3615.4,2530.78,1084.62,paid
5441,1565,1,2026-04-24,1193.79,835.65,358.14,Overdue
5442,1565,2,2026-05-24,1193.79,835.65,358.14,PART_PAID
5443,1565,3,2026-06-23,1193.79,835.65,358.14,paid
5444,1565,4,2026-07-23,1193.79,835.65,358.14,Overdue
5445,1565,5,2026-08-22,1193.79,835.65,358.14,PART_PAID
5446,1565,6,2026-09-21,1193.79,,358.14,PART_PAID
5447,1566,1,2025-05-24,,1942.23,832.39,PAID
5448,1567,1,2026-03-14,2857.73,2000.41,857.32,PAID
5449,1567,2,2026-04-13,2857.73,2000.41,857.32,PAID
5450,1567,3,2026-05-13,2857.73,2000.41,857.32,Overdue
5451,1568,1,2026-04-26,3545.16,2481.61,1063.55,PENDING
5452,1568,2,2026-05-26,3545.16,2481.61,1063.55,Overdue
5453,1568,3,06-25-2026,3545.16,2481.61,1063.55,PART_PAID
5454,1569,1,2026-06-05,2515.4,1760.78,,paid
5455,1569,2,2026-07-05,2515.4,1760.78,754.62,OVERDUE
5456,1569,3,2026-08-04,2515.4,1760.78,754.62,paid
5457,1570,1,2026-01-10,3593.31,2515.32,1077.99,paid
5458,1570,2,2026-02-09,3593.31,2515.32,1077.99,OVERDUE
5459,1570,3,2026-03-11,3593.31,2515.32,1077.99,paid
5460,1570,4,20260410,3593.31,2515.32,1077.99,PART_PAID
5461,1570,5,2026-05-10,3593.31,2515.32,1077.99,Overdue
5462,1571,1,2025-08-25,1681.41,1176.99,504.42,paid
5463,1571,2,2025-09-24,1681.41,1176.99,504.42,OVERDUE
5464,1572,1,2025-05-13,2194.28,1536.0,658.28,OVERDUE
5465,1573,1,2025-10-03,3160.0,2212.0,948.0,Overdue
5466,1573,2,2025-11-02,3160.0,2212.0,,PENDING
5467,1573,3,2025-12-02,3160.0,,948.0,Overdue
5468,1573,4,2026-01-01,3160.0,,948.0,OVERDUE
5469,1574,1,2025-03-28,2020.67,1414.47,606.2,PENDING
5470,1574,2,2025-04-27,2020.67,1414.47,606.2,PART_PAID
5471,1575,1,2025-03-20,2304.07,1612.85,691.22,OVERDUE
5472,1575,2,2025-04-19,2304.07,1612.85,691.22,PENDING
5473,1576,1,2026-01-16,3976.06,,1192.82,paid
5474,1576,2,2026-02-15,3976.06,2783.24,1192.82,OVERDUE
5475,1577,1,2026-02-17,3769.33,2638.53,1130.8,PAID
5476,1577,2,2026-03-19,3769.33,2638.53,1130.8,PENDING
5477,1577,3,2026-04-18,3769.33,2638.53,1130.8,paid
5478,1577,4,2026-05-18,3769.33,2638.53,1130.8,OVERDUE
5479,1577,5,2026-06-17,3769.33,2638.53,1130.8,OVERDUE
5480,1577,6,2026-07-17,3769.33,2638.53,1130.8,PENDING
5481,1578,1,2025-04-07,3185.16,2229.61,955.55,PENDING
5482,1578,2,2025-05-07,3185.16,2229.61,955.55,paid
5483,1578,3,2025-06-06,3185.16,2229.61,955.55,PAID
5484,1578,4,2025-07-06,3185.16,2229.61,955.55,PART_PAID
5485,1578,5,2025-08-05,3185.16,2229.61,955.55,Overdue
5486,1579,1,2026-03-24,3998.78,2799.15,1199.63,paid
5487,1579,2,20260423,3998.78,2799.15,1199.63,PAID
5488,1580,1,2025-04-03,1682.15,1177.5,504.64,OVERDUE
5489,1581,1,2025-05-18,2845.44,1991.81,853.63,PART_PAID
5490,1582,1,20251110,3407.75,2385.42,1022.32,PART_PAID
5491,1582,2,2025-12-10,3407.75,2385.42,1022.32,PART_PAID
5492,1582,3,2026-01-09,3407.75,2385.42,1022.32,PENDING
5493,1582,4,2026-02-08,3407.75,2385.42,1022.32,PAID
5494,1583,1,2025-09-11,1080.28,756.2,324.08,OVERDUE
5495,1583,2,2025-10-11,1080.28,756.2,324.08,PAID
5496,1583,3,11-10-2025,1080.28,756.2,324.08,PENDING
5497,1583,4,2025-12-10,1080.28,756.2,324.08,paid
5498,1583,5,2026-01-09,1080.28,756.2,324.08,paid
5499,1584,1,2025-10-08,1758.29,1230.8,527.49,Overdue
5500,1584,2,2025-11-07,1758.29,1230.8,527.49,PART_PAID
5501,1584,3,2025-12-07,1758.29,1230.8,527.49,Overdue
5502,1585,1,2026-07-09,1832.55,1282.78,549.76,PAID
5503,1586,1,2025-06-01,2315.85,1621.09,694.75,OVERDUE
5504,1587,1,2026-01-06,1188.07,831.65,356.42,PART_PAID
5505,1587,2,2026-02-05,1188.07,831.65,356.42,PART_PAID
5506,1587,3,2026-03-07,1188.07,831.65,356.42,OVERDUE
5507,1588,1,2026-07-12,3546.5,2482.55,1063.95,Overdue
5508,1588,2,2026-08-11,3546.5,2482.55,1063.95,Overdue
5509,1588,3,2026-09-10,3546.5,2482.55,1063.95,
5510,1588,4,2026-10-10,3546.5,2482.55,1063.95,paid
5511,1588,5,2026-11-09,3546.5,2482.55,1063.95,Overdue
5512,1588,6,2026-12-09,3546.5,2482.55,1063.95,PENDING
5513,1589,1,2025-10-09,1789.21,1252.45,536.76,PART_PAID
5514,1590,1,2026-03-22,3504.48,2453.14,1051.34,PENDING
5515,1590,2,2026-04-21,3504.48,2453.14,1051.34,paid
5516,1591,1,18 Sep 2025,1497.61,1048.33,449.28,PENDING
5517,1591,2,2025-10-18,1497.61,1048.33,449.28,paid
5518,1591,3,2025-11-17,1497.61,1048.33,449.28,PENDING
5519,1591,4,2025-12-17,1497.61,1048.33,449.28,PAID
5520,1591,5,2026-01-16,1497.61,1048.33,449.28,paid
5521,1591,6,2026-02-15,1497.61,1048.33,449.28,PART_PAID
