assessment_id,application_id,net_income_zar,monthly_expenses_zar,existing_debt_zar,affordability_amount_zar,assessment_result,assessed_at,dsr_ratio
1976,629,54656.78,40056.02,26394.77,-11794.01,FAIL,2025-03-27 19:22:01,0.4829
1977,2577,8899.59,6164.9,633.54,2101.15,pass,2026-04-23 22:17:18,0.0712
1978,2282,27628.2,17954.82,,-593.59,PASS,2025-12-16 12:41:04,0.3716
1979,2750,23691.5,21552.8,3297.02,-1158.32,Fail,2025-02-24 18:12:08,0.1392
1980,1093,38173.75,21705.76,6400.16,10067.83,pass,2025-05-20 12:09:26,0.1677
1981,2076,64897.28,29643.17,29241.08,6013.03,FAIL,2025-02-02 14:42:21,0.4506
1982,2268,53352.33,44802.59,18096.11,-9546.37,pass,2025-06-22 11:32:24,
1983,2578,62830.6,54278.94,25224.47,-16672.81,FAIL,2026-05-04 21:35:42,0.4015
1984,2531,61630.29,,22080.4,4141.69,Fail,2025-12-27 10:42:28,0.3583
1985,2776,76833.37,60524.09,37729.33,-21420.05,Fail,2025-02-01 07:57:47,0.4911
1986,1256,5039.08,3475.23,665.86,897.99,FAIL,2025-06-25 15:23:02,0.1321
1987,2776,,4640.8,3871.77,1145.37,Fail,2025-10-23 12:44:59,0.4009
1988,1975,76411.83,51150.56,23801.2,1460.07,PASS,2025-12-13 22:01:38,0.3115
1989,131,51682.65,29515.03,12484.88,9682.74,Fail,2026-06-05 11:10:22,0.2416
1990,1222,40449.59,22827.88,16308.17,1313.54,REFER,2026-03-12 12:15:15,0.4032
1991,2282,38352.77,27608.87,1816.02,8927.88,pass,2025-08-12 12:13:53,0.0474
1992,374,8204.41,3489.0,32.72,4682.69,FAIL,2026-05-18 18:56:56,0.004
1993,1916,26542.11,12290.64,7090.9,7160.57,PASS,2025-04-16 11:51:22,0.2672
1994,2582,70560.92,46574.49,22693.07,1293.36,PASS,2026-04-18 12:54:20,0.3216
1995,77,85046.58,56322.79,5940.89,22782.9,pass,2025-01-15 17:26:12,0.0699
1996,255,64584.07,56887.1,11472.44,-3775.47,Fail,2025-05-26 12:03:49,0.1776
1997,2614,72384.92,37449.91,11778.22,23156.79,pass,2026-01-13 19:28:22,0.1627
1998,736,83602.34,44560.0,6374.57,32667.77,FAIL,2025-05-03 08:22:53,0.0762
1999,2857,20690.44,13794.47,435.02,6460.95,FAIL,2025-09-17 09:16:44,0.021
2000,2197,45614.93,29233.97,299.22,16081.74,PASS,2025-05-25 11:46:35,0.0066
2001,1140,18386.05,15701.04,7133.67,-4448.66,PASS,2025-10-12 09:51:02,0.388
2002,1046,7068.14,6671.81,2366.86,-1970.53,Fail,2025-02-10 18:26:47,0.3349
2003,2273,7476.74,3844.36,591.09,3041.29,pass,2025-11-27 08:56:04,0.0791
2004,2780,81959.9,63021.33,4938.98,13999.59,REFER,2025-03-13 20:01:55,0.0603
2005,2287,81642.76,75630.1,40324.31,-34311.65,PASS,2026-05-27 16:52:45,0.4939
2006,2407,15170.86,8324.05,3992.39,2854.42,pass,2025-07-21 18:30:01,0.2632
2007,2810,54351.13,50044.8,9943.16,-5636.83,Fail,2026-05-26 11:11:07,0.1829
2008,2316,20033.33,10809.04,5307.42,3916.87,Fail,2026-02-14 22:32:16,0.2649
2009,214,59464.23,28235.24,18186.19,,FAIL,2025-05-24 08:13:09,0.3058
2010,2570,88705.25,42365.17,17035.72,29304.36,REFER,2026-03-04 12:10:06,0.192
2011,2545,68313.4,39042.96,24954.61,4315.83,Fail,2025-11-17 20:11:45,0.3653
2012,2039,50928.72,32810.03,19976.29,-1857.6,FAIL,2025-03-04 11:24:19,0.3922
2013,3067,-7324.04,5983.44,,447.59,PASS,2025-12-05 09:32:57,0.1219
2014,1084,63796.16,57698.24,10766.8,-4668.88,FAIL,2026-06-02 19:19:07,0.1688
2015,2555,32637.58,24154.27,12305.87,-3822.56,,2025-08-03 19:04:21,0.377
2016,904,63901.15,34566.71,29617.74,-283.3,Fail,2025-04-24 17:03:57,0.4635
2017,2230,75487.83,36279.29,34742.9,4465.64,PASS,2026-03-09 07:45:08,0.4602
2018,854,27559.1,12061.72,333.16,15164.22,PASS,2025-06-17 20:03:28,0.0121
2019,1483,88917.53,57627.34,34959.78,-3669.59,pass,2025-07-18 10:31:14,0.3932
2020,2540,45814.53,,5716.11,13811.89,PASS,2026-05-12 08:33:18,0.1248
2021,178,20002.71,10859.69,7476.11,1666.91,FAIL,2025-07-04 07:40:51,0.3738
2022,337,66172.78,41029.8,19136.88,6006.1,Fail,2025-09-07 21:09:45,0.2892
2023,1659,71679.83,47277.23,33769.06,-9366.46,REFER,2026-03-03 14:44:54,0.4711
2024,726,79031.51,66551.43,20308.81,-7828.73,REFER,2025-09-18 20:57:23,0.257
2025,3013,74189.26,31936.05,29163.17,,pass,2025-11-06 12:59:35,0.3931
2026,1629,41838.93,,15742.99,6114.43,REFER,2026-03-20 09:28:07,0.3763
2027,3088,5316.36,3707.38,2264.89,-655.91,REFER,2025-08-28 12:31:24,0.426
2028,433,10957.82,5085.89,4359.83,1512.1,FAIL,2025-09-02 09:32:48,0.3979
2029,2862,13054.06,8534.23,150.36,-4369.47,FAIL,2025-12-04 15:21:09,0.0115
2030,994,29142.54,27200.0,435.54,1507.0,REFER,2025-10-22 22:02:10,0.0149
2031,2012,53673.27,,18244.45,,PASS,2025-06-10 17:00:14,0.3399
2032,2198,25642.94,23844.26,2140.81,-342.13,PASS,2026-01-24 11:51:52,0.0835
2033,1240,74495.06,69206.5,,-1727.89,PASS,2025-10-14 13:44:03,0.0942
2034,562,45758.2,35700.14,22365.52,,FAIL,2026-03-18 15:43:35,0.4888
2035,457,86912.2,37281.32,8447.72,41183.16,PASS,2025-01-31 07:10:16,0.0972
2036,2950,63579.43,32041.81,15167.72,,REFER,2026-05-17 10:21:12,0.2386
2037,2673,16380.43,6681.04,1140.42,8558.97,PASS,2026-05-20 22:50:29,0.0696
2038,1183,9615.6,7261.62,,-1753.35,Fail,2026-03-31 12:07:33,0.4272
2039,3000,51566.52,,14943.69,9837.4,FAIL,2025-02-02 21:27:48,0.2898
2040,1575,6451.21,4816.38,2301.59,-666.76,REFER,2025-02-02 22:42:43,0.3568
2041,231,53926.02,26420.17,4213.84,23292.01,Fail,2025-02-20 08:33:10,0.0781
2042,2422,14056.23,9678.07,1845.61,2532.55,REFER,2025-10-01 09:41:06,0.1313
2043,2270,33698.81,22203.01,8606.81,,REFER,2025-06-10 16:11:12,0.2554
2044,2197,51868.9,46971.22,11978.96,-7081.28,FAIL,2025-04-26 10:35:50,0.2309
2045,1834,40471.76,22626.49,4854.46,12990.81,PASS,2026-01-03 19:59:35,0.1199
2046,2437,57037.7,47317.72,27727.38,-18007.4,PASS,2025-12-30 07:45:23,
2047,2396,18405.26,,8064.41,1286.64,FAIL,2025-05-26 08:56:10,0.4382
2048,2967,50373.98,21333.65,22014.76,7025.57,REFER,2025-03-10 12:45:40,0.437
2049,594,16229.82,7908.4,6469.7,1851.72,REFER,2025-01-05 13:08:28,
2050,242,86389.92,48919.48,18787.03,18683.41,,2026-03-07 07:29:59,0.2175
2051,1441,12872.62,9647.88,423.31,2801.43,REFER,2025-02-23 14:43:14,0.0329
2052,1137,24410.71,20967.95,6207.32,-2764.56,Fail,2025-11-11 22:13:28,0.2543
2053,1582,59779.39,32562.11,25372.03,1845.25,pass,2025-12-07 09:03:12,0.4244
2054,2519,55445.91,27920.2,7640.1,19885.61,REFER,2026-03-31 08:01:44,0.1378
2055,742,45821.67,41549.59,17841.18,-13569.1,PASS,2025-01-01 13:45:12,
2056,1584,73865.59,37909.2,16131.02,-19825.37,Fail,2025-09-22 19:02:46,0.2184
2057,1833,16666.93,7665.2,86.19,8915.54,REFER,2025-07-19 12:10:43,0.0052
2058,356,34025.23,21109.86,2113.64,10801.73,PASS,2025-01-22 09:16:03,0.0621
2059,2897,51356.29,23841.15,10754.16,16760.98,PASS,2025-02-07 08:38:35,0.2094
2060,3198,72771.52,50946.46,8731.23,13093.83,FAIL,2026-02-16 15:32:05,0.12
2061,582,73067.59,47509.15,837.31,24721.13,FAIL,2025-03-02 20:34:34,0.0115
2062,2834,35758.91,24002.1,12571.75,-814.94,REFER,2025-03-13 15:08:49,0.3516
2063,911,-23523.52,13209.61,3516.28,6797.63,REFER,2025-10-25 11:16:48,0.1495
2064,1364,77250.45,67783.84,31346.12,-21879.51,Fail,2025-08-25 16:01:28,0.4058
2065,247,41093.13,29538.1,11488.56,66.47,Fail,2026-05-11 17:15:56,0.2796
2066,3197,33852.78,24721.28,14628.86,,PASS,2025-05-08 08:10:59,0.4321
2067,1162,12351.28,11473.25,957.48,,REFER,2026-01-10 12:25:59,0.0775
2068,2286,89557.71,57333.83,22477.99,9745.89,FAIL,2025-03-20 08:50:11,
2069,2141,24630.83,20429.77,,-6942.16,REFER,2025-12-13 11:42:21,0.4524
2070,1631,-72764.43,43661.81,11727.29,17375.33,FAIL,2026-04-22 09:31:58,0.1612
2071,524,81272.19,62012.17,33130.75,-13870.73,PASS,2025-07-22 13:13:55,0.4077
2072,314,41965.15,34122.82,16040.36,-8198.03,Fail,2026-06-12 14:33:24,0.3822
2073,365,60132.4,54667.54,20416.85,-14951.99,PASS,2025-01-06 19:05:28,0.3395
2074,1175,38742.34,22705.97,10013.42,,Fail,2026-01-30 13:45:41,0.2585
2075,71,10754.17,,2805.26,-292.75,Fail,2025-03-22 17:42:26,0.2609
2076,1509,20759.82,10010.44,2639.21,8110.17,FAIL,2026-03-23 16:18:41,0.1271
2077,2363,18922.01,12816.54,3714.44,2391.03,REFER,2025-04-07 21:04:08,0.1963
2078,740,7401.18,5318.56,2364.51,-281.89,PASS,2025-12-23 09:42:38,0.3195
2079,1371,78137.41,60516.31,33057.6,-15436.5,,2026-03-27 18:55:27,0.4231
2080,534,23034.99,10087.06,1491.67,11456.26,FAIL,2026-03-05 10:55:06,0.0648
2081,1961,82120.64,39687.05,6317.7,36115.89,pass,2025-06-27 17:13:38,0.0769
2082,1998,-52586.47,,11468.27,10086.32,REFER,2026-06-02 16:47:59,0.2181
2083,2032,52169.66,41416.77,7211.75,3541.14,FAIL,2026-01-25 19:48:40,0.1382
2084,2577,8284.85,6352.98,2831.87,-900.0,FAIL,2026-01-19 13:40:41,0.3418
2085,2627,21230.73,19625.0,7855.46,-6249.73,pass,2025-07-13 14:56:38,0.37
2086,1200,69216.84,47446.88,4852.28,16917.68,pass,2026-03-29 20:03:14,0.0701
2087,982,31098.7,13713.61,4263.28,13121.81,REFER,2025-01-07 15:55:08,0.1371
2088,3147,12157.31,10918.7,5473.18,-4234.57,REFER,2025-05-13 17:04:44,0.4502
2089,2764,34461.57,29216.07,9190.98,-3945.48,REFER,2025-08-26 22:20:25,0.2667
2090,1710,74118.53,64505.72,5442.84,4169.97,pass,2026-04-15 10:05:30,0.0734
2091,1200,41521.17,37535.62,17318.63,-13333.08,REFER,2025-05-14 20:56:49,0.4171
2092,202,,33357.36,8209.5,12120.47,PASS,2025-08-30 14:24:26,0.1529
2093,2536,17543.49,13788.85,6540.05,-2785.41,Fail,2025-11-04 17:40:58,0.3728
2094,64,70166.72,32205.17,1205.74,36755.81,PASS,2026-03-07 20:29:19,0.0172
2095,2240,65099.63,52478.04,28318.27,-15696.68,FAIL,2025-08-05 20:01:05,0.435
2096,650,37449.05,31014.04,11133.57,,Fail,2026-01-04 13:25:26,0.2973
2097,613,70468.54,38583.7,19379.42,,Fail,2025-11-25 17:08:18,0.275
2098,259,63313.02,41803.24,25928.41,-4418.63,Fail,2026-05-15 22:09:26,0.4095
2099,3164,-20416.21,15777.13,3296.14,1342.94,FAIL,2026-04-07 19:04:07,0.1614
2100,2641,13715.64,6498.13,764.52,6452.99,PASS,2025-08-30 15:26:57,0.0557
2101,1746,85321.92,40009.03,29717.86,15595.03,FAIL,2026-01-07 12:53:59,0.3483
2102,2835,52617.87,36219.68,5910.93,10487.26,FAIL,2025-07-05 22:50:00,0.1123
2103,1695,17655.28,7297.94,32.15,10325.19,FAIL,2025-05-08 12:32:17,0.0018
2104,1627,71671.47,49709.4,6571.15,15390.92,Fail,2025-12-16 11:34:23,
2105,1776,82824.81,73144.14,24400.11,-14719.44,FAIL,2025-12-18 17:40:16,0.2946
2106,1228,11310.07,6588.07,770.68,3951.32,REFER,2025-06-20 09:41:31,0.0681
2107,517,27422.33,19674.07,13004.02,-5255.76,REFER,2025-01-14 22:07:37,0.4742
2108,2128,79714.85,38822.17,10289.2,30603.48,FAIL,2025-05-29 18:58:46,0.1291
2109,2360,69218.63,42429.7,14767.86,-12021.07,FAIL,2025-02-03 15:34:59,0.2134
2110,2574,61782.42,56485.82,8386.23,-3089.63,Fail,2025-08-09 14:03:27,0.1357
2111,853,41800.7,38045.5,12959.25,-9204.05,PASS,2025-09-22 09:45:18,0.31
2112,520,82085.06,46555.71,9683.51,25845.84,pass,2026-03-01 12:25:21,0.118
2113,647,19719.12,12928.38,7116.01,-325.27,PASS,2025-02-20 10:58:09,0.3609
2114,1233,87970.42,65388.98,19188.8,3392.64,PASS,2026-01-13 19:50:31,0.2181
2115,2704,51304.34,47494.92,16482.86,-12673.44,REFER,2025-03-07 13:48:44,0.3213
2116,3139,72983.75,43749.69,12226.26,17007.8,FAIL,2025-11-26 21:50:16,0.1675
2117,325,74554.48,53221.66,14814.78,6518.04,FAIL,2025-02-21 07:45:45,
2118,1677,60226.99,30431.77,14979.99,14815.23,REFER,2025-01-26 17:48:51,0.2487
2119,2904,35711.46,20566.1,5056.83,,Fail,2026-01-13 08:54:40,0.1416
2120,1498,78498.65,73208.97,21322.67,-16032.99,FAIL,2026-02-22 17:04:42,0.2716
2121,720,28750.05,13168.55,3542.04,12039.46,pass,2025-08-12 08:28:38,0.1232
2122,1175,22930.28,10115.19,9619.09,3196.0,Fail,2026-02-09 13:29:11,0.4195
2123,2685,8095.38,6073.7,1972.37,49.31,REFER,2026-05-14 08:57:37,0.2436
2124,217,60576.97,25739.04,,11315.17,pass,2025-08-20 09:47:48,0.3883
2125,1516,88359.35,60229.96,6612.1,21517.29,FAIL,2025-05-30 18:13:10,0.0748
2126,700,28077.95,25866.14,10673.22,-8461.41,Fail,2025-07-26 22:55:50,0.3801
2127,1517,6519.7,4951.46,2314.29,-746.05,pass,2025-06-26 22:50:41,
2128,570,52247.58,38875.18,578.02,12794.38,Fail,2025-03-06 22:25:20,0.0111
2129,1516,22160.15,16189.57,4516.86,1453.72,FAIL,2025-12-14 17:29:27,0.2038
2130,2622,71132.85,39855.09,34805.87,-3528.11,REFER,2026-05-24 15:39:26,0.4893
2131,1295,52216.31,44453.11,13482.87,-5719.67,REFER,2026-04-26 15:30:58,0.2582
2132,2518,85566.88,73506.94,24696.31,-12636.37,REFER,2025-02-25 07:51:50,0.2886
2133,1063,45765.2,28085.46,3525.97,14153.77,,2025-12-08 19:15:45,0.077
2134,1640,50782.21,40520.5,23373.84,-13112.13,PASS,2025-10-04 10:25:27,0.4603
2135,146,11309.88,7647.33,4223.64,-561.09,PASS,2025-02-05 16:21:06,0.3734
2136,2394,30606.31,13751.41,11285.02,5569.88,PASS,2025-03-16 16:49:48,0.3687
2137,1092,68186.57,46899.76,29584.73,-8297.92,Fail,2026-01-11 18:52:52,0.4339
2138,2476,56736.66,37265.43,7578.54,,FAIL,2025-08-21 16:09:41,0.1336
2139,423,50917.9,29543.16,8035.57,13339.17,pass,2025-03-14 17:35:52,0.1578
2140,966,64762.92,40504.57,20371.17,3887.18,PASS,2025-03-22 07:42:25,
2141,1279,14398.42,11887.99,6873.74,-4363.31,REFER,2026-05-10 16:53:25,0.4774
2142,1421,32357.72,13429.16,12988.32,5940.24,PASS,2025-05-30 18:34:02,0.4014
2143,2658,57780.11,30641.21,16739.67,10399.23,FAIL,2025-06-30 20:44:18,0.2897
2144,1028,67201.44,,11866.84,,pass,2025-07-10 21:58:46,0.1766
2145,837,17000.23,11007.42,8278.1,-2285.29,REFER,2025-06-11 11:57:45,0.4869
2146,2889,10082.58,8220.19,4843.21,-2980.82,REFER,2026-04-14 18:26:16,0.4804
2147,2346,7716.08,4266.12,1143.59,2306.37,REFER,2026-05-07 12:44:07,0.1482
2148,468,12151.49,9083.8,2193.68,874.01,Fail,2025-03-12 19:11:31,0.1805
2149,2707,88415.68,52893.24,15527.79,-19994.65,pass,2025-07-24 21:41:09,0.1756
2150,2717,32724.79,13530.11,6206.85,12987.83,PASS,2025-10-16 12:04:53,0.1897
2151,2594,-46775.4,24033.95,20126.01,2615.44,pass,2025-02-24 13:20:50,0.4303
2152,2674,75947.76,45288.63,1583.05,29076.08,Fail,2025-12-30 10:25:02,0.0208
2153,209,10102.5,7010.1,3952.11,-859.71,PASS,2025-04-29 08:18:06,0.3912
2154,1756,28729.1,,1694.04,9757.89,pass,2026-03-01 14:25:41,0.059
2155,1206,47529.25,40724.19,4243.17,2561.89,pass,2025-08-21 12:56:37,0.0893
2156,1964,22684.71,10568.19,9494.36,2622.16,REFER,2026-05-25 12:45:22,0.4185
2157,2451,28150.14,,12378.29,3425.01,pass,2026-03-26 08:16:49,0.4397
2158,3104,9750.79,6389.86,3613.08,,FAIL,2026-05-09 17:39:56,0.3705
2159,132,28662.89,21333.87,,4407.57,FAIL,2025-06-11 13:28:10,0.1019
2160,2621,8543.04,5794.77,770.27,1978.0,FAIL,2026-02-24 22:15:13,0.0902
2161,2653,31732.89,18828.42,15431.79,-2527.32,FAIL,2026-06-09 11:32:43,0.4863
2162,591,19739.97,8139.8,4218.26,7381.91,pass,2025-02-09 11:49:11,0.2137
2163,9,40892.96,35869.71,13590.57,-8567.32,REFER,2025-04-25 18:27:21,0.3323
2164,1692,47472.29,31964.21,16737.78,-1229.7,FAIL,2025-06-22 07:25:59,0.3526
2165,324,67592.64,49258.89,12420.2,5913.55,Fail,2026-02-22 17:13:07,0.1838
2166,1739,44956.11,35514.34,7540.96,1900.81,REFER,2025-10-03 09:54:58,0.1677
2167,2658,71565.82,67075.89,9094.3,-4604.37,PASS,2025-11-06 15:16:29,
2168,2140,68288.03,56122.93,33117.98,-20952.88,PASS,2026-01-26 07:19:43,0.485
2169,1329,71375.23,46231.0,5674.14,19470.09,pass,2025-08-11 08:47:45,0.0795
2170,2235,74500.53,68327.45,18458.34,-12285.26,pass,2026-05-15 07:41:37,0.2478
2171,311,74226.94,46571.59,18182.36,9472.99,REFER,2025-03-23 08:57:56,0.245
2172,1213,37979.81,26148.95,1806.26,10024.6,FAIL,2025-05-16 10:59:34,0.0476
2173,1319,78101.19,64579.06,23574.53,-10052.4,FAIL,2025-07-24 20:15:34,0.3018
2174,342,67699.61,45920.57,29208.29,-7429.25,PASS,2025-02-28 20:20:50,0.4314
2175,1686,61834.34,46289.06,29704.97,-14159.69,pass,2025-07-23 13:06:35,0.4804
2176,1360,24523.31,13472.04,10245.95,805.32,FAIL,2025-07-10 08:20:11,
2177,2663,40609.92,19822.68,12847.76,7939.48,Fail,2025-05-12 07:42:04,0.3164
2178,552,86026.15,61348.56,23217.7,1459.89,REFER,2026-02-26 19:48:17,0.2699
2179,807,46569.09,28403.52,5912.18,12253.39,pass,2025-09-03 12:08:04,0.127
2180,2912,43923.34,28788.09,6857.91,8277.34,REFER,2026-01-09 16:15:44,0.1561
2181,622,62571.92,37031.59,18218.03,7322.3,Fail,2026-01-02 07:05:14,0.2912
2182,2062,22497.36,14451.16,3230.16,4816.04,pass,2026-01-23 19:30:39,0.1436
2183,1820,19516.93,17725.98,6148.49,-4357.54,pass,2025-12-05 11:09:01,0.315
2184,2575,50359.74,42738.73,6667.23,953.78,FAIL,2026-03-02 11:05:18,0.1324
2185,1927,16475.15,13388.66,6304.51,,PASS,2025-02-06 17:01:17,0.3827
2186,1605,13587.22,8903.15,5895.7,-1211.63,PASS,2025-11-01 16:06:16,0.4339
2187,120,49235.02,46087.27,298.88,2848.87,REFER,2026-05-12 08:18:58,0.0061
2188,1448,10432.33,4870.17,4099.04,,REFER,2025-06-11 11:07:36,
2189,554,74034.92,30055.39,31939.61,12039.92,REFER,2025-11-28 15:31:15,0.4314
2190,1054,41944.92,39097.43,12706.24,-9858.75,REFER,2025-05-31 17:24:12,0.3029
2191,2592,36251.31,33372.41,13622.7,-10743.8,PASS,2026-05-16 20:41:25,0.3758
2192,754,88523.94,56401.77,33984.48,-1862.31,pass,2025-01-12 15:43:22,0.3839
2193,2385,75895.95,61034.38,21063.0,-6201.43,REFER,2026-05-23 17:05:14,0.2775
2194,1458,73565.26,31829.75,,29072.5,FAIL,2025-03-21 11:44:33,0.1721
2195,653,66834.97,45162.01,12475.16,9197.8,Fail,2026-05-04 14:46:48,0.1867
2196,2083,77217.52,33633.3,13785.25,29798.97,Fail,2025-10-04 11:16:03,0.1785
2197,1831,68512.31,37372.02,11644.78,19495.51,Fail,2026-01-11 09:36:44,0.17
2198,627,24164.31,21992.36,5990.01,-3818.06,pass,2026-03-09 21:16:35,0.2479
2199,3148,37548.06,18773.36,16296.13,2478.57,PASS,2026-06-08 19:08:46,0.434
2200,1988,64044.76,45460.65,30736.32,-12152.21,REFER,2025-01-01 20:27:58,0.4799
2201,599,30692.67,26110.77,58.5,4523.4,Fail,2025-12-03 22:03:11,0.0019
2202,723,83159.88,70870.35,4906.56,7382.97,PASS,2025-02-04 15:59:27,
2203,730,71822.1,59756.78,948.65,11116.67,Fail,2025-07-31 20:23:22,0.0132
2204,1411,12322.76,10811.59,5391.67,-3880.5,pass,2025-09-12 10:57:57,
2205,652,77331.82,48065.98,30887.66,-1621.82,REFER,2026-02-23 10:09:54,0.3994
2206,3102,65814.27,36272.15,,27590.25,PASS,2025-03-28 16:17:02,0.0297
2207,3045,50626.87,44346.88,21234.2,-14954.21,REFER,2026-04-22 12:03:46,0.4194
2208,879,74812.47,51584.66,7627.01,-15600.8,FAIL,2025-01-29 13:06:46,0.1019
2209,2509,73762.96,31541.21,17953.11,24268.64,PASS,2025-05-29 14:30:05,0.2434
2210,2619,24465.11,18105.76,9934.47,-3575.12,REFER,2025-01-15 15:23:41,0.4061
2211,968,89693.67,69418.02,17343.06,,Fail,2025-12-09 08:38:48,0.1934
2212,957,,30227.84,20344.55,-8574.46,PASS,2025-05-06 20:57:43,0.4844
2213,1082,54884.02,36836.48,472.42,17575.12,pass,2026-01-23 15:07:21,
2214,52,83649.99,52823.29,36123.16,-5296.46,FAIL,2025-02-16 22:27:46,0.4318
2215,1745,21382.95,19842.51,178.17,1362.27,PASS,2025-02-09 08:23:17,
2216,1520,16964.66,9801.7,6820.96,342.0,PASS,2025-08-14 21:36:46,0.4021
2217,2830,83726.34,35254.8,23372.33,25099.21,FAIL,2026-04-06 19:59:12,0.2792
2218,1768,54708.55,45509.68,,-4541.24,Fail,2025-12-13 08:08:28,0.0851
2219,3097,4879.5,2575.54,629.89,1674.07,REFER,2025-05-13 10:32:51,0.1291
2220,715,63214.76,27739.04,14860.76,20614.96,FAIL,2026-02-23 19:52:37,0.2351
2221,2040,12941.61,8911.68,,-1762.79,pass,2025-08-03 14:48:33,0.4476
2222,1845,39833.14,18059.31,8989.98,12783.85,FAIL,2026-04-01 19:47:38,0.2257
2223,105,84412.43,41880.16,30014.66,-12517.61,PASS,2025-03-09 16:40:16,0.3556
2224,268,34154.88,26955.41,14787.8,-7588.33,FAIL,2026-05-09 15:27:56,0.433
2225,1041,22728.19,9350.83,2613.94,10763.42,Fail,2025-12-26 22:35:36,0.115
2226,317,55785.78,33463.27,23994.68,-1672.17,pass,2025-12-20 13:07:43,0.4301
2227,2463,11565.49,8371.8,4615.42,-1421.73,FAIL,2025-08-17 22:44:07,0.3991
2228,3124,30924.36,25796.28,6870.43,-1742.35,Fail,2025-10-19 11:53:29,0.2222
2229,1222,25004.39,19670.66,9457.14,-4123.41,FAIL,2025-03-11 22:24:50,0.3782
2230,2901,7496.05,4471.59,1289.09,-1735.37,Fail,2025-03-03 16:32:10,0.172
2231,2712,84252.43,49285.86,24982.27,9984.3,PASS,2025-05-09 11:31:48,0.2965
2232,189,56632.77,,,13737.01,REFER,2026-03-17 07:39:48,0.326
2233,3125,58720.69,34553.44,536.73,23630.52,PASS,2025-08-07 19:56:45,0.0091
2234,2431,40837.62,16565.96,11583.14,12688.52,Fail,2025-11-24 13:44:52,0.2836
2235,649,58500.98,24424.41,6329.85,27746.72,REFER,2025-07-21 11:56:13,0.1082
2236,138,,70946.46,37545.3,-31527.49,FAIL,2025-02-01 08:07:22,0.4878
2237,2264,67938.75,52177.25,,14281.37,REFER,2025-09-06 21:03:43,
2238,1872,72463.87,42459.24,30739.65,-735.02,Fail,2026-01-23 10:56:42,0.4242
2239,2707,25932.63,17818.89,2963.93,5149.81,FAIL,2025-03-15 18:33:22,0.1143
2240,1712,27124.06,12387.0,13334.85,1402.21,PASS,2026-04-06 17:17:50,0.4916
2241,1256,37907.74,28771.97,18135.22,-8999.45,Fail,2026-01-30 16:19:17,0.4784
2242,1631,53496.69,39583.39,19748.15,-5834.85,PASS,2026-04-21 18:23:26,0.3691
2243,1860,,,9875.97,108.53,FAIL,2025-01-27 09:32:47,0.2163
2244,2365,51753.08,47197.19,4641.5,-85.61,FAIL,2025-05-07 09:44:11,
2245,2707,-20413.15,16597.21,5331.23,-1515.29,Fail,2025-06-14 20:39:28,0.2612
2246,2541,83559.96,34318.79,32467.86,16773.31,REFER,2025-03-23 18:58:36,0.3886
2247,769,48596.17,38525.72,3684.58,,pass,2025-08-08 18:56:22,0.0758
2248,3018,41234.13,21760.08,5418.35,14055.7,Fail,2025-09-07 10:02:33,0.1314
2249,985,83258.84,61751.67,491.21,21015.96,Fail,2025-06-10 20:20:32,
2250,2237,58887.18,39949.32,1237.16,17700.7,REFER,2025-10-06 09:27:46,0.021
2251,2188,65889.25,43905.13,6175.44,15808.68,,2025-12-18 21:40:31,0.0937
2252,2812,85459.76,68050.66,,7058.4,PASS,2025-03-27 14:26:43,0.1211
2253,2660,41232.83,30267.11,11284.22,-318.5,FAIL,2026-04-14 11:56:07,0.2737
2254,1525,65869.53,46367.18,7936.77,11565.58,REFER,2026-01-10 12:56:04,0.1205
2255,408,14401.53,8906.83,,4079.84,FAIL,2025-01-22 13:28:36,0.0982
2256,1960,49784.98,21838.18,13974.37,13972.43,pass,2026-03-19 10:26:15,0.2807
2257,840,8700.04,,1348.31,3343.12,pass,2025-06-06 20:28:26,0.155
2258,3094,43076.79,27737.96,11454.75,3884.08,REFER,2026-04-02 11:25:49,0.2659
2259,2069,82832.96,62257.52,25327.84,-4752.4,PASS,2025-09-23 14:52:02,0.3058
2260,596,42703.55,22255.98,18269.6,,PASS,2026-03-19 12:43:54,
2261,89,9373.9,5710.26,3170.97,492.67,PASS,2025-02-02 12:05:48,0.3383
2262,339,66114.61,36426.58,22538.35,7149.68,FAIL,2025-06-24 15:10:44,0.3409
2263,1351,83981.1,33658.76,5030.34,45292.0,REFER,2026-06-03 15:11:47,0.0599
2264,2574,85173.32,54918.64,14505.54,15749.14,PASS,2025-08-07 12:13:23,
2265,2643,78488.58,65979.06,27590.62,-15081.1,pass,2025-01-11 18:11:39,0.3515
2266,2221,50918.89,45921.63,10593.16,-5595.9,Fail,2025-12-27 14:46:46,0.208
2267,913,82764.92,70974.96,10066.5,1723.46,REFER,2025-05-05 21:47:17,0.1216
2268,1486,46653.15,24116.97,18620.91,3915.27,PASS,2025-05-14 09:26:06,0.3991
2269,1861,29766.76,24229.17,13844.14,-8306.55,,2025-09-15 10:52:32,0.4651
2270,1838,50584.35,26069.91,21624.78,2889.66,pass,2025-12-28 21:04:14,0.4275
2271,87,,25194.44,,715.27,FAIL,2025-03-01 21:52:38,0.1681
2272,1609,10869.93,5592.53,2373.52,,REFER,2026-06-12 15:04:14,
